,P/FCF ratio,EV/EBITDA,Intangible Assets out of Total Assets,Average Days of Receivables,EV/Sales,Capex to Sales,Free Cash Flow,"Selling, General and Administrative Expense of Revenue",Net Profit Margin,Cash per Share,P/S ratio,P/B ratio,Capital Expenditures,ROE,Graham Number,Interest Debt per Share,Operating CF per Share,Average Days of Payables,Debt/Equity,Operating CF/Net income,Revenue per Share,Graham Net Nets,ROIC,Research and Development Expense of Revenue,Working Capital,EV/EBIT,Capex per Share,Free Cash Flow Yield,Average Payables,Debt/Assets,Shareholders Equity per Share,Depreciation/Fixed assets,Average Receivables,Inventory Turnover,ROA,Quick Ratio,Net Debt/EBITDA,EV/Operating CF,Share Based Compensation of Revenue,P/E ratio,Net Current Asset Value,Average Inventory,Accounts Payable Turnover,Asset Turnover,Interest Coverage,Book value per Share,Cash ROIC,Current Ratio,Accounts Receivable Turnover,Price to Tangible BV,Average Common Equity,P/Operating CF,EV/FCF,Return on Tangible Assets,Average Assets,Free Cash Flow per Share,Earnings Yield,Days of Inventory on Hand,Capex/Depreciation,year,ticker
1,0.0,15.9046,0.1939,30.4641,1.7671,0.0625,14109000000.0,0.1779,0.0726,28.8324,2.1788,1.7329,-8411000000.0,0.0587,66.2824,8.2742,8.357,8.8574,0.1318,2.3041,49.9367,0.0083,0.0821,0.065,40186000000.0,15.9046,-3.1213,-0.0292,1878770889.1157,0.0834,62.7847,0.2797,9960174706.7265,18.9177,0.0372,1.4689,-2.4587,10.559,0.0281,34.9839,2448000000.0,4498221127.5315,45.2934,0.5122,0.0,62.7847,-0.017,1.6638,13.5105,2.499,166630000000.0,-297.3517,-27.7792,0.1453,262722500000.0,5.2357,0.0286,20.3486,-1.1095,2022,BABA
2,50.7756,40.6423,0.2151,28.9684,5.0814,0.0597,28843000000.0,0.1906,0.2095,29.2935,5.5965,3.7344,-6535000000.0,0.1599,106.2244,8.4237,13.0914,9.6093,0.1387,1.5421,40.5125,0.007,0.0795,0.0798,40600000000.0,40.6423,-2.4182,0.0197,1271558018.8484,0.0882,60.7136,0.325,7651498152.5304,20.2566,0.1035,1.5253,-2.6856,15.7248,0.0699,27.4492,4289000000.0,3173738863.2873,50.5592,0.4938,0.0,60.7136,0.0484,1.7049,14.3083,5.6432,143508000000.0,172.0611,46.1019,0.3636,221703500000.0,10.6732,0.0364,24.1428,-0.8937,2021,BABA
3,74.1759,36.5701,0.2572,33.5366,6.6008,0.0642,20883000000.0,0.1547,0.2928,20.3576,7.0976,4.1557,-4624000000.0,0.1974,92.4095,6.7427,9.7091,7.7853,0.1441,1.21,27.4007,0.0057,0.0932,0.0845,31218000000.0,36.5701,-1.7601,0.0135,2163800280.4049,0.0955,46.7983,0.4104,6154675570.1664,23.7014,0.1281,1.7593,-1.884,18.6284,0.0623,23.9803,2893000000.0,1682516539.963,18.4296,0.4373,0.0,46.7983,0.0562,1.9139,11.696,6.7898,106813000000.0,-4087.3862,68.9831,0.4601,164615000000.0,7.949,0.0417,19.1762,-0.7717,2020,BABA
4,78.41,53.5111,0.3453,37.0206,8.1059,0.1317,15100000000.0,0.1716,0.2325,12.2256,8.3113,5.1466,-7396000000.0,0.1629,62.8817,7.7562,8.7194,0.0,0.2207,1.7234,21.7643,-0.0275,0.0672,0.0993,9328000000.0,53.5111,-2.8667,0.0128,0.0,0.1392,35.1477,0.4028,5129808917.1975,30.979,0.1011,1.2034,-0.8219,20.2332,0.0995,36.178,-12848000000.0,995286624.2039,0.0,0.4351,0.0,35.1477,0.0618,1.3014,10.9462,11.3742,80129500000.0,144.2201,76.4726,0.5665,129063500000.0,5.8527,0.0276,15.0335,-1.3389,2019,BABA
5,49.6919,39.4821,0.2775,41.756,11.013,0.1192,15199000000.0,0.174,0.2557,13.3404,11.3649,6.517,-4756000000.0,0.1755,48.3353,7.8402,7.8163,74.3693,0.2877,1.9562,15.6279,-0.0084,0.1252,0.0909,19298000000.0,39.4821,-1.8629,0.0201,2132628740.3993,0.1751,27.2534,0.3311,3903079376.0093,17.1458,0.1085,1.7839,-0.9592,22.0194,0.0802,46.6168,-3799000000.0,995286624.2039,8.0019,0.4245,0.0,27.2534,0.0757,1.8913,10.2222,11.9783,58116000000.0,156.574,48.153,0.3412,93978000000.0,5.9534,0.0215,15.4136,-1.355,2018,BABA
6,47.6547,37.2229,0.2846,51.4598,11.3009,0.1109,9121000000.0,0.1804,0.2759,8.9426,11.6909,5.762,-2549000000.0,0.1487,32.9598,5.3458,4.6811,33.2917,0.2857,1.8392,9.2234,-0.0017,0.1158,0.1078,12893000000.0,37.2229,-1.0225,0.021,1031515290.2741,0.181,18.714,0.7074,2571882278.3033,0.0,0.0975,1.8745,-0.99,22.2668,0.1011,41.7946,-460000000.0,0.0,8.378,0.3533,0.0,18.714,0.1062,1.9464,8.9405,10.4595,42677000000.0,163.119,46.0651,0.4008,65075500000.0,3.6586,0.0239,0.0,-1.2273,2017,BABA
7,37.911,40.3715,0.2467,44.2565,11.798,0.1072,7133000000.0,0.2028,0.7066,7.3849,12.384,5.0195,-1682000000.0,0.3458,40.3678,3.6448,3.5862,87.331,0.2315,0.7954,6.3816,0.0153,0.0971,0.1363,12721000000.0,40.3715,-0.6843,0.0264,1031515290.2741,0.1585,15.7445,0.4915,2571882278.3033,0.0,0.2268,2.4847,-1.6349,20.9941,0.159,17.1804,2971000000.0,0.0,5.1652,0.321,0.0,15.7445,0.1018,2.5761,6.099,7.8459,32046500000.0,235.1764,36.1169,0.7471,48863500000.0,2.902,0.0582,0.0,-1.6189,2016,BABA
8,49.336,44.9839,0.2021,0.0,14.8312,0.1011,5406000000.0,0.214,0.3169,8.8558,15.8246,7.6608,-1243000000.0,0.2572,20.2059,3.6303,2.8451,0.0,0.3341,1.7066,5.2602,0.0366,0.1783,0.1399,16525000000.0,48.4893,-0.5319,0.0203,0.0,0.2059,10.8656,0.483,0.0,0.0,0.1317,3.2338,-2.7308,27.4206,0.171,49.8443,7112000000.0,0.0,0.0,0.4154,0.0,10.8656,0.0948,3.582,0.0,11.3981,15148000000.0,208.0555,46.2389,0.2165,29593500000.0,2.3132,0.0201,0.0,-1.7458,2015,BABA
9,24.3697,0.0,0.1377,0.0,0.0,0.091,3482000000.0,0.1668,0.4396,3.7053,0.0,24.9149,-770000000.0,1.4922,0.0,3.0441,1.9549,0.0,1.0091,1.143,3.891,-0.0093,0.4909,0.097,4908000000.0,0.0,-0.354,0.041,0.0,0.3682,3.0166,0.2967,0.0,0.0,0.2634,1.3374,-0.3351,21.9494,0.0541,50.4785,-486000000.0,0.0,0.0,0.5993,0.0,3.0166,0.1578,1.8145,0.0,88.3434,2493000000.0,125.8355,24.3007,0.6405,14121000000.0,1.6009,0.0198,0.0,-2.8839,2014,BABA
0,35.2271,20.3405,0.0575,33.2998,9.8634,0.0802,5526400000.0,0.1235,0.2665,3.5082,8.3976,0.0,-1860300000.0,-1.1651,0.0,49.6463,10.0295,35.8655,-6.0906,1.1958,31.4767,-0.262,0.2093,0.0,1622100000.0,24.4008,-2.5259,0.0284,993500000.0,0.725,-8.1513,0.0787,1993700000.0,185.4163,0.1185,1.2358,3.0228,30.9556,0.0072,31.6563,-51014800000.0,53800000.0,10.0407,0.4446,0.0,-8.1513,-0.4944,1.4266,11.6279,0.0,-5302205000.0,88.4342,41.3759,0.2432,52144950000.0,7.5036,0.0316,1.9027,-0.9945,2022,MCD
1,27.7565,18.9527,0.0517,29.429,9.9764,0.0833,7207700000.0,0.1166,0.3249,6.3101,8.6148,0.0,-1933800000.0,-1.2144,0.0,48.6784,12.2491,34.529,-7.8958,1.2116,31.1174,-0.2565,0.2396,0.0,3128500000.0,22.3716,-2.5912,0.036,874050000.0,0.6746,-6.1651,0.0756,1991350000.0,199.4883,0.1417,1.6372,2.5867,25.3438,0.006,26.7002,-51306800000.0,53350000.0,12.1763,0.4362,0.0,-6.1651,-0.4276,1.7782,11.6619,0.0,-6212951000.0,75.0274,32.1434,0.2709,53240550000.0,9.6579,0.0375,1.9068,-1.0352,2021,MCD
2,34.3472,21.3509,0.0527,40.1014,10.088,0.084,4651800000.0,0.1325,0.2463,4.6322,8.3183,0.0,-1613400000.0,-0.59,0.0,50.2826,8.4142,28.615,-4.7848,1.3244,25.7961,-0.3393,0.1749,0.0,62000000.0,26.4565,-2.1668,0.0291,864750000.0,0.7114,-10.5089,0.0702,2167250000.0,186.6871,0.0945,0.8994,3.7454,30.9276,0.0048,34.0063,-54208500000.0,50650000.0,10.9346,0.3836,0.0,-10.5089,-0.5653,1.01,8.8628,0.0,-8017599500.0,80.1768,41.6543,0.1891,50068800000.0,6.2474,0.0294,1.9725,-0.9212,2020,MCD
3,25.4793,17.1306,0.0564,37.9993,8.5697,0.105,5879600000.0,0.1044,0.282,1.1852,7.012,0.0,-2242500000.0,-0.8329,0.0,45.0827,10.7138,35.4141,-4.1627,1.348,28.1815,-0.3482,0.2261,0.0,-63100000.0,20.1864,-2.9581,0.0392,1098050000.0,0.7194,-10.8301,0.067,2332850000.0,201.0859,0.15,0.8624,3.1137,22.5418,0.0051,25.0774,-52163200000.0,50650000.0,9.2755,0.532,0.0,-10.8301,-0.597,0.9826,9.1581,0.0,-7234350000.0,79.2929,31.1393,0.25,40161000000.0,7.7557,0.0399,1.799,-1.3861,2019,MCD
4,31.5102,16.37,0.0711,41.9208,7.9352,0.1214,4385400000.0,0.1035,0.2787,1.1128,6.5004,0.0,-2581300000.0,-1.2438,0.0,39.9323,8.9523,42.2898,-4.9654,1.176,27.3168,-0.2534,0.2302,0.0,1079700000.0,19.1198,-3.317,0.0317,1066350000.0,0.9471,-8.0421,0.0649,2208850000.0,189.7234,0.1779,1.1123,2.9316,24.2133,0.0059,23.5504,-35016400000.0,54950000.0,9.7766,0.6382,0.0,-8.0421,-0.6182,1.3631,9.624,0.0,-4763198000.0,91.4164,38.4655,0.2476,33307450000.0,5.6353,0.0425,1.7891,-1.7418,2018,MCD
5,36.1923,15.3119,0.0704,31.6083,7.3244,0.0739,3864300000.0,0.0978,0.2275,3.0515,6.1286,0.0,-1686900000.0,-1.8977,0.0,36.5821,6.8754,27.6691,-9.0381,1.0691,28.2641,-0.227,0.2508,0.0,2436600000.0,17.4973,-2.0893,0.0276,840400000.0,0.8738,-4.0476,0.0607,1725150000.0,207.2999,0.1602,1.536,2.4801,30.1099,0.0051,27.2358,-31744500000.0,58850000.0,14.5164,0.704,0.0,-4.0476,-0.5881,1.8429,13.2281,0.0,-2736150000.0,126.0776,43.2539,0.2087,32413800000.0,4.7861,0.0367,1.7592,-1.2373,2017,MCD
6,23.6505,13.7065,0.0753,21.8524,5.1554,0.0706,4321400000.0,0.0968,0.1903,1.4319,4.1509,0.0,-1738200000.0,1.9193,0.0,30.3789,7.0922,19.1396,-11.775,1.293,28.8178,-0.2777,0.2149,0.0,1380300000.0,16.3904,-2.0344,0.0423,815350000.0,0.8366,-2.5799,0.0713,1386400000.0,181.3484,0.1359,0.7778,2.6706,20.9479,0.0053,22.0701,-28379600000.0,79500000.0,17.6822,0.7141,0.0,-2.5799,-0.6085,1.398,17.7596,0.0,2441798500.0,125.4182,29.3737,0.207,34481300000.0,5.0578,0.0453,1.4912,-1.1462,2016,MCD
7,22.4735,14.7141,0.0663,18.6529,5.038,0.063,4938300000.0,0.0958,0.1782,8.1813,4.3671,15.6578,-1600800000.0,0.4543,28.5757,25.6782,6.9609,20.4346,3.4033,1.4437,27.0524,-0.1911,0.1898,0.0,6692600000.0,17.9177,-1.7041,0.0445,867400000.0,0.6358,7.5451,0.0673,1256550000.0,148.7273,0.1255,3.0451,1.889,19.5792,0.0043,24.5613,-21207800000.0,105050000.0,18.0122,0.7043,0.0,7.5451,-0.4262,3.2684,20.2244,24.2761,9970649500.0,80.4966,25.9261,0.1519,36083050000.0,5.2569,0.0407,2.3385,-1.029,2015,MCD
8,21.7004,10.9805,0.0799,16.1529,3.8389,0.091,4233700000.0,0.0907,0.1734,2.1192,3.348,7.1477,-2496600000.0,0.3297,37.7442,15.2327,6.8642,18.4825,1.162,1.4146,27.987,-0.1871,0.1932,0.0,1437600000.0,13.2521,-2.5463,0.0461,973050000.0,0.4364,13.109,0.067,1267100000.0,145.3624,0.1343,1.1981,1.3402,15.6522,0.0041,19.3996,-17188500000.0,116850000.0,17.456,0.7746,0.0,13.109,-0.5969,1.5232,21.6568,9.08,14431550000.0,61.1222,24.8822,0.183,35426850000.0,4.3179,0.0515,2.3638,-1.5182,2014,MCD
9,22.55,10.5048,0.0784,17.1398,3.8682,0.1005,4296000000.0,0.0849,0.1987,2.8032,3.4468,6.051,-2824700000.0,0.3569,44.7886,14.1524,7.1321,23.0419,0.8826,1.2748,28.1507,-0.1607,0.2003,0.0,1880100000.0,12.4046,-2.8292,0.0443,1113950000.0,0.3858,16.0354,0.0616,1347550000.0,140.2037,0.1551,1.2992,1.0949,15.2679,0.0032,17.4514,-15566500000.0,122700000.0,15.4432,0.7806,0.0,16.0354,-0.5655,1.5931,20.8569,7.3742,15651650000.0,51.7079,25.3068,0.2022,36006400000.0,4.3029,0.0573,2.6246,-1.782,2013,MCD
0,33.5225,23.9156,0.0148,29.4397,3.1631,0.0189,4872000000.0,0.3198,0.099,6.88,3.1888,11.6625,-969000000.0,0.3463,25.7298,6.0312,3.7645,36.1151,0.6682,1.1521,33.0092,0.0103,0.2914,0.0,15946000000.0,27.3887,-0.6245,0.0298,3110000000.0,0.2493,9.0255,0.1691,4399000000.0,3.4284,0.1302,1.5996,-0.1944,27.7357,0.0147,32.2883,1675000000.0,8437000000.0,9.3006,1.3158,0.0,9.0255,0.0223,2.7228,11.6429,12.1438,14642500000.0,72.4906,33.2521,0.2411,38926000000.0,3.14,0.031,106.6797,-1.1281,2023,NKE
1,42.3567,24.4928,0.0141,36.4687,3.9406,0.0162,4430000000.0,0.3169,0.1294,8.2322,4.0171,12.2793,-758000000.0,0.4311,28.8049,5.9666,3.286,48.5779,0.6165,0.8581,29.5858,0.0169,0.3564,0.0,17483000000.0,27.575,-0.4801,0.0236,3097000000.0,0.2336,9.6789,0.1753,4565000000.0,3.3038,0.1549,1.6462,-0.476,35.4787,0.0137,31.1942,3173000000.0,7637000000.0,8.1469,1.1968,0.0,9.6789,0.0105,2.6294,10.2322,12.7551,14024000000.0,163.0238,41.5493,0.2714,39030500000.0,2.8059,0.0321,121.8065,-0.9024,2022,NKE
2,35.4888,26.893,0.0135,36.5754,4.6699,0.0156,5962000000.0,0.2924,0.1286,8.5671,4.7506,16.5727,-695000000.0,0.5501,25.8177,6.2823,4.232,42.12,0.774,1.1624,28.314,0.0062,0.4727,0.0,16617000000.0,29.9827,-0.4418,0.0282,2542000000.0,0.2618,8.1163,0.1625,3606000000.0,3.4563,0.1658,1.8544,-0.4647,31.2438,0.0137,36.8521,1318000000.0,7110500000.0,9.668,1.2894,0.0,8.1163,0.0485,2.7177,12.3511,17.2637,10411000000.0,105.1611,34.886,0.2661,34541000000.0,3.7902,0.0271,101.7948,-0.872,2021,NKE
3,110.9099,36.7938,0.0159,26.8263,4.165,0.029,1399000000.0,0.3509,0.0679,5.637,4.1484,19.2629,-1086000000.0,0.297,13.6818,6.0361,1.5942,38.7733,1.1681,0.9787,23.9947,-0.0176,0.2244,0.0,12272000000.0,50.0112,-0.6967,0.009,2430000000.0,0.3002,5.1674,0.23,3510500000.0,3.2584,0.0922,1.3926,0.1469,62.6901,0.0115,61.8261,-2731000000.0,6494500000.0,8.7086,1.3587,0.0,5.1674,-0.0907,2.4814,10.6546,20.5296,8547500000.0,-155162.952,111.3545,0.1482,27529500000.0,0.8975,0.0162,127.0653,-0.9705,2020,NKE
4,25.472,21.9711,0.0184,39.862,3.0847,0.0286,4784000000.0,0.3247,0.103,2.9518,3.1152,13.4799,-1119000000.0,0.4274,18.1555,2.1966,3.7368,44.0503,0.3838,1.4651,24.7623,0.0152,0.3801,0.0,8659000000.0,25.2861,-0.7084,0.0393,2445500000.0,0.1463,5.7226,0.1518,3885000000.0,3.9774,0.1742,1.1359,-0.2172,20.4413,0.0083,30.1328,1848000000.0,5441500000.0,8.8501,1.6914,0.0,5.7226,0.0675,2.1008,10.0687,14.1646,9426000000.0,60.6259,25.2226,0.3006,23126500000.0,3.0284,0.0332,94.8126,-1.5542,2019,NKE
5,29.689,22.0,0.0195,35.079,3.1546,0.0282,3927000000.0,0.3163,0.0531,3.2301,3.2033,11.8823,-1028000000.0,0.174,12.7197,2.1394,3.0515,40.6944,0.3541,2.5634,22.4147,0.0207,0.3455,0.0,9094000000.0,25.8308,-0.6331,0.0337,2163500000.0,0.1542,6.0426,0.1738,3587500000.0,3.963,0.0844,1.4475,-0.3393,23.1721,0.006,60.3361,2410000000.0,5158000000.0,9.4481,1.5896,0.0,6.0426,0.027,2.5056,10.1455,12.4388,11109500000.0,51.3607,29.2381,0.1427,22897500000.0,2.4184,0.0166,93.9418,-1.3282,2018,NKE
6,31.8979,15.58,0.0181,39.0715,2.4787,0.0318,2754000000.0,0.3075,0.1234,3.7272,2.5574,7.0804,-1092000000.0,0.3438,20.7624,2.0974,2.3199,39.2646,0.2802,0.9071,20.7202,0.0593,0.3058,0.0,10587000000.0,17.929,-0.6587,0.0314,2119500000.0,0.1495,7.484,0.1795,3459000000.0,3.8488,0.19,1.8005,-0.4944,22.1385,0.0063,20.6992,5209000000.0,4946500000.0,8.9823,1.539,0.0,7.484,-0.0065,2.9341,9.9306,7.3297,12332500000.0,91.3169,30.9168,0.2909,22319000000.0,1.6612,0.0483,96.9154,-1.5251,2017,NKE
7,41.376,17.4938,0.0193,36.5383,2.7903,0.035,2266000000.0,0.3234,0.1161,3.214,2.8959,7.6487,-1133000000.0,0.3012,18.947,1.1997,2.0019,45.9474,0.1662,0.904,19.0683,0.063,0.3184,0.0,9667000000.0,20.0662,-0.6673,0.0242,2161000000.0,0.0953,7.2195,0.1881,3299500000.0,3.794,0.175,1.6234,-0.6623,26.5778,0.0073,24.9864,5904000000.0,4587500000.0,8.0541,1.5067,0.0,7.2195,-0.0061,2.8042,9.8124,7.9147,12482500000.0,63.0518,39.8667,0.2851,21488000000.0,1.3346,0.04,101.4576,-1.7115,2016,NKE
8,23.573,17.196,0.0191,40.0533,2.7108,0.0314,3720000000.0,0.3233,0.107,3.4372,2.8656,6.9011,-960000000.0,0.2782,17.7535,0.6881,2.7154,47.0434,0.0933,1.4299,17.7551,0.0764,0.3274,0.0,9255000000.0,19.8691,-0.557,0.0424,2030500000.0,0.0549,7.3728,0.2155,3396000000.0,3.9918,0.1629,1.4659,-0.9822,17.7251,0.0062,26.7789,6697000000.0,4142000000.0,8.1428,1.5228,0.0,7.3728,0.0842,2.4616,9.0109,7.1323,11765500000.0,65.344,22.2994,0.2668,20095500000.0,2.1584,0.0373,95.7424,-1.4792,2015,NKE
9,31.7278,14.9636,0.0222,45.0883,2.2963,0.0315,2136000000.0,0.3153,0.0969,2.9105,2.4379,6.2611,-877000000.0,0.2459,14.5228,0.6826,1.7054,45.8835,0.1114,1.1188,15.735,0.0874,0.3339,0.0,8669000000.0,17.3464,-0.4964,0.0315,1799500000.0,0.0649,6.1267,0.2068,3275500000.0,4.1321,0.149,1.706,-0.9226,21.1864,0.0064,25.0719,5926000000.0,3715500000.0,8.5318,1.5384,0.0,6.1267,0.0104,2.7245,8.4869,6.5095,10952500000.0,51.0321,29.8851,0.2341,18069500000.0,1.209,0.0399,93.8354,-1.4966,2014,NKE
0,16.6518,17.9334,0.0006,19.3086,4.176,0.0049,6940815000.0,0.4466,0.2416,23.7839,5.6463,6.2593,-92164000.0,0.3169,33.2571,1.773,5.5624,728.7831,0.1313,1.5381,14.971,0.132,0.0,0.0795,14459260000.0,17.9334,-0.0729,0.0601,9458000000.0,0.0652,13.5047,2.6177,887009000.0,0.0,0.1456,1.8335,-5.7927,11.2396,0.0591,23.2225,14102660000.0,0.0,0.4823,0.6027,0.0,13.5047,0.1393,1.8532,21.3403,6.2664,14431145000.0,27.0837,12.3158,0.313,31407460000.0,5.4895,0.0431,0.0,-0.2324,2022,PDD
1,18.3086,47.1575,0.0039,19.1295,3.4618,0.035,4000907000.0,0.4933,0.0827,19.1037,4.9556,6.1982,-515776000.0,0.116,14.3277,1.5297,3.6042,719.255,0.1626,3.705,11.7645,0.1177,0.0,0.0957,10541920000.0,47.1575,-0.4116,0.0546,9020000000.0,0.0674,9.4059,0.837,767146500.0,37.5642,0.0462,1.6802,-16.0559,11.2995,0.0508,60.1031,8601510000.0,132500000.0,0.5518,0.5585,0.0,9.4059,0.1108,1.7167,19.2177,6.2567,10504734000.0,28.1557,12.7896,0.112,26394785000.0,3.1926,0.0166,0.1467,-1.7822,2021,PDD
2,49.1765,0.0,0.008,30.4901,21.1648,0.0007,4314734000.0,0.7178,-0.1207,17.9208,23.2298,22.9657,-6589000.0,-0.1724,0.0,2.1273,3.625,1016.9564,0.275,-3.9272,7.6484,0.0368,0.0,0.1158,10060050000.0,0.0,-0.0055,0.0203,6264000000.0,0.1041,7.7363,3.2117,626188500.0,0.0,-0.0624,1.721,14.0738,44.6555,0.0607,0.0,7784090000.0,0.0,0.4717,0.5169,0.0,7.7363,0.1295,1.7825,14.5604,23.4635,6381329000.0,89.3737,44.8051,-0.109,17639380000.0,3.6195,-0.005,32.4902,-0.066,2020,PDD
3,20.6426,0.0,0.0262,41.3718,8.0344,0.0009,2125027000.0,0.9446,-0.2312,8.5223,10.105,12.358,-3873000.0,-0.3188,0.0,0.7727,1.8403,1722.1595,0.2525,-2.1271,3.7427,0.0709,0.0,0.1284,3911865000.0,0.0,-0.0033,0.0484,3406000000.0,0.0818,3.0604,15.4553,337486000.0,0.0,-0.1163,1.5743,7.8998,16.3399,0.0849,0.0,3101347000.0,0.0,0.2673,0.5033,0.0,3.0604,0.1485,1.595,12.829,13.4459,3138965500.0,31.2913,16.4128,-0.2555,8602760500.0,1.837,-0.0222,0.0,-0.0423,2019,PDD
4,14.7392,0.0,0.0597,35.2375,5.8173,0.0021,1125829000.0,1.5166,-0.7849,7.4812,8.7266,6.0827,-3969000.0,-1.1613,0.0,0.0,1.5225,2173.3235,0.0,-0.7543,2.5715,0.14,0.0,0.0851,2331685000.0,0.0,-0.0053,0.0678,2013500000.0,0.0,3.6891,17.0929,134445000.0,0.0,-0.3565,1.619,3.7049,9.8253,0.5215,0.0,2331685000.0,0.0,0.2099,0.4542,0.0,3.6891,0.1358,1.6581,14.1933,7.0486,1289744500.0,17.5414,9.8253,-0.6412,4201605000.0,1.5171,-0.1123,0.0,-0.0549,2018,PDD
5,0.0,0.0,0.0,111.1456,0.0,0.0049,48928000.0,0.8473,-0.2859,4.5092,0.0,0.0,-1364000.0,0.7256,0.0,0.0,0.114,4785.9195,0.0,-0.6326,0.6302,-0.0509,0.0,0.0741,163939000.0,0.0,-0.0031,0.0,836500000.0,0.0,-0.3584,0.2441,50834000.0,0.0,-0.0669,1.0744,21.0281,0.0,0.0077,0.0,-186302000.0,0.0,0.1378,0.2339,0.0,-0.3584,0.0267,1.0849,5.4697,0.0,-109571000.0,262.628,0.0,-0.4806,1188819500.0,0.1109,-0.0764,0.0,-3.7784,2017,PDD
6,0.0,0.0,0.0,81.6447,0.0,0.0,132425600.0,0.3684,-0.6447,0.2103,0.0,0.0,-346400.0,0.4601,0.0,0.0,0.1195,679.6552,0.0,-2.7026,0.0686,-0.0509,0.0,0.0526,48000000.0,0.0,0.0,0.0,836500000.0,0.0,0.046,0.0,54500000.0,0.0,-0.0426,1.2255,5.4186,0.0,0.0,0.0,48000000.0,0.0,0.104,0.0661,0.0,0.046,0.4663,1.2353,1.3945,0.0,-106500000.0,262.628,0.0,-1.0208,1150000000.0,0.1195,-0.0764,0.0,0.0,2016,PDD
0,38.0192,17.7378,0.1229,13.304,3.381,0.0571,2556000000.0,0.063,0.1018,2.7598,3.0132,0.0,-1841300000.0,-0.4684,0.0,13.0442,3.8128,50.9926,-1.7294,1.34,27.9635,-0.3052,0.9127,0.0,-2133100000.0,23.6126,-1.5965,0.0263,1326500000.0,0.5377,-7.5424,0.2331,1057750000.0,5.4582,0.1105,0.4762,1.9295,24.7966,0.0084,29.8794,-29658400000.0,1890250000.0,7.7779,1.0864,0.0,-7.5424,-0.227,0.7669,30.4895,0.0,-7006599500.0,88.3669,42.6596,0.7412,29685500000.0,2.2162,0.0335,77.0019,-1.2039,2022,SBUX
1,28.7449,21.5595,0.1283,11.8064,4.7452,0.0506,4519100000.0,0.0665,0.1445,5.6198,4.47,0.0,-1470000000.0,-0.6404,0.0,12.4115,5.0859,50.6064,-2.7502,1.4262,24.6778,-0.2075,1.1348,0.0,1605000000.0,28.3038,-1.2483,0.0348,1104750000.0,0.4656,-4.513,0.2393,911700000.0,5.5391,0.1382,0.9272,1.2504,23.025,0.011,31.0732,-26950700000.0,1577650000.0,7.9101,0.9565,0.0,-4.513,-0.0239,1.1969,31.8752,0.0,-6556950000.0,85.4219,30.5147,0.5266,30383550000.0,3.8376,0.0322,66.9921,-0.9645,2021,SBUX
2,882.3728,36.5573,0.1413,13.7104,4.7642,0.0631,114200000.0,0.0714,0.0395,3.9496,4.2847,0.0,-1483600000.0,-0.1323,0.0,13.5654,1.3624,47.3344,-2.0398,1.7212,20.0529,-0.2914,0.2806,0.0,459600000.0,71.7452,-1.265,0.0011,1093800000.0,0.5416,-6.6502,0.2408,881300000.0,4.9954,0.0382,0.7507,3.6795,70.1242,0.0106,111.5844,-29367500000.0,1540400000.0,7.035,0.9679,0.0,-6.6502,-0.3644,1.0626,26.6856,0.0,-7015200000.0,67.5971,981.1241,0.1385,24297050000.0,0.0974,0.009,73.5891,-0.987,2020,SBUX
3,33.3226,21.071,0.2223,12.1058,4.3934,0.0682,3240400000.0,0.0688,0.1358,2.2577,4.0733,0.0,-1806600000.0,-1.424,0.0,9.1484,4.1328,50.926,-1.793,1.4023,21.707,-0.1833,1.167,0.0,-514800000.0,28.5596,-1.4794,0.03,1184500000.0,0.5813,-5.1024,0.2253,786150000.0,5.8206,0.166,0.5895,1.5225,23.0758,0.0116,30.1775,-19796700000.0,1464950000.0,7.1987,1.2223,0.0,-5.1024,-0.1799,0.9165,33.7195,0.0,-2527600000.0,97.4359,35.9411,0.6083,21688000000.0,2.6535,0.0331,65.4671,-1.2465,2019,SBUX
4,7.7148,14.9065,0.1898,10.2341,3.1292,0.08,9961400000.0,0.0691,0.1828,6.464,3.1089,65.3602,-1976400000.0,1.3624,7.8369,6.8273,8.6337,54.2757,8.0287,2.6421,17.8777,-0.1365,1.4463,0.0,6810000000.0,19.9193,-1.4294,0.1296,980900000.0,0.3908,0.8504,0.2203,781750000.0,5.7375,0.2346,1.6943,0.0968,6.4797,0.0101,17.3146,-10486400000.0,1382250000.0,8.0851,1.2834,0.0,0.8504,0.3073,2.1981,31.6207,0.0,3316400000.0,9.1126,7.7653,0.3547,19261000000.0,7.2043,0.0578,64.4562,-1.5134,2018,SBUX
5,28.5455,15.2379,0.1379,14.1912,3.5407,0.0679,2732400000.0,0.0629,0.1289,1.8564,3.4841,14.2931,-1519400000.0,0.5084,12.9179,2.7158,2.9333,40.4218,0.7214,1.4739,15.4445,-0.0465,0.3855,0.0,1062700000.0,19.1705,-1.0482,0.035,756550000.0,0.274,3.7647,0.2169,819600000.0,5.1528,0.2012,0.8438,0.2395,18.6425,0.0079,27.3147,-3625200000.0,1371250000.0,9.3395,1.5612,0.0,3.7647,-0.0553,1.2518,27.3143,22.4363,5673850000.0,71.3741,29.009,0.4822,14339050000.0,1.8851,0.0366,70.4605,-1.4239,2017,SBUX
