,Capital Stock Change,Beginning Cash,Assets Liabilities Change (Total),Financing cash flow,Capital expenditures,Other financial activities,Stock Based Compensation,Change in Cash,Net Aquisitions,Change in inventories,Repayment/Issuance of Debt (Net),Ending Cash,Accounts Receivable Change,Exchange Rate Adjustment,Operating Cash Flow,Non Cash Items (Other),Net Cash/Marketcap,Net Income,Dividends Paid (Common),Accounts Payable Change,Change in other assets and liabilities,Investing cash flow,"Equity Repurchase (Common, Net)",Long-Term Investments Change (Net),Issuance/Purchase of Shares,Change in payables and accrued liability,Depreciation & Amortization,Investments Change (Net),Other investing activities,Other operating activities,year,ticker,Short Term Investments Change (Net),Change in intangibles (net),Dividends Paid (Total),Income tax paid,Dividends Paid (Preffered),"Equity Repurchase (Preffered, Net)",Discontinued Operations and Adjustments
3,-4625700000.0,866000000.0,298500000.0,-4994800000.0,-2242500000.0,-23500000.0,109600000.0,32500000.0,-200100000.0,128800000.0,3236300000.0,898500000.0,27000000.0,-23700000.0,8122100000.0,180300000.0,0.2221,6025400000.0,-3581900000.0,-26800000.0,279000000.0,-3071100000.0,-4625700000.0,,-4625700000.0,-27000000.0,1617900000.0,,-628500000.0,,2019,MCD,,,-3581900000.0,169500000.0,,,0.0
4,-4804500000.0,2463800000.0,-472700000.0,-5949600000.0,-2581300000.0,-20000000.0,125100000.0,-1597800000.0,429100000.0,-1900000.0,2130800000.0,866000000.0,-479400000.0,-159800000.0,6966700000.0,33100000.0,0.2207,5924300000.0,-3255900000.0,129400000.0,101000000.0,-2455100000.0,-4804500000.0,,-4804500000.0,-87400000.0,1482000000.0,,-302900000.0,,2018,MCD,,,-3255900000.0,-33400000.0,,,0.0
5,-4228900000.0,1223400000.0,-980500000.0,-5310800000.0,-1686900000.0,-20500000.0,117500000.0,1240400000.0,2494800000.0,-37300000.0,2027800000.0,2463800000.0,-340700000.0,264000000.0,5551200000.0,-24000100.0,0.1951,5192300000.0,-3089200000.0,-59700000.0,-73000000.0,562000000.0,-4228900000.0,,-4228900000.0,-146400000.0,1363400000.0,,-245900000.0,,2017,MCD,,,-3089200000.0,-396400000.0,,,174000000.0
6,-10871600000.0,7685500000.0,167000000.0,-11262400000.0,-1738200000.0,-3000000.0,131300000.0,-6462100000.0,866100000.0,28100000.0,2670400000.0,1223400000.0,-159000000.0,-103700000.0,6059600000.0,-310400000.0,0.242,4686500000.0,-3058200000.0,89800000.0,-511000000.0,-981600000.0,-10871600000.0,,-10871600000.0,90000000.0,1516500000.0,,-109500000.0,,2016,MCD,,,-3058200000.0,208100000.0,,,-174000000.0
7,-5782000000.0,2077900000.0,167900000.0,735300000.0,-1600800000.0,-7600000.0,110000000.0,5607600000.0,200500000.0,44900000.0,9755200000.0,7685500000.0,-180600000.0,-246800000.0,6539100000.0,286200000.0,0.1536,4529300000.0,-3230300000.0,-15000000.0,0.0,-1420000000.0,-5782000000.0,,-5782000000.0,0.0,1555700000.0,,-19700000.0,,2015,MCD,,,-3230300000.0,318600000.0,,,0.0
8,-2963200000.0,2798700000.0,-63600000.0,-4618300000.0,-2496600000.0,58100000.0,112800000.0,-720800000.0,232600000.0,-4900000.0,1502900000.0,2077900000.0,27000000.0,-527900000.0,6730300000.0,391600000.0,0.1466,4757800000.0,-3216100000.0,-74700000.0,0.0,-2304900000.0,-2963200000.0,,-2963200000.0,0.0,1644500000.0,,-40900000.0,,2014,MCD,,,-3216100000.0,-11000000.0,,,0.0
9,-1544500000.0,2336100000.0,-191400000.0,-4043000000.0,-2824700000.0,80800000.0,89100000.0,462600000.0,259100000.0,-44400000.0,535299900.0,2798700000.0,56200000.0,58700000.0,7120700000.0,141100000.0,0.1223,5585900000.0,-3114600000.0,-60700000.0,0.0,-2673800000.0,-1544500000.0,,-1544500000.0,11900000.0,1585100000.0,,-108200000.0,,2013,MCD,,,-3114600000.0,-154400000.0,,,0.0
0,-4829000000.0,8574000000.0,-513000000.0,-7447000000.0,-969000000.0,-102000000.0,755000000.0,-1133000000.0,,-133000000.0,-504000000.0,7441000000.0,489000000.0,-91000000.0,5841000000.0,425000000.0,-0.0081,5070000000.0,-2012000000.0,,-644000000.0,564000000.0,-4829000000.0,,-4829000000.0,-225000000.0,859000000.0,1481000000.0,52000000.0,,2023,NKE,1481000000.0,,-2012000000.0,,,,
1,-2863000000.0,9889000000.0,-1660000000.0,-4836000000.0,-758000000.0,-151000000.0,638000000.0,-1315000000.0,,-1676000000.0,15000000.0,8574000000.0,-504000000.0,-143000000.0,5188000000.0,-38000000.0,-0.0191,6046000000.0,-1837000000.0,,-845000000.0,-1524000000.0,-2863000000.0,,-2863000000.0,1365000000.0,840000000.0,-747000000.0,-19000000.0,,2022,NKE,-747000000.0,,-1837000000.0,,,,
2,564000000.0,8348000000.0,45000000.0,-1459000000.0,-695000000.0,-136000000.0,611000000.0,1541000000.0,,507000000.0,-249000000.0,9889000000.0,-1606000000.0,143000000.0,6657000000.0,88000000.0,-0.017,5727000000.0,-1638000000.0,,-182000000.0,-3800000000.0,564000000.0,,564000000.0,1326000000.0,797000000.0,-3276000000.0,171000000.0,,2021,NKE,-3276000000.0,,-1638000000.0,,,,
3,-2182000000.0,4466000000.0,-1245000000.0,2491000000.0,-1086000000.0,-52000000.0,429000000.0,3882000000.0,,-1854000000.0,6177000000.0,8348000000.0,1239000000.0,-66000000.0,2485000000.0,72000000.0,0.004,2539000000.0,-1452000000.0,,-654000000.0,-1028000000.0,-2182000000.0,,-2182000000.0,24000000.0,1119000000.0,27000000.0,31000000.0,,2020,NKE,27000000.0,,-1452000000.0,,,,
4,-3586000000.0,4249000000.0,562000000.0,-5293000000.0,-1119000000.0,-44000000.0,325000000.0,217000000.0,,-490000000.0,-331000000.0,4466000000.0,-270000000.0,-129000000.0,5903000000.0,592000000.0,-0.0098,4029000000.0,-1332000000.0,,-203000000.0,-264000000.0,-3586000000.0,,-3586000000.0,1525000000.0,720000000.0,850000000.0,5000000.0,,2019,NKE,850000000.0,,-1332000000.0,,,,
5,-3521000000.0,3808000000.0,1482000000.0,-4835000000.0,-1028000000.0,-84000000.0,218000000.0,441000000.0,,-255000000.0,13000000.0,4249000000.0,187000000.0,45000000.0,4955000000.0,766000000.0,-0.0152,1933000000.0,-1243000000.0,,35000000.0,276000000.0,-3521000000.0,,-3521000000.0,1515000000.0,774000000.0,1326000000.0,-22000000.0,,2018,NKE,1326000000.0,,-1243000000.0,,,,
6,-2734000000.0,3138000000.0,-935000000.0,-2148000000.0,-1092000000.0,-29000000.0,215000000.0,670000000.0,,-231000000.0,1748000000.0,3808000000.0,-426000000.0,-20000000.0,3846000000.0,-175000000.0,-0.0308,4240000000.0,-1133000000.0,,-120000000.0,-1008000000.0,-2734000000.0,,-2734000000.0,-158000000.0,716000000.0,118000000.0,-34000000.0,,2017,NKE,118000000.0,,-1133000000.0,,,,
7,-2731000000.0,3852000000.0,-1277000000.0,-2974000000.0,-1133000000.0,-22000000.0,236000000.0,-714000000.0,,-590000000.0,801000000.0,3138000000.0,60000000.0,-105000000.0,3399000000.0,254000000.0,-0.0365,3760000000.0,-1022000000.0,,-161000000.0,-1034000000.0,-2731000000.0,,-2731000000.0,-586000000.0,662000000.0,93000000.0,6000000.0,,2016,NKE,93000000.0,,-1022000000.0,,,,
8,-2020000000.0,2220000000.0,256000000.0,-2790000000.0,-960000000.0,218000000.0,191000000.0,1632000000.0,,-621000000.0,-89000000.0,3852000000.0,-216000000.0,-83000000.0,4680000000.0,502000000.0,-0.054,3273000000.0,-899000000.0,,-144000000.0,-175000000.0,-2020000000.0,,-2020000000.0,1237000000.0,649000000.0,785000000.0,0.0,,2015,NKE,785000000.0,,-899000000.0,,,,
9,-2245000000.0,3337000000.0,-488000000.0,-2914000000.0,-877000000.0,132000000.0,177000000.0,-1117000000.0,,-505000000.0,-2000000.0,2220000000.0,-298000000.0,-9000000.0,3013000000.0,222000000.0,-0.0581,2693000000.0,-799000000.0,,-210000000.0,-1207000000.0,-2245000000.0,,-2245000000.0,525000000.0,586000000.0,-328000000.0,-2000000.0,,2014,NKE,-328000000.0,,-799000000.0,,,,
0,0.0,9575476000.0,1076295000.0,1461000.0,-92164000.0,1461000.0,1119058000.0,3806827000.0,,0.0,0.0,13382300000.0,12475000.0,14524000.0,7032979000.0,987545000.0,-0.2604,4572589000.0,0.0,,1063820000.0,-3242137000.0,0.0,1034886000.0,0.0,111000000.0,396550000.0,21093240000.0,-24243210000.0,,2022,PDD,20058360000.0,,0.0,,,0.0,
1,0.0,11744600000.0,2128128000.0,-294253000.0,-515776000.0,50000.0,749259000.0,-1380860000.0,,0.0,-294303000.0,10363740000.0,8758000.0,-22779000.0,4516683000.0,880079000.0,-0.3014,1219074000.0,0.0,,2119370000.0,-5580511000.0,0.0,-2138539000.0,0.0,1347000000.0,289402000.0,-5134571000.0,69836000.0,,2021,PDD,-2996032000.0,,0.0,,,0.0,
2,4108113000.0,5110476000.0,4758569000.0,7938543000.0,-6589000.0,1554090000.0,553723000.0,6359813000.0,,263000000.0,2276340000.0,11470290000.0,49261000.0,-21447000.0,4321323000.0,563248000.0,-0.0889,-1100344000.0,0.0,,4709308000.0,-5878606000.0,4108113000.0,-1030227000.0,4108113000.0,3468000000.0,99850000.0,-5835542000.0,-36475000.0,,2020,PDD,-4805315000.0,,0.0,,,0.0,
3,1177080000.0,4386751000.0,2672536000.0,2277390000.0,-3873000.0,-44527000.0,367392000.0,403082000.0,,0.0,1144837000.0,4789833000.0,-115399000.0,64659000.0,2128900000.0,365579000.0,-0.2049,-1000834000.0,0.0,,2787935000.0,-4067867000.0,1177080000.0,-30754000.0,1177080000.0,1831000000.0,91619000.0,-4002999000.0,-60995000.0,,2019,PDD,-3972245000.0,,0.0,,,0.0,
4,847148000.0,1807723000.0,1559847000.0,2522632000.0,-3969000.0,1675484000.0,995066000.0,2634090000.0,,0.0,0.0,4441813000.0,-23186000.0,79545000.0,1129798000.0,983685000.0,-0.3334,-1486020000.0,0.0,,1583033000.0,-1097885000.0,0.0,-26127000.0,847148000.0,1124000000.0,72286000.0,-1112066000.0,18150000.0,,2018,PDD,-1085939000.0,,0.0,,,847148000.0,
5,225462000.0,210414000.0,130317100.0,223012000.0,-1364000.0,-2450000.0,2133000.0,277127000.0,,0.0,0.0,487541000.0,-12418000.0,-7601000.0,50292000.0,3327000.0,-0.223,-83713000.0,0.0,,142735100.0,11424000.0,-5209000.0,0.0,225462000.0,1291000000.0,361000.0,38262000.0,-25474000.0,,2017,PDD,38262000.0,,0.0,,,230671000.0,
6,75993000.0,0.0,0.0,73234500.0,0.0,1916400.0,0.0,162474800.0,,0.0,0.0,0.0,-1665400.0,0.0,132425600.0,0.0,-0.223,-44000000.0,0.0,,26060900.0,-46255500.0,0.0,0.0,0.0,164310000.0,113800.0,0.0,0.0,,2016,PDD,0.0,,-2758500.0,,,0.0,
0,-13973000000.0,1133000000.0,-2699000000.0,-7049000000.0,-1784000000.0,-5000000.0,223000000.0,215000000.0,491000000.0,-2594000000.0,9299000000.0,1348000000.0,,-16000000.0,8589000000.0,2870000000.0,0.246,6437000000.0,-2370000000.0,-549000000.0,444000000.0,-1309000000.0,-13973000000.0,-15000000.0,-13973000000.0,-549000000.0,1981000000.0,-15000000.0,-1000000.0,,2023,LOW,0.0,,-2370000000.0,,,,0.0
1,-12880000000.0,4690000000.0,-1540000000.0,-12016000000.0,-1740000000.0,-6000000.0,230000000.0,-3557000000.0,0.0,-1413000000.0,2854000000.0,1133000000.0,,-8000000.0,10113000000.0,1329000000.0,0.1412,8442000000.0,-1984000000.0,466000000.0,-593000000.0,-1646000000.0,-12880000000.0,228000000.0,-12880000000.0,466000000.0,1882000000.0,228000000.0,-134000000.0,,2022,LOW,228000000.0,,-1984000000.0,,,,0.0
2,-4819000000.0,716000000.0,1383000000.0,-5191000000.0,-1701000000.0,-38000000.0,155000000.0,3974000000.0,0.0,-2967000000.0,1370000000.0,4690000000.0,,10000000.0,11049000000.0,2237000000.0,0.1357,5835000000.0,-1704000000.0,3211000000.0,1139000000.0,-1894000000.0,-4819000000.0,-168000000.0,-4819000000.0,3211000000.0,1594000000.0,-168000000.0,-25000000.0,,2021,LOW,-168000000.0,,-1704000000.0,,,,0.0
3,-4195000000.0,511000000.0,-2240000000.0,-2735000000.0,-1321000000.0,-1000000.0,98000000.0,205000000.0,0.0,-600000000.0,3079000000.0,716000000.0,,1000000.0,4296000000.0,845000000.0,0.2041,4281000000.0,-1618000000.0,-637000000.0,-1003000000.0,-1369000000.0,-4195000000.0,-48000000.0,-4195000000.0,-637000000.0,1410000000.0,-48000000.0,-1000000.0,,2020,LOW,-48000000.0,,-1618000000.0,,,,12000000.0
4,-2923000000.0,588000000.0,744000000.0,-5124000000.0,-1098000000.0,-5000000.0,74000000.0,-77000000.0,0.0,-1289000000.0,-741000000.0,511000000.0,,-12000000.0,6193000000.0,576000000.0,0.1987,2314000000.0,-1455000000.0,1720000000.0,313000000.0,-1080000000.0,-2923000000.0,20000000.0,-2923000000.0,1720000000.0,2559000000.0,20000000.0,-2000000.0,,2019,LOW,0.0,,-1455000000.0,,,,-54000000.0
5,-3053000000.0,558000000.0,-496000000.0,-3607000000.0,-1078000000.0,-10000000.0,99000000.0,30000000.0,-509000000.0,-791000000.0,744000000.0,588000000.0,,13000000.0,5065000000.0,574000000.0,0.1856,3447000000.0,-1288000000.0,-92000000.0,387000000.0,-1441000000.0,-3053000000.0,133000000.0,-3053000000.0,-92000000.0,1540000000.0,133000000.0,13000000.0,,2018,LOW,0.0,,-1288000000.0,,,,0.0
6,-3456000000.0,405000000.0,371000000.0,-2092000000.0,-1130000000.0,-75000000.0,90000000.0,153000000.0,-2356000000.0,-178000000.0,2560000000.0,558000000.0,,-11000000.0,5617000000.0,563000000.0,0.2339,3093000000.0,-1121000000.0,653000000.0,-104000000.0,-3361000000.0,-3456000000.0,62000000.0,-3456000000.0,653000000.0,1590000000.0,62000000.0,63000000.0,,2017,LOW,0.0,,-1121000000.0,,,,0.0
7,-3800000000.0,466000000.0,-22000000.0,-3493000000.0,-1140000000.0,55000000.0,117000000.0,-61000000.0,0.0,-582000000.0,1209000000.0,405000000.0,,-9000000.0,4784000000.0,673000000.0,0.1772,2546000000.0,-957000000.0,524000000.0,36000000.0,-1343000000.0,-3800000000.0,-125000000.0,-3800000000.0,0.0,1587000000.0,-175000000.0,-28000000.0,,2016,LOW,-50000000.0,,-957000000.0,,,,0.0
8,-3768000000.0,391000000.0,568000000.0,-3761000000.0,-828000000.0,24000000.0,119000000.0,75000000.0,0.0,170000000.0,805000000.0,466000000.0,,-5000000.0,4929000000.0,77000000.0,0.1593,2698000000.0,-822000000.0,127000000.0,271000000.0,-1088000000.0,-3768000000.0,-241000000.0,-3768000000.0,0.0,1586000000.0,-256000000.0,-4000000.0,,2015,LOW,-15000000.0,,-822000000.0,,,,0.0
9,-3545000000.0,541000000.0,209000000.0,-2969000000.0,-865000000.0,-15000000.0,100000000.0,-150000000.0,-203000000.0,-396000000.0,1324000000.0,391000000.0,,-6000000.0,4111000000.0,54000000.0,0.2029,2286000000.0,-733000000.0,291000000.0,314000000.0,-1286000000.0,-3545000000.0,-173000000.0,-3545000000.0,0.0,1562000000.0,-223000000.0,5000000.0,,2014,LOW,-50000000.0,,-733000000.0,,,,0.0
0,-3911400000.0,6455700000.0,-2133000000.0,-5638000000.0,-1841300000.0,-136400000.0,271500000.0,-3637300000.0,59300000.0,-641000000.0,673100000.0,2818400000.0,-326100000.0,-250300000.0,4397300000.0,1785300000.0,0.1221,3283400000.0,-2263300000.0,345500000.0,-1361800000.0,-2146300000.0,-3911400000.0,-238000000.0,-3911400000.0,346000000.0,1529400000.0,-238000000.0,-126300000.0,-67800000.0,2022,SBUX,,,-2263300000.0,-149600000.0,,,
1,246200000.0,4350900000.0,-501200000.0,-3651000000.0,-1470000000.0,-97000000.0,319100000.0,2104800000.0,1175000000.0,-49800000.0,-1681200000.0,6455700000.0,-43000000.0,86200000.0,5989100000.0,771900000.0,0.0616,4200300000.0,-2119000000.0,189900000.0,-884400000.0,-319500000.0,246200000.0,56700000.0,246200000.0,190000000.0,1524100000.0,56700000.0,-81200000.0,-6000000.0,2021,SBUX,,,-2119000000.0,286100000.0,,,
2,-1400100000.0,2686600000.0,-2676400000.0,1713300000.0,-1483600000.0,-129600000.0,248600000.0,1664300000.0,0.0,-10900000.0,5166500000.0,4350900000.0,-2700000.0,64700000.0,1597800000.0,1821800000.0,0.1119,924700000.0,-1923500000.0,-210800000.0,-1237400000.0,-1711500000.0,-1400100000.0,-183500000.0,-1400100000.0,-211000000.0,1503200000.0,-183500000.0,-44400000.0,24500000.0,2020,SBUX,,,-1923500000.0,-1214600000.0,,,
3,-9812500000.0,8756300000.0,1648700000.0,-10056900000.0,-1806600000.0,-129100000.0,308000000.0,-6069700000.0,684300000.0,-173000000.0,1646000000.0,2686600000.0,-197700000.0,-49000000.0,5047000000.0,-1690900000.0,0.0786,3594600000.0,-1761300000.0,31900000.0,750400000.0,-1010800000.0,-9812500000.0,167700000.0,-9812500000.0,32000000.0,1449300000.0,167700000.0,-56200000.0,45300000.0,2019,SBUX,,,-1761300000.0,1237100000.0,,,
4,-6979600000.0,2462300000.0,6913700000.0,-3242800000.0,-1976400000.0,-103900000.0,250300000.0,6294000000.0,-703100000.0,-41200000.0,5584100000.0,8756300000.0,131000000.0,-39500000.0,11937800000.0,-813200000.0,0.0065,4518000000.0,-1743400000.0,391600000.0,6286300000.0,-2361500000.0,-6979600000.0,312400000.0,-6979600000.0,392000000.0,1305900000.0,312400000.0,5600000.0,13400000.0,2018,SBUX,,,-1743400000.0,146000000.0,,,
5,-1891700000.0,2128800000.0,89700000.0,-3079100000.0,-1519400000.0,-87200000.0,176000000.0,333500000.0,85400000.0,14000000.0,350200000.0,2462300000.0,-96800000.0,10800000.0,4251800000.0,141200000.0,0.0162,2884900000.0,-1450400000.0,46400000.0,218000000.0,-850000000.0,-1891700000.0,529700000.0,-1891700000.0,46000000.0,1067100000.0,529700000.0,54300000.0,68900000.0,2017,SBUX,,,-1450400000.0,-91900000.0,,,
6,-1834900000.0,1530100000.0,353000000.0,-1872800000.0,-1440300000.0,-114400000.0,218100000.0,598700000.0,69600000.0,-67500000.0,1254500000.0,2128800000.0,-55600000.0,-3500000.0,4697900000.0,450800000.0,0.0166,2818900000.0,-1178000000.0,46900000.0,429200000.0,-2222900000.0,-1834900000.0,-877099900.0,-1834900000.0,47000000.0,1030100000.0,-877099900.0,24900000.0,45100000.0,2016,SBUX,,,-1178000000.0,0.0,,,
7,-1244300000.0,1708400000.0,278800000.0,-2256500000.0,-1294800000.0,-322000000.0,209800000.0,-178300000.0,-284300000.0,-207900000.0,238400000.0,1530100000.0,-82800000.0,-150600000.0,3749100000.0,-276600000.0,0.0151,2759300000.0,-928600000.0,137700000.0,431800000.0,-1520300000.0,-1244300000.0,51999900.0,-1244300000.0,0.0,933800000.0,51999900.0,6800000.0,53800000.0,2015,SBUX,,,-928600000.0,0.0,,,
8,-618900000.0,2575700000.0,-2209800000.0,-623300000.0,-1160900000.0,30200000.0,183200000.0,-867300000.0,0.0,14300000.0,748500000.0,1708400000.0,-79700000.0,-34100000.0,607800000.0,-34700000.0,0.0036,2067700000.0,-783100000.0,60400000.0,559100000.0,-817700000.0,-618900000.0,362300000.0,-618900000.0,-2763900000.0,748400000.0,362300000.0,-19100000.0,36200000.0,2014,SBUX,,,-783100000.0,0.0,,,
0,-1934000000.0,6227000000.0,-821000000.0,-3306000000.0,-1457000000.0,-33000000.0,122000000.0,-750000000.0,0.0,58000000.0,-1000000.0,5477000000.0,-51000000.0,-58000000.0,4084000000.0,87000000.0,-0.0222,3498000000.0,-1339000000.0,-600000000.0,-74000000.0,-1470000000.0,-1934000000.0,0.0,-1934000000.0,-23000000.0,1227000000.0,-13000000.0,-33000000.0,93000000.0,2023,TJX,-13000000.0,,-1339000000.0,-131000000.0,,,
1,-1947000000.0,10470000000.0,-1472000000.0,-6200000000.0,-1045000000.0,-25000000.0,189000000.0,-4243000000.0,0.0,-1658000000.0,-2976000000.0,6227000000.0,-61000000.0,-54000000.0,3057000000.0,207000000.0,-0.015,3283000000.0,-1252000000.0,-338000000.0,-96000000.0,-1046000000.0,-1947000000.0,0.0,-1947000000.0,659000000.0,1057000000.0,-1000000.0,-26000000.0,-18000000.0,2022,TJX,-1000000.0,,-1252000000.0,22000000.0,,,
2,9000000.0,3217000000.0,3421000000.0,3228000000.0,-568000000.0,-72000000.0,58500000.0,7253000000.0,0.0,589000000.0,3569000000.0,10470000000.0,-71000000.0,42000000.0,4562000000.0,165000000.0,-0.0571,90000000.0,-278000000.0,2111000000.0,143000000.0,-579000000.0,9000000.0,0.0,9000000.0,585000000.0,930000000.0,-11000000.0,-1448000000.0,-44000000.0,2021,TJX,-11000000.0,,-278000000.0,64000000.0,,,
3,-1319886000.0,3030229000.0,-114442000.0,-2414871000.0,-1223116000.0,-23423000.0,124957000.0,186523000.0,0.0,-296541000.0,0.0,3216752000.0,-42998000.0,-3175000.0,4066540000.0,9821000.0,0.006,3272193000.0,-1071562000.0,29338000.0,12533000.0,-1461971000.0,-1319886000.0,-230156000.0,-1319886000.0,345745000.0,992260000.0,-246274000.0,7419000.0,-93292000.0,2020,TJX,-16118000.0,,-1071562000.0,-162519000.0,,,
4,-2151756000.0,2758477000.0,155976000.0,-3097481000.0,-1125139000.0,-23129000.0,103557000.0,271752000.0,0.0,-465429000.0,0.0,3030229000.0,-23532000.0,-95674000.0,4088459000.0,-34819000.0,-0.0129,3059798000.0,-922596000.0,198212000.0,220890000.0,-623552000.0,-2151756000.0,0.0,-2151756000.0,169418000.0,923212000.0,474935000.0,26652000.0,-15708000.0,2019,TJX,474935000.0,,-922596000.0,56417000.0,,,
5,-1510894000.0,2929849000.0,-385444000.0,-2297346000.0,-1057617000.0,-22412000.0,101362000.0,-171372000.0,0.0,-450377000.0,0.0,2758477000.0,-62358000.0,113086000.0,3025624000.0,-27207000.0,-0.0202,2607948000.0,-764040000.0,205111000.0,-317850000.0,-1012736000.0,-1510894000.0,0.0,-1510894000.0,334522000.0,825207000.0,44881000.0,-22000000.0,5120000.0,2018,TJX,44881000.0,,-764040000.0,-94492000.0,,,
6,-1535808000.0,2095473000.0,563445000.0,-1586877000.0,-1024747000.0,32963000.0,102251000.0,834376000.0,-2000000.0,11862000.0,566955900.0,2929849000.0,-23235000.0,9272000.0,3626859000.0,113902000.0,-0.0254,2298234000.0,-650988000.0,48253000.0,-9600000.0,-1214878000.0,-1535808000.0,0.0,-1535808000.0,389399000.0,658796000.0,-187807000.0,-2324000.0,-7518000.0,2017,TJX,-187807000.0,,-650988000.0,146766000.0,,,
7,-1696264000.0,2493775000.0,-4885000.0,-2195427000.0,-889380000.0,45108000.0,94107000.0,-398302000.0,-57104000.0,-506633000.0,0.0,2095473000.0,-27357000.0,-96675000.0,2956915000.0,64014000.0,-0.0171,2277658000.0,-544271000.0,216265000.0,-40103000.0,-1063115000.0,-1696264000.0,0.0,-1696264000.0,284929000.0,616696000.0,-116631000.0,0.0,3432000.0,2016,TJX,-116631000.0,,-544271000.0,68014000.0,,,
8,-1507699000.0,2149746000.0,100921000.0,-1559542000.0,-911522000.0,80941000.0,0.0,344029000.0,0.0,-332271000.0,333118000.0,2493775000.0,-9052000.0,-150161000.0,3008369000.0,27734000.0,-0.0253,2215128000.0,-465902000.0,285223000.0,-8756000.0,-954637000.0,-1507699000.0,0.0,-1507699000.0,20800000.0,676989000.0,-43115000.0,0.0,-12403000.0,2015,TJX,-43115000.0,,-465902000.0,144977000.0,,,
9,-1324601000.0,1811957000.0,-127009000.0,-1143803000.0,-946678000.0,74998000.0,76080000.0,337789000.0,2653000.0,35233000.0,499555000.0,2149746000.0,11979000.0,-73106000.0,2600466000.0,53681000.0,-0.0286,2137396000.0,-393755000.0,-152271000.0,-3354000.0,-1045768000.0,-1324601000.0,0.0,-1324601000.0,-29590000.0,548823000.0,-101743000.0,0.0,-12425000.0,2014,TJX,-101743000.0,,-393755000.0,10994000.0,,,
0,-6621000000.0,11152000000.0,1795000000.0,-4897000000.0,-368000000.0,-17000000.0,404000000.0,1099000000.0,0.0,,1741000000.0,12251000000.0,-1228000000.0,-40000000.0,6554000000.0,1250000000.0,0.0099,3058000000.0,0.0,,-695000000.0,-518000000.0,-6621000000.0,32000000.0,-6621000000.0,3718000000.0,451000000.0,-736000000.0,586000000.0,,2022,BKNG,-768000000.0,,,,,,
1,-163000000.0,10582000000.0,269000000.0,-1239000000.0,-304000000.0,-23000000.0,376000000.0,570000000.0,-1185000000.0,,-1053000000.0,11152000000.0,-1002000000.0,-13000000.0,2820000000.0,965000000.0,0.0061,1165000000.0,0.0,,-268000000.0,-998000000.0,-163000000.0,508000000.0,-163000000.0,1539000000.0,421000000.0,491000000.0,-23000000.0,,2021,BKNG,-17000000.0,,,,,,
2,-1303000000.0,6332000000.0,-1020000000.0,1528000000.0,-286000000.0,-33000000.0,255000000.0,4250000000.0,0.0,,2864000000.0,10582000000.0,891000000.0,0.0,85000000.0,-474000000.0,0.0205,59000000.0,0.0,,355000000.0,2637000000.0,-1303000000.0,2997000000.0,-1303000000.0,-2266000000.0,1520000000.0,2923000000.0,-33000000.0,,2020,BKNG,-74000000.0,,,,,,
3,-8187000000.0,2645000000.0,-541000000.0,-8220000000.0,-368000000.0,-8000000.0,325000000.0,3687000000.0,-9000000.0,,-25000000.0,6332000000.0,-323000000.0,-8000000.0,4865000000.0,14000000.0,0.0264,4865000000.0,0.0,,-698000000.0,7050000000.0,-8187000000.0,8099000000.0,-8187000000.0,480000000.0,527000000.0,7427000000.0,-8000000.0,,2019,BKNG,-672000000.0,,,,,,
4,-5971000000.0,2563000000.0,125000000.0,-7431000000.0,-442000000.0,2000000.0,331000000.0,82000000.0,-273000000.0,,-1462000000.0,2645000000.0,-319000000.0,-40000000.0,5338000000.0,730000000.0,0.0548,3998000000.0,0.0,,-191000000.0,2215000000.0,-5971000000.0,5616000000.0,-5971000000.0,635000000.0,485000000.0,2930000000.0,0.0,,2018,BKNG,-2686000000.0,,,,,,
5,-1828000000.0,2082000000.0,1578000000.0,-79000000.0,-288000000.0,-10000000.0,261000000.0,481000000.0,-553000000.0,,1759000000.0,2563000000.0,-270000000.0,100000000.0,4662000000.0,301000000.0,0.0386,2341000000.0,0.0,,1161000000.0,-4202000000.0,-1828000000.0,3580000000.0,-1828000000.0,687000000.0,442000000.0,-3361000000.0,0.0,,2017,BKNG,-6941000000.0,,,,,,
6,-996000000.0,1478000000.0,214000000.0,-1000000.0,-220000000.0,1438000000.0,250000000.0,604000000.0,-49000000.0,,995000000.0,2082000000.0,-284000000.0,-46000000.0,3984000000.0,308000000.0,0.0392,2135000000.0,0.0,,-16000000.0,-3333000000.0,-996000000.0,-6748000000.0,-996000000.0,514000000.0,1327000000.0,-3064000000.0,61000000.0,,2016,BKNG,3684000000.0,,,,,,
7,-3067988000.0,3149494000.0,-8229000.0,-831288000.0,-173915000.0,-14705000.0,249133000.0,-1671423000.0,-140338000.0,,2251405000.0,1478071000.0,-68694000.0,-149131000.0,3203523000.0,313633000.0,0.0546,2551360000.0,0.0,,-105520000.0,-3894527000.0,-3067988000.0,-8669690000.0,-3067988000.0,165985000.0,346759000.0,-3585453000.0,5178000.0,,2015,BKNG,5084238000.0,,,,,,
