,Beginning Cash,Assets Liabilities Change (Total),Other investing activities,Dividends Paid (Common),Accounts Payable Change,Non Cash Items (Other),Change in payables and accrued liability,Operating Cash Flow,Investments Change (Net),Capital Stock Change,Net Cash/Marketcap,Investing cash flow,Other financial activities,Dividends Paid (Total),Issuance/Purchase of Shares,Depreciation & Amortization,Financing cash flow,Long-Term Investments Change (Net),Capital expenditures,Change in Cash,Change in other assets and liabilities,Stock Based Compensation,Ending Cash,Accounts Receivable Change,Repayment/Issuance of Debt (Net),"Equity Repurchase (Common, Net)",Exchange Rate Adjustment,Net Income,Net Aquisitions,Short Term Investments Change (Net),year,ticker,Change in inventories,"Equity Repurchase (Preffered, Net)",Other operating activities,Income tax paid,Change in intangibles (net),Dividends Paid (Preffered),Discontinued Operations and Adjustments
0,7946659000.0,-51303000.0,6709621000.0,0.0,2518000.0,-178489000.0,,147970000.0,-3389786000.0,-119511000.0,-0.9617,3308567000.0,-5252485000.0,-17250000.0,-119511000.0,45284000.0,-6390936000.0,-388446000.0,-11270000.0,-2934399000.0,,21432000.0,5012260000.0,-53821000.0,-1001690000.0,-119511000.0,,332478000.0,0.0,-3001340000.0,2022,TCBI,,0.0,,,0.0,-17250000.0,
1,9206380000.0,345345000.0,1603913000.0,0.0,-70154000.0,-35375000.0,,657315000.0,-482890000.0,136602000.0,-1.5744,1232786000.0,-2887224000.0,-18721000.0,136602000.0,93406000.0,-3149822000.0,-489965900.0,-4127000.0,-1259721000.0,,31326000.0,7946659000.0,415499000.0,-380479000.0,-3121000.0,,253939000.0,0.0,7076000.0,2021,TCBI,,139723000.0,,,115891000.0,-18721000.0,
2,4425583000.0,2211014000.0,-909563000.0,0.0,5749000.0,287641000.0,,2639869000.0,-2022961000.0,-1986000.0,-0.8937,-2935317000.0,4517996000.0,-9750000.0,-1986000.0,74925000.0,5076245000.0,-2949137000.0,-2796000.0,4780797000.0,,17441000.0,9206380000.0,2205265000.0,569985000.0,-1986000.0,,66289000.0,0.0,926176000.0,2020,TCBI,,0.0,,,0.0,-9750000.0,
3,2905591000.0,5653870000.0,-484892400.0,0.0,2411000.0,-6658994000.0,,-679715000.0,-1500200000.0,-2382000.0,0.4763,-1992746000.0,2580551000.0,-9750000.0,-2382000.0,32022000.0,2846935000.0,-98132000.0,-7651000.0,174474000.0,,16938000.0,3080065000.0,5651459000.0,276134000.0,-2382000.0,,293387000.0,0.0,-1402068000.0,2018,TCBI,,0.0,,,0.0,-9750000.0,
4,2839352000.0,5364073000.0,-809795500.0,0.0,10289000.0,-5456846000.0,,132161000.0,-2393681000.0,-2241000.0,0.0643,-3215745000.0,2904108000.0,-9750000.0,-2241000.0,27871000.0,3149823000.0,1382000.0,-12265000.0,66239000.0,,22019000.0,2905591000.0,5353784000.0,255465000.0,-2241000.0,,197063000.0,0.0,-2395063000.0,2017,TCBI,,0.0,,,0.0,-9750000.0,
5,1790870000.0,2338637000.0,469045900.0,0.0,-2576000.0,-3241863000.0,,-726293000.0,-1317082000.0,233986000.0,-0.1229,-850210000.0,1931744000.0,-9750000.0,233986000.0,21814000.0,2624985000.0,4651000.0,-2176000.0,1048482000.0,,13578000.0,2839352000.0,2341213000.0,466524000.0,233986000.0,,155119000.0,0.0,-1321733000.0,2016,TCBI,,0.0,,,0.0,-9750000.0,
6,1330514000.0,-23887000.0,-862720900.0,0.0,-3554000.0,-68519000.0,,68943000.0,-1593031000.0,-1239000.0,0.0456,-2460786000.0,2411579000.0,-9750000.0,-1239000.0,16495000.0,2852199000.0,10849000.0,-5034000.0,460356000.0,,12304000.0,1790870000.0,-20333000.0,450370000.0,-1239000.0,,144854000.0,0.0,-1603880000.0,2015,TCBI,,0.0,,,0.0,-9750000.0,
7,153911000.0,-20213000.0,-2988912000.0,0.0,38366000.0,26790000.0,,157727000.0,20972000.0,256223000.0,0.0719,-2983670000.0,3416647000.0,-9750000.0,256223000.0,14798000.0,4002546000.0,20972000.0,-15732000.0,1176603000.0,,14577000.0,1330514000.0,-58579000.0,339426000.0,256223000.0,,136352000.0,0.0,0.0,2014,TCBI,,0.0,,,0.0,-9750000.0,
8,206348000.0,34518000.0,-1303830000.0,0.0,3508000.0,24306000.0,,191377000.0,34430000.0,142777000.0,0.3641,-1275875000.0,1815565000.0,-6960000.0,144987000.0,11502000.0,1032061000.0,34430000.0,-4029000.0,-52437000.0,,20953000.0,153911000.0,31010000.0,-921531000.0,-2210000.0,,121051000.0,-2445000.0,0.0,2013,TCBI,,144987000.0,,,0.0,-6960000.0,
9,3080065000.0,-698674300.0,-2152458000.0,0.0,98735000.0,109203000.0,,-240189000.0,-107048000.0,-1459000.0,0.3251,-2276156000.0,5871021000.0,-9750000.0,0.0,37267000.0,3861863000.0,-107048000.0,-16651000.0,1345518000.0,,17604000.0,4425583000.0,-797409300.0,-1999408000.0,0.0,,312015000.0,0.0,139868000.0,2019,TCBI,,0.0,,,0.0,-9750000.0,
0,2318510000.0,206457000.0,-1221735000.0,-86883000.0,,76678000.0,76614000.0,607307000.0,-800728000.0,0.0,0.264,-2020181000.0,-873958000.0,-93758000.0,0.0,46700000.0,-258783000.0,-800728000.0,-32961000.0,-1671657000.0,-14694000.0,8705000.0,646853000.0,144537000.0,708933000.0,0.0,,277472000.0,35243000.0,,2022,UCBI,,0.0,,,,-6875000.0,
1,1608619000.0,113141000.0,181681000.0,-66914000.0,,-21559000.0,-1599000.0,359320000.0,-2068913000.0,-15101000.0,-0.6528,-1806403000.0,2351006000.0,-73790000.0,-15101000.0,-2063000.0,2156974000.0,-2068913000.0,-22236000.0,709891000.0,53416000.0,6554000.0,2318510000.0,61324000.0,-105141000.0,-15101000.0,,269801000.0,103065000.0,,2021,UCBI,,0.0,,,,-6876000.0,
2,515206000.0,-81643000.0,-1062774000.0,-58912000.0,,84821000.0,-14783000.0,158681000.0,-695929000.0,75640000.0,-0.5413,-1580563000.0,2532669000.0,-62445000.0,75640000.0,-8586000.0,2515295000.0,-695929000.0,-17559000.0,1093413000.0,-20139000.0,7887000.0,1608619000.0,-46721000.0,-30569000.0,-20782000.0,,164089000.0,195699000.0,,2020,UCBI,,96422000.0,,,,-3533000.0,
3,327265000.0,-87313000.0,-201257000.0,-53044000.0,,31573000.0,-1975000.0,153933000.0,398369000.0,-10615000.0,-0.1229,163218000.0,149715000.0,-53044000.0,-10615000.0,23952000.0,-129210000.0,398369000.0,-14349000.0,187941000.0,0.0,9360000.0,515206000.0,-85338000.0,-215266000.0,-10615000.0,,185721000.0,-19545000.0,,2019,UCBI,,0.0,,,,0.0,
4,314275000.0,33358000.0,-287226000.0,-41634000.0,,39566000.0,3772000.0,270006000.0,-4315000.0,821000.0,0.0585,-359475000.0,725841000.0,-41634000.0,821000.0,30971000.0,102459000.0,-4315000.0,-11134000.0,12990000.0,0.0,6057000.0,327265000.0,29586000.0,-582569000.0,821000.0,,166111000.0,-56800000.0,,2018,UCBI,,0.0,,,,0.0,
5,217348000.0,13993000.0,-109899000.0,-26210000.0,,98654000.0,24280000.0,207962000.0,29761000.0,450000.0,0.1515,-45506000.0,285372000.0,-26210000.0,450000.0,27494000.0,-65529000.0,29761000.0,-19046000.0,96927000.0,0.0,5827000.0,314275000.0,-10287000.0,-325141000.0,450000.0,,67821000.0,53678000.0,,2017,UCBI,,0.0,,,,0.0,
6,240363000.0,-43213000.0,-665607000.0,-15849000.0,,52497000.0,1299000.0,139914000.0,-56333000.0,-23285000.0,0.3124,-732326000.0,364342000.0,-15895000.0,-23285000.0,29974000.0,569397000.0,-56333000.0,-12298000.0,-23015000.0,0.0,4496000.0,217348000.0,-44512000.0,244235000.0,-13293000.0,,100656000.0,1912000.0,,2016,UCBI,,-9992000.0,,,,-46000.0,
7,192655000.0,-24633000.0,-280867000.0,-14822000.0,,43830000.0,-9080000.0,113427000.0,-150088000.0,303000.0,0.277,-400444000.0,194398000.0,-14872000.0,303000.0,22652000.0,334725000.0,-150088000.0,-4986000.0,47708000.0,0.0,4403000.0,240363000.0,-15553000.0,154896100.0,303000.0,,71578000.0,35497000.0,,2015,UCBI,,0.0,,,,-50000.0,
8,228898000.0,-35579000.0,-306439000.0,-1810000.0,,47286000.0,-15385000.0,99279000.0,104737000.0,-120938000.0,0.1807,-234880000.0,125007000.0,-3024000.0,-120938000.0,19952000.0,99358000.0,104737000.0,-1917000.0,-36243000.0,0.0,4304000.0,192655000.0,-20194000.0,98313000.0,675000.0,,67620000.0,-31261000.0,,2014,UCBI,,-121613000.0,,,,-1214000.0,
9,251149000.0,60714000.0,-232633000.0,0.0,,-168590000.0,42505000.0,191652000.0,-245961000.0,-55032000.0,0.0202,-482791000.0,249365000.0,-11112000.0,-55032000.0,26388000.0,268888000.0,-245961000.0,-4197000.0,-22251000.0,0.0,3045000.0,228898000.0,18209000.0,85667000.0,20185000.0,,273140000.0,0.0,,2013,UCBI,,-75217000.0,,,,-11112000.0,
0,731700000.0,-282500000.0,-61200000.0,-64800000.0,138700000.0,135400000.0,,495400000.0,-1720100000.0,-176600000.0,0.797,-1781300000.0,1561200000.0,-64800000.0,-176600000.0,345300000.0,1199100000.0,-1677700000.0,,-86800000.0,-507800000.0,,644900000.0,,-120700000.0,-176600000.0,,396800000.0,,-42400000.0,2022,CNO,,,-99600000.0,86600000.0,,,
1,991900000.0,-153700000.0,-75300000.0,-65700000.0,-347600000.0,-19100000.0,,598300000.0,-1450800000.0,-386300000.0,0.693,-1526100000.0,1051600000.0,-65700000.0,-386300000.0,319500000.0,667600000.0,-1431300000.0,,-260200000.0,47400000.0,,731700000.0,,67999900.0,-386300000.0,,441000000.0,,-19500000.0,2021,CNO,,,10600000.0,146500000.0,,,
2,654700000.0,10700000.0,-39800000.0,-67000000.0,-125200000.0,36200000.0,,735500000.0,-568600200.0,-249300000.0,0.5657,-608400000.0,384500000.0,-67000000.0,-249300000.0,303900000.0,210100000.0,-582400100.0,,337200000.0,121800000.0,,991900000.0,,141900000.0,-249300000.0,,301800000.0,,13800000.0,2020,CNO,,,82900000.0,14100000.0,,,
3,656600000.0,-29800000.0,-102000000.0,-67100000.0,-240700000.0,-20900000.0,,696700000.0,-453600000.0,-245300000.0,0.6994,-555600000.0,373100000.0,-67100000.0,-245300000.0,267900000.0,-143000000.0,-439500000.0,,-1900000.0,343700000.0,,654700000.0,,-203700000.0,-245300000.0,,409400000.0,,-14100000.0,2019,CNO,,,70100000.0,-132800000.0,,,
4,757300000.0,-20600000.0,-25000000.0,-64800000.0,14900000.0,354300000.0,,317800000.0,-500699600.0,-104100000.0,0.7742,-525700000.0,276200000.0,-64800000.0,-104100000.0,292200000.0,107200000.0,-526599600.0,,-100700000.0,-53900000.0,,656600000.0,,-100000.0,-104100000.0,,-315000000.0,,25900000.0,2018,CNO,,,6900000.0,18400000.0,,,
5,668200000.0,161200000.0,-23400000.0,-59600000.0,-294900000.0,-40800000.0,,633300000.0,-246800200.0,-160000000.0,0.4334,-270200000.0,213300000.0,-59600000.0,-160000000.0,265400000.0,-274000000.0,-355700200.0,,89100000.0,228600000.0,,757300000.0,,-267700100.0,-160000000.0,,175600000.0,,108900000.0,2017,CNO,,,71900000.0,227500000.0,,,
6,796700000.0,-32900000.0,-22500000.0,-54800000.0,-111300000.0,140700000.0,,775700000.0,-907899700.0,-201600000.0,0.5565,-930400000.0,205099900.0,-54800000.0,-201600000.0,275000000.0,26200000.0,-823699700.0,,-128500000.0,90100000.0,,668200000.0,,77500000.0,-201600000.0,,358200000.0,,-84200000.0,2016,CNO,,,34700000.0,-11700000.0,,,
7,611600000.0,116300000.0,-321100000.0,-52000000.0,-27600000.0,78400000.0,,747800000.0,-748500200.0,-359100000.0,0.4511,-1069600000.0,-900000.0,-52000000.0,-359100000.0,283400000.0,142500000.0,-736200200.0,,-179300000.0,51000000.0,,432300000.0,,554500000.0,-359100000.0,,270700000.0,,-12300000.0,2015,CNO,,,-1000000.0,92900000.0,,,
8,699000000.0,126800000.0,-156200000.0,-51000000.0,-148300000.0,-386600000.0,,121800000.0,212499800.0,-371500000.0,0.4417,56300000.0,-52500000.0,-51000000.0,-371500000.0,274200000.0,-265500000.0,207599900.0,,-87400000.0,155400000.0,,611600000.0,,209500000.0,-371500000.0,,51400000.0,,4900000.0,2014,CNO,,,56000000.0,119700000.0,,,
9,582500000.0,-214500000.0,-73100000.0,-24400000.0,-276300000.0,130200000.0,,720400000.0,-529399900.0,-103300000.0,0.4982,-602500000.0,-240500000.0,-24400000.0,-103300000.0,324600000.0,-1400000.0,-559399900.0,,116500000.0,243000000.0,,699000000.0,,366800000.0,-103300000.0,,478000000.0,,30000000.0,2013,CNO,,,2100000.0,-181200000.0,,,
0,603972000.0,58472000.0,-13474000.0,0.0,10834000.0,-39434000.0,1239000.0,55328000.0,-18268000.0,,-0.4916,-91521000.0,49000.0,0.0,,33887000.0,-28084000.0,-18268000.0,-44375000.0,-64781000.0,70458000.0,12129000.0,539191000.0,-24059000.0,-28133000.0,,-504000.0,2403000.0,-15404000.0,,2022,HGTY,,,0.0,,,,
1,299078000.0,33333000.0,48000.0,0.0,-2890000.0,48158000.0,6096000.0,42281000.0,-11063000.0,,-0.3397,-68994000.0,265571000.0,-4056000.0,,22144000.0,332071000.0,-11063000.0,-43370000.0,304894000.0,43576000.0,0.0,603972000.0,-13449000.0,66500000.0,,-464000.0,-61354000.0,-14609000.0,,2021,HGTY,,,0.0,,,,
2,221061000.0,57849000.0,-255000.0,0.0,4597000.0,4884000.0,13429000.0,84572000.0,0.0,,0.0346,-47388000.0,-3952000.0,-4000000.0,,11800000.0,39948000.0,0.0,-38258000.0,78017000.0,54323000.0,0.0,299078000.0,-14500000.0,43900000.0,,885000.0,10039000.0,-8875000.0,,2020,HGTY,,,0.0,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2017,HGTY,,,0.0,,,,
0,148200000.0,-95500000.0,57800000.0,-79700000.0,-183500000.0,115500000.0,,-210300000.0,-150200000.0,4900000.0,0.4305,-108400000.0,600000.0,-79700000.0,4900000.0,70900000.0,382900000.0,-156300000.0,0.0,64200000.0,46100000.0,,212400000.0,129400000.0,457100000.0,4900000.0,,-301200000.0,14800000.0,6100000.0,2022,KMPR,,,,-87500000.0,-30800000.0,,
1,206100000.0,512100000.0,-89700000.0,-80600000.0,105900000.0,-140700000.0,,350700000.0,345899800.0,-156300000.0,0.3034,-118200000.0,3700000.0,-80600000.0,-156300000.0,99800000.0,-290400000.0,-341300200.0,0.0,-57900000.0,644500000.0,,148200000.0,-75200000.0,-57200000.0,-156300000.0,,-120500000.0,-316600000.0,687200000.0,2021,KMPR,,,,-163100000.0,-57800000.0,,
2,136800000.0,13700000.0,-12100000.0,-78900000.0,69600000.0,-30600000.0,,448000000.0,-691499900.0,-106000000.0,0.2259,-757000000.0,5400000.0,-78900000.0,-106000000.0,55000000.0,378300000.0,-300700000.0,-500000.0,69300000.0,-25000000.0,,206100000.0,-77400000.0,557800000.0,-106000000.0,,409900000.0,0.0,-390800000.0,2020,KMPR,,,,46500000.0,-53400000.0,,
3,75100000.0,213200000.0,-76500000.0,-67800000.0,121200000.0,-205600000.0,,534300000.0,-472900000.0,129100000.0,0.1595,-633400000.0,2400000.0,-67800000.0,129100000.0,-4400000.0,160800000.0,-296900000.0,-1400000.0,61700000.0,143300000.0,,136800000.0,-110100000.0,97100000.0,129100000.0,,531100000.0,-73700000.0,-176000000.0,2019,KMPR,,,,58800000.0,-84000000.0,,
4,45700000.0,241600000.0,-26400000.0,-56400000.0,54700000.0,40200000.0,,539200000.0,154700000.0,900000.0,0.2608,-497600000.0,900000.0,-56400000.0,900000.0,67300000.0,-12200000.0,102000000.0,-1500000.0,29400000.0,231400000.0,,75100000.0,-57600000.0,43300000.0,900000.0,,190100000.0,-560600000.0,52700000.0,2018,KMPR,,,,13100000.0,-65300000.0,,
5,115700000.0,166800000.0,-7300000.0,-49500000.0,38100000.0,-48700000.0,,240600000.0,-33199900.0,4000000.0,0.2036,-105400000.0,100000.0,-49500000.0,4000000.0,1600000.0,-205200000.0,-72599900.0,-1500000.0,-70000000.0,129000000.0,,45700000.0,-29200000.0,-159700000.0,4000000.0,,120900000.0,-27900000.0,39400000.0,2017,KMPR,,,,28900000.0,-35500000.0,,
6,76100000.0,112800000.0,-13300000.0,-49700000.0,13200000.0,-15400000.0,,215000000.0,85400100.0,-41100000.0,0.3962,-28600000.0,1500000.0,-49700000.0,-41100000.0,31900000.0,-100800000.0,-19499900.0,-1800000.0,85600000.0,71800000.0,,161700000.0,49600000.0,-11500000.0,-41100000.0,,85700000.0,-90000000.0,104900000.0,2015,KMPR,,,,-21800000.0,-8900000.0,,
7,66500000.0,-63200000.0,-47400000.0,-51800000.0,-82300000.0,44100000.0,,133600000.0,-31000000.0,-113500000.0,0.4372,-104300000.0,1600000.0,-51800000.0,-113500000.0,38200000.0,-19700000.0,32900000.0,-2100000.0,9600000.0,-38300000.0,,76100000.0,46200000.0,144000000.0,-113500000.0,,114500000.0,-12500000.0,-63900000.0,2014,KMPR,,,,11200000.0,-11300000.0,,
8,96300000.0,-41800000.0,-22300000.0,-54900000.0,-106800000.0,-96200000.0,,122100000.0,64399900.0,-98700000.0,0.3068,4800000.0,2400000.0,-54900000.0,-98700000.0,42400000.0,-156700000.0,22599900.0,-5400000.0,-29800000.0,-36400000.0,,66500000.0,43500000.0,-5500000.0,-98700000.0,,217700000.0,-16700000.0,41800000.0,2013,KMPR,,,,57900000.0,-15200000.0,,
9,161700000.0,193900000.0,-16200000.0,-49200000.0,8900000.0,9700000.0,,240500000.0,-167499900.0,-300000.0,0.3596,-238100000.0,1100000.0,-49200000.0,-300000.0,20100000.0,-48400000.0,-149499900.0,0.0,-46000000.0,202500000.0,,115700000.0,-11000000.0,0.0,-300000.0,,16800000.0,-36800000.0,-18000000.0,2016,KMPR,,,,-6500000.0,-17600000.0,,
0,4064657000.0,4606893000.0,-3806480000.0,-41610000.0,6217000.0,-3939917000.0,,1062473000.0,-1040525000.0,-19622000.0,0.28,-4874530000.0,-202815000.0,-41610000.0,-19622000.0,53948000.0,865532000.0,-1040525000.0,-13522000.0,-2946525000.0,0.0,6706000.0,1118132000.0,4595500000.0,1129579000.0,-19622000.0,,346540000.0,-14003000.0,,2022,ABCB,,0.0,-4991000.0,5177000.0,,0.0,
1,2117306000.0,7365994000.0,-712899000.0,-41798000.0,-1175000.0,-7784426000.0,,9140000.0,442069000.0,-4907000.0,-0.922,-420984000.0,2708021000.0,-41798000.0,-4907000.0,50412000.0,2359195000.0,442069000.0,-23490000.0,1947351000.0,-7780436000.0,7948000.0,4064657000.0,7360164000.0,-302121000.0,-4907000.0,,376913000.0,-126664000.0,,2021,ABCB,,0.0,247000.0,7005000.0,,0.0,
2,621849000.0,9458100000.0,-1595476000.0,-41685000.0,-6036000.0,-8881268000.0,,798396000.0,414565000.0,-5733000.0,-0.5852,-1200726000.0,2932864000.0,-41685000.0,-5733000.0,57307000.0,1897787000.0,414565000.0,-17398000.0,1495457000.0,997000.0,3810000.0,2117306000.0,9475200000.0,-987659100.0,-5733000.0,,261988000.0,-2417000.0,,2020,ABCB,,0.0,-97730000.0,-12062000.0,,0.0,
3,679527000.0,-3880777000.0,-599760000.0,-24675000.0,5855000.0,2695535000.0,,-940211000.0,118667000.0,-13271000.0,0.8288,-487087000.0,334437000.0,-24675000.0,-13271000.0,42832000.0,1369620000.0,118667000.0,-5994000.0,-57678000.0,-3787446000.0,3424000.0,621849000.0,-92897000.0,1073129000.0,-13271000.0,,161441000.0,244181000.0,,2019,ABCB,,0.0,40758000.0,-6289000.0,,0.0,
4,330658000.0,1510166000.0,-22814000.0,-16405000.0,2411000.0,-1740013000.0,,-108803000.0,-72574000.0,-1148000.0,-0.3289,-53314000.0,853051000.0,-16405000.0,-1148000.0,10778000.0,510986000.0,-72574000.0,-9421000.0,348869000.0,-32180000.0,6241000.0,679527000.0,1535903000.0,-324512100.0,-1148000.0,,121027000.0,51495000.0,,2018,ABCB,,0.0,-10761000.0,4032000.0,,0.0,
5,198385000.0,1361804000.0,-667643000.0,-14650000.0,1757000.0,-1515589000.0,,-62562000.0,4480000.0,90439000.0,0.003,-666907000.0,1050682000.0,-14650000.0,90439000.0,6780000.0,861742000.0,4480000.0,-3744000.0,132273000.0,3005000.0,3316000.0,330658000.0,1360520000.0,-264728900.0,90439000.0,,73548000.0,0.0,,2017,ABCB,,0.0,10895000.0,-473000.0,,0.0,
6,390563000.0,1299752000.0,-792350000.0,-8584000.0,446000.0,-1440855000.0,,-69767000.0,7373000.0,-261000.0,0.2519,-802865000.0,294513000.0,-8584000.0,-261000.0,4364000.0,680454000.0,7373000.0,-10682000.0,-192178000.0,11798000.0,2261000.0,198385000.0,1295836000.0,394786000.0,-261000.0,,72100000.0,-7206000.0,,2016,ABCB,,0.0,-5128000.0,-8328000.0,,0.0,
7,170359000.0,981910000.0,-763001000.0,-6439000.0,-327000.0,-1052435000.0,,-25223000.0,-66460000.0,115348000.0,-0.2609,-167860000.0,353984000.0,-6439000.0,115348000.0,-6241000.0,413287000.0,-66460000.0,-12332000.0,220204000.0,5777000.0,1485000.0,390563000.0,967427100.0,-49606000.0,115348000.0,,40847000.0,673933000.0,,2015,ABCB,,0.0,10696000.0,9033000.0,,0.0,
8,267939000.0,658855000.0,-13213000.0,-4016000.0,-49000.0,-694661000.0,,-5596000.0,48879000.0,-28015000.0,-0.0393,31170000.0,62894000.0,-4302000.0,-28015000.0,-12409000.0,-123154000.0,48879000.0,-4496000.0,-97580000.0,11596000.0,2057000.0,170359000.0,654529000.0,-153731000.0,-15000.0,,38723000.0,0.0,,2014,ABCB,,-28000000.0,3896000.0,-7221000.0,,-286000.0,
9,273933000.0,484346000.0,-23716000.0,0.0,199000.0,-490616000.0,,21849000.0,64679000.0,294000.0,-0.0355,63253000.0,-99115000.0,-1400000.0,294000.0,6352000.0,-91096000.0,64679000.0,-3520000.0,-5994000.0,2843000.0,1041000.0,267939000.0,482724000.0,9125000.0,294000.0,,20018000.0,25810000.0,,2013,ABCB,,0.0,1749000.0,-1420000.0,,-1400000.0,
0,4222096000.0,-35068000.0,-2181897000.0,-37470000.0,4996000.0,37613000.0,,272627000.0,-458951900.0,1232000.0,0.2351,-2642217000.0,-907174100.0,-37532000.0,1232000.0,18577000.0,-1036453000.0,-458951900.0,-1368000.0,-3406043000.0,-25980000.0,3207000.0,816053000.0,-14084000.0,-92979000.0,1232000.0,,251504000.0,0.0,,2022,SFBS,,0.0,,,,-62000.0,
1,2211411000.0,10475000.0,-1116320000.0,-32520000.0,1298000.0,22186000.0,,266331000.0,-438020000.0,3534000.0,-0.5307,-1561094000.0,2474264000.0,-32582000.0,3534000.0,25936000.0,3305448000.0,-438020000.0,-6754000.0,2010685000.0,-6144000.0,1855000.0,4222096000.0,15321000.0,860232000.0,3534000.0,,207734000.0,0.0,,2021,SFBS,,0.0,,,,-62000.0,
2,630600000.0,-17473000.0,-1298016000.0,-28230000.0,387000.0,29586000.0,,191290000.0,-113603000.0,3487000.0,-0.5954,-1411071000.0,2444562000.0,-28293000.0,3487000.0,9608000.0,2800592000.0,-113603000.0,548000.0,1580811000.0,832000.0,1332000.0,2211411000.0,-18692000.0,380836000.0,3487000.0,,169569000.0,0.0,,2020,SFBS,,0.0,,,,-63000.0,
3,681895000.0,-10986000.0,-829533000.0,-24053000.0,1553000.0,19061000.0,,164275000.0,-157897000.0,2123000.0,-0.0456,-988349000.0,612748000.0,-24116000.0,2123000.0,6957000.0,772779000.0,-157897000.0,-919000.0,-51295000.0,-4155000.0,1100000.0,630600000.0,-8384000.0,182024000.0,2123000.0,,149243000.0,0.0,,2019,SFBS,,0.0,,,,-63000.0,
4,477586000.0,19507000.0,-696701000.0,-20194000.0,5410000.0,5526000.0,,168301000.0,-59292000.0,2337000.0,-0.3642,-754474000.0,821674000.0,-20257000.0,2337000.0,6328000.0,790482000.0,-59292000.0,1519000.0,204309000.0,13167000.0,851000.0,681895000.0,930000.0,-13272000.0,2337000.0,,136940000.0,0.0,,2018,SFBS,,0.0,,,,-63000.0,
5,783997000.0,-8046000.0,-967975000.0,-10040000.0,570000.0,27018000.0,,118464000.0,-53119000.0,-17964000.0,-0.189,-1042248000.0,670043000.0,-10102000.0,-17964000.0,6400000.0,617373000.0,-53119000.0,-21154000.0,-306411000.0,0.0,1170000.0,477586000.0,-8616000.0,-24604000.0,1911000.0,,93092000.0,0.0,,2017,SFBS,,-19875000.0,,,,-62000.0,
6,352235000.0,-3594000.0,-718887000.0,-7858000.0,2032000.0,14361000.0,,98521000.0,-120557000.0,3188000.0,-0.3694,-861649000.0,1196423000.0,-7905000.0,3188000.0,6275000.0,1194890000.0,-120557000.0,-22205000.0,431762000.0,0.0,1198000.0,783997000.0,-5626000.0,3184000.0,3188000.0,,81479000.0,0.0,,2016,SFBS,,0.0,,,,-47000.0,
7,297464000.0,-144000.0,-717611000.0,-5883000.0,340000.0,7517000.0,,76267000.0,-17377000.0,-36074000.0,-0.2426,-749480000.0,649901000.0,-6163000.0,-36074000.0,5354000.0,727984000.0,-17377000.0,-2109000.0,54771000.0,3781000.0,1265000.0,352235000.0,-4265000.0,120320000.0,3801000.0,,63540000.0,-12383000.0,,2015,SFBS,,-39875000.0,,,,-280000.0,
8,258415000.0,-443000.0,-525171000.0,-3609000.0,1171000.0,8067000.0,,65086000.0,-29153000.0,58642000.0,-0.3529,-549092000.0,378518000.0,-4040000.0,58642000.0,5085000.0,523055000.0,-29153000.0,5232000.0,39049000.0,-2812000.0,3681000.0,297464000.0,1198000.0,89935000.0,58392000.0,,52377000.0,0.0,,2014,SFBS,,250000.0,,,,-431000.0,
9,180745000.0,16507000.0,-533551000.0,-3682000.0,-173000.0,13111000.0,,74198000.0,-44460000.0,13616000.0,-0.3219,-571693000.0,508332000.0,-4098000.0,13616000.0,2963000.0,575165000.0,-44460000.0,6318000.0,77670000.0,92000.0,1205000.0,258415000.0,16588000.0,57315000.0,13616000.0,,41617000.0,0.0,,2013,SFBS,,0.0,,,,-416000.0,
0,185356000.0,-180002000.0,0.0,0.0,,74846000.0,1284000.0,61680000.0,1366000.0,-25772000.0,-0.0337,-2857000.0,34747000.0,-107352000.0,-25772000.0,17350000.0,8975000.0,-145345000.0,-4223000.0,63358000.0,-175644000.0,49352000.0,248714000.0,10678000.0,-11935000.0,-25772000.0,-4440000.0,149486000.0,,146711000.0,2022,CNS,0.0,,,-15036000.0,,,
1,41232000.0,-23044000.0,-23720000.0,0.0,,23758000.0,2885000.0,242901000.0,50343000.0,-21591000.0,-0.0358,47648000.0,-123835000.0,-147555000.0,-21591000.0,16033000.0,-145426000.0,-54043000.0,-2695000.0,144124000.0,-18190000.0,40464000.0,185356000.0,-14845000.0,-11550000.0,-21591000.0,-999000.0,226154000.0,,104386000.0,2021,CNS,0.0,,,9991000.0,,,
2,101352000.0,-34543000.0,-6024000.0,0.0,,32291000.0,565000.0,89186000.0,732000.0,-25078000.0,-0.0018,-1770000.0,-123817000.0,-122489000.0,-25078000.0,16273000.0,-148895000.0,-70963000.0,-2502000.0,-60120000.0,-12211000.0,29337000.0,41232000.0,-12692000.0,-11314000.0,-25078000.0,1359000.0,75165000.0,,71695000.0,2020,CNS,0.0,,,-9640000.0,,,
