,Beginning Cash,Assets Liabilities Change (Total),Other investing activities,Dividends Paid (Common),Accounts Payable Change,Non Cash Items (Other),Change in payables and accrued liability,Operating Cash Flow,Investments Change (Net),Capital Stock Change,Net Cash/Marketcap,Investing cash flow,Other financial activities,Dividends Paid (Total),Issuance/Purchase of Shares,Depreciation & Amortization,Financing cash flow,Long-Term Investments Change (Net),Capital expenditures,Change in Cash,Change in other assets and liabilities,Stock Based Compensation,Ending Cash,Accounts Receivable Change,Repayment/Issuance of Debt (Net),"Equity Repurchase (Common, Net)",Exchange Rate Adjustment,Net Income,Net Aquisitions,Short Term Investments Change (Net),year,ticker,Change in inventories,"Equity Repurchase (Preffered, Net)",Other operating activities,Income tax paid,Change in intangibles (net),Dividends Paid (Preffered),Discontinued Operations and Adjustments
9,1106262000.0,-19351000.0,1464212000.0,-38229000.0,-4301000.0,340742000.0,,431373000.0,-729606000.0,4742000.0,-0.2237,762953000.0,-259753000.0,-53982000.0,4742000.0,71613000.0,-1472679000.0,-385148000.0,-26584000.0,-278353000.0,-309845000.0,16144000.0,827909000.0,35356000.0,-1163686000.0,-90882000.0,,38369000.0,54931000.0,-344458000.0,2013,FHN,259439000.0,95624000.0,0.0,,,-15753000.0,
0,2149657000.0,78434000.0,-3822654000.0,-133747000.0,-303654000.0,202448000.0,-283000000.0,1157415000.0,-407653000.0,-105831000.0,-0.1359,-4324537000.0,3468273000.0,-171028000.0,-105831000.0,214378000.0,3191414000.0,-428406000.0,-82327000.0,79345000.0,-358192000.0,135505000.0,2229002000.0,384657000.0,3582000000.0,-105831000.0,55053000.0,662155000.0,-11903000.0,20753000.0,2022,SF,355623000.0,0.0,,,,-37281000.0,
1,2452206000.0,-317465100.0,-5609314000.0,-66336000.0,-80600000.0,169207000.0,-85000000.0,872094000.0,-1171916000.0,-31853000.0,-0.0914,-6965502000.0,6069059000.0,-101923000.0,-172741000.0,195494000.0,5794395000.0,-1191522000.0,-39801000.0,-302549000.0,294232000.0,119384000.0,2149657000.0,-222529000.0,6024000000.0,-172741000.0,-3536000.0,824858000.0,-144471000.0,19606000.0,2021,SF,-308568000.0,140888000.0,,,,-35587000.0,
2,1273970000.0,861486100.0,-1441303000.0,-46497000.0,250328000.0,111653000.0,252000000.0,1661816000.0,-211368100.0,159734000.0,-0.1909,-1689315000.0,1330892000.0,-73758000.0,-58261000.0,185205000.0,1198873000.0,-213507100.0,-73364000.0,1178236000.0,-103533900.0,108217000.0,2452206000.0,493584000.0,1244000000.0,-58261000.0,6862000.0,503472000.0,36720000.0,2139000.0,2020,SF,221108000.0,217995000.0,,,,-27261000.0,
3,2069374000.0,-66649100.0,-1199867000.0,-41948000.0,-132019000.0,59858000.0,-147000000.0,626861000.0,1200534000.0,-60442000.0,0.1937,-350327000.0,-604351000.0,-59267000.0,-60442000.0,183666000.0,-1076870000.0,1185835000.0,-157897000.0,-795404000.0,-274418100.0,102190000.0,1273970000.0,-26142000.0,-352810000.0,-215430000.0,4932000.0,449986000.0,-193097000.0,14699000.0,2019,SF,365930000.0,154988000.0,,,,-17319000.0,
4,787085000.0,-162277100.0,-1079546000.0,-34638000.0,-9366000.0,146701000.0,-7000000.0,529526000.0,185206800.0,-167926000.0,0.0357,-989241000.0,2391156000.0,-44013000.0,-167926000.0,151134000.0,1747695000.0,160761800.0,-86508000.0,1282289000.0,-136061100.0,100789000.0,2069374000.0,126152000.0,-431522000.0,-167926000.0,-5691000.0,393968000.0,-8394000.0,24445000.0,2018,SF,-143002000.0,0.0,,,,-9375000.0,
5,986167000.0,59731000.0,-1374959000.0,-13688000.0,-81121000.0,285253000.0,-94000000.0,679916000.0,-1236987000.0,-12998000.0,0.3779,-2647383000.0,1454638000.0,-23063000.0,-12998000.0,152061000.0,1760490000.0,-1265826000.0,-28217000.0,-199082000.0,-56255000.0,140461000.0,787085000.0,598294000.0,341913000.0,-12998000.0,7895000.0,182871000.0,-7220000.0,28839000.0,2017,SF,-401187000.0,0.0,,,,-9375000.0,
6,1038088000.0,-947208000.0,-2462405000.0,0.0,-309919000.0,259694000.0,-220513000.0,-441408000.0,-2712857000.0,32132000.0,0.3945,-5254516000.0,4936829000.0,-3906000.0,32132000.0,164586000.0,5656603000.0,-2753032000.0,-28211000.0,-51921000.0,-288509000.0,186303000.0,986167000.0,-262301000.0,691548000.0,-112919000.0,-12600000.0,81520000.0,-51043000.0,40175000.0,2016,SF,-86479000.0,145051000.0,,,,-3906000.0,
7,689782000.0,-613903000.0,-517488000.0,0.0,885886000.0,155958000.0,0.0,-261808000.0,-781296000.0,-117092000.0,0.2351,-1973265000.0,2333598000.0,0.0,-117092000.0,103801000.0,2359911000.0,-846616000.0,-69822000.0,121237000.0,-321261000.0,165641000.0,811019000.0,-920297000.0,143405000.0,-117092000.0,-3601000.0,92336000.0,-604659000.0,65320000.0,2015,SF,-258231000.0,0.0,,,,0.0,
8,716560000.0,-103529000.0,-668223000.0,0.0,-5156000.0,65503000.0,0.0,250269000.0,382297000.0,317000.0,0.0006,-392936000.0,-113927000.0,0.0,317000.0,112228000.0,123197000.0,321869000.0,-26632000.0,-26778000.0,-150884000.0,94006000.0,689782000.0,-204474000.0,236807000.0,317000.0,-7308000.0,176067000.0,-80378000.0,60428000.0,2014,SF,256985000.0,0.0,,,,0.0,
9,403941000.0,305425000.0,-202694000.0,0.0,11686000.0,115411000.0,0.0,702219000.0,-782710000.0,-13020000.0,-0.0719,-1106274000.0,1038223000.0,0.0,-13020000.0,119370000.0,715024000.0,-872975000.0,-32278000.0,312619000.0,150058000.0,137447000.0,716560000.0,-73261000.0,-310179000.0,-13020000.0,1650000.0,162013000.0,-88592000.0,90265000.0,2013,SF,216942000.0,0.0,,,,0.0,
0,16583000000.0,-44331000.0,-817024000.0,-209780000.0,61140000.0,19019000.0,,722582000.0,-7357870000.0,12268000.0,-0.8485,-8277330000.0,1258500000.0,-216455000.0,12268000.0,168744000.0,2999880000.0,-7357870000.0,-102438000.0,-4554868000.0,24409000.0,18322000.0,12028130000.0,-129164000.0,1945567000.0,12268000.0,,579150000.0,0.0,,2022,CFR,-716000.0,0.0,,,,-6675000.0,
1,10288850000.0,2315000.0,1149040000.0,-188786000.0,38821000.0,14368000.0,,648293000.0,-3615250000.0,50553000.0,-1.6942,-2525015000.0,7679935000.0,-195943000.0,50553000.0,188531000.0,8170869000.0,-3615250000.0,-58806000.0,6294147000.0,23504000.0,12753000.0,16583000000.0,-59450000.0,636324000.0,50553000.0,,443079000.0,0.0,,2021,CFR,-560000.0,0.0,,,,-7157000.0,
2,3788181000.0,-123035000.0,-2817884000.0,-180584000.0,27146000.0,127972000.0,,524243000.0,1276273000.0,-7776000.0,-1.4491,-1631047000.0,7376197000.0,-182600000.0,-7776000.0,188155000.0,7607476000.0,1276273000.0,-89434000.0,6500672000.0,23933000.0,13918000.0,10288850000.0,-173956000.0,421655000.0,-3228000.0,,331151000.0,0.0,,2020,CFR,-158000.0,-4548000.0,,,,-2016000.0,
3,3955779000.0,-29236000.0,-668888000.0,-177006000.0,-18381000.0,50078000.0,,634090000.0,-519183600.0,-48023000.0,-0.3021,-1386750000.0,490360000.0,-185069000.0,-48023000.0,169649000.0,585062000.0,-519183600.0,-198678000.0,-167598000.0,20124000.0,15946000.0,3788181000.0,-30767000.0,327794000.0,-48023000.0,,443599000.0,0.0,,2019,CFR,-212000.0,0.0,,,,-8063000.0,
4,5053047000.0,-127150000.0,-983721000.0,-165449000.0,-24253000.0,83920000.0,,562388000.0,-863957000.0,-69363000.0,-0.6685,-1913320000.0,276815000.0,-173512000.0,-69363000.0,150700000.0,253664000.0,-863957000.0,-65642000.0,-1097268000.0,0.0,13943000.0,3955779000.0,-100239000.0,219724000.0,-69363000.0,,454918000.0,0.0,,2018,CFR,-2658000.0,0.0,,,,-8063000.0,
5,4141445000.0,-3911000.0,-1186517000.0,-144172000.0,71172000.0,40096000.0,,538079000.0,545485400.0,-33727000.0,-0.7979,-670595000.0,1060814000.0,-152235000.0,-33727000.0,137745000.0,1044118000.0,545485400.0,-29564000.0,911602000.0,0.0,13013000.0,5053047000.0,-71241000.0,169266000.0,-33727000.0,,364149000.0,0.0,,2017,CFR,-3842000.0,0.0,,,,-8063000.0,
6,3591523000.0,-13464000.0,-507272000.0,-134902000.0,-5945000.0,34745000.0,,437842000.0,-871341800.0,77576000.0,-0.7202,-1373981000.0,1467980000.0,-142965000.0,77576000.0,112300000.0,1486061000.0,-871341800.0,5126000.0,549922000.0,0.0,11799000.0,4141445000.0,-7395000.0,83470000.0,77576000.0,,304261000.0,-492000.0,,2016,CFR,-124000.0,0.0,,,,-8063000.0,
7,4364123000.0,-41929000.0,-495864000.0,-132161000.0,-13291000.0,41538000.0,,394860000.0,-598464800.0,-86384000.0,-0.8955,-1238920000.0,207665000.0,-140224000.0,-86384000.0,115923000.0,71460000.0,-598464800.0,-144591000.0,-772600000.0,0.0,12737000.0,3591523000.0,-27485000.0,90403000.0,-86384000.0,,279328000.0,0.0,,2015,CFR,-1153000.0,0.0,,,,-8063000.0,
8,4556125000.0,-114657000.0,-788839000.0,-127178000.0,-27701000.0,25394000.0,,289853000.0,-2191994000.0,27701000.0,-0.9447,-2282093000.0,1823101000.0,-135241000.0,27701000.0,101139000.0,1800238000.0,-2191994000.0,-131921000.0,-192002000.0,0.0,12503000.0,4364123000.0,-87928000.0,84677000.0,27701000.0,,277977000.0,830661000.0,,2014,CFR,972000.0,0.0,,,,-8063000.0,
9,3524979000.0,-176353000.0,-309787000.0,-119619000.0,-170389000.0,31701000.0,,173606000.0,-53121100.0,68509000.0,-0.9681,-385922000.0,1194106000.0,-126338000.0,68509000.0,80392000.0,1243462000.0,-53121100.0,-21118000.0,1031146000.0,0.0,11963000.0,4556125000.0,-20650000.0,107185000.0,-75977000.0,,237866000.0,-1896000.0,,2013,CFR,14686000.0,144486000.0,,,,-6719000.0,
0,2147100000.0,-730700100.0,-16600000.0,-334800000.0,-1284300000.0,173600000.0,-1284000000.0,703200000.0,-166099900.0,-244700000.0,0.8059,-375600000.0,424400000.0,-571600000.0,-244700000.0,195300000.0,-966900000.0,-166099900.0,-192900000.0,-713000000.0,0.0,106200000.0,1434100000.0,912800000.0,-575000000.0,-244700000.0,-73700000.0,925500000.0,0.0,0.0,2022,IVZ,-359200000.0,,139500000.0,,,-236800000.0,0.0
1,1839300000.0,-715899900.0,-21800000.0,-307700000.0,-5875500000.0,-260200000.0,-5876000000.0,1078100000.0,-717299800.0,-60900000.0,0.6901,-847900000.0,-191900000.0,-544500000.0,-60900000.0,205300000.0,117300000.0,-717299800.0,-108800000.0,307800000.0,0.0,140100000.0,2147100000.0,5581200000.0,914599900.0,-60900000.0,-39700000.0,1969400000.0,0.0,0.0,2021,IVZ,-421600000.0,,-120500000.0,,,-236800000.0,0.0
2,1701200000.0,-116500000.0,5500000.0,-357400000.0,-3812700000.0,380700000.0,-3813000000.0,1230300000.0,-750100100.0,-47100000.0,0.8949,-859600000.0,-121500000.0,-594200000.0,-47100000.0,203500000.0,-285900000.0,-750100100.0,-115000000.0,138100000.0,0.0,188500000.0,1839300000.0,3744400000.0,476900000.0,-47100000.0,53300000.0,807500000.0,0.0,0.0,2020,IVZ,-48200000.0,,-44900000.0,,,-236800000.0,5500000.0
3,1805400000.0,-28000000.0,18600000.0,-529100000.0,-748900000.0,294900000.0,-749000000.0,1116600000.0,-1617600000.0,-469800000.0,0.8501,-1432800000.0,125400000.0,-652700000.0,-469800000.0,177600000.0,201300000.0,-1617600000.0,-124300000.0,-104200000.0,0.0,207500000.0,1701200000.0,934300000.0,1198400000.0,-469800000.0,10700000.0,737800000.0,290500000.0,0.0,2019,IVZ,-213400000.0,,-65700000.0,,,-123600000.0,-7400000.0
4,2517700000.0,-393800000.0,-63800000.0,-490600000.0,-997500000.0,157400000.0,-998000000.0,828800000.0,-1263100000.0,-51800000.0,0.8742,-2898700000.0,333200000.0,-490600000.0,-51800000.0,142100000.0,1540000000.0,-1263100000.0,-102500000.0,-712300000.0,0.0,172400000.0,1805400000.0,944400000.0,1749200000.0,-51800000.0,-44800000.0,883100000.0,-1469300000.0,0.0,2018,IVZ,-340700000.0,,40000000.0,,,0.0,-137600000.0
5,2070200000.0,-321200000.0,330000000.0,-471600000.0,3440700000.0,240600000.0,3441000000.0,1157800000.0,-563500000.0,-63800000.0,0.3067,-974400000.0,330800000.0,-471600000.0,-63800000.0,116800000.0,169000000.0,-563500000.0,-111700000.0,447500000.0,0.0,175300000.0,2517700000.0,-3419400000.0,373599800.0,-63800000.0,104100000.0,1161000000.0,-299200000.0,0.0,2017,IVZ,-342500000.0,,-39400000.0,,,0.0,-9000000.0
6,2214700000.0,-475500000.0,281000000.0,-460400000.0,3403900000.0,182900000.0,3404000000.0,654000000.0,-736299800.0,-535000000.0,0.3727,-1005900000.0,280400000.0,-460400000.0,-535000000.0,101200000.0,470100000.0,-736299800.0,-147700000.0,-144500000.0,0.0,159700000.0,2070200000.0,-3392200000.0,1185100000.0,-535000000.0,-132000000.0,868300000.0,-121900000.0,0.0,2016,IVZ,-487200000.0,,-22900000.0,,,0.0,-130700000.0
7,1514200000.0,56500100.0,0.0,-454500000.0,4517000000.0,12700000.0,0.0,1128400000.0,-540300000.0,-620000000.0,0.3931,-664800000.0,8700000.0,-454500000.0,-620000000.0,93600000.0,-51600000.0,-546500000.0,-124500000.0,337200000.0,29400000.0,150300000.0,1851400000.0,-4489900000.0,1014200000.0,-620000000.0,-74800000.0,964100000.0,0.0,6200000.0,2015,IVZ,0.0,,1500000.0,,,0.0,0.0
8,1331200000.0,49900000.0,0.0,-424000000.0,165900000.0,88100000.0,0.0,1200400000.0,-1754800000.0,-258600000.0,0.3002,-1827200000.0,270600000.0,-424000000.0,-258600000.0,89400000.0,862500000.0,-1743800000.0,-133200000.0,183000000.0,149800000.0,138000000.0,1514200000.0,-265800000.0,1274500000.0,-258600000.0,-52700000.0,1001100000.0,60800000.0,-11000000.0,2014,IVZ,0.0,,-28100000.0,,,0.0,0.0
9,835500000.0,-247400000.0,0.0,-379700000.0,654700000.0,-9200000.0,0.0,780200000.0,-286799900.0,-452600000.0,0.2582,-239900000.0,-112600000.0,-379700000.0,-452600000.0,88400000.0,-59300000.0,-181399900.0,-88200000.0,495700000.0,-309000000.0,133100000.0,1331200000.0,-593100000.0,885599900.0,-452600000.0,14700000.0,982800000.0,135100000.0,-105400000.0,2013,IVZ,0.0,,-34400000.0,,,0.0,0.0
0,4296954000.0,-52572000.0,-1146292000.0,-127466000.0,3054000.0,46276000.0,,559385000.0,1450769000.0,-186630000.0,0.1296,242271000.0,-3702592000.0,-127466000.0,-186630000.0,65661000.0,-4200809000.0,1450769000.0,-62206000.0,-3399153000.0,-20549000.0,16995000.0,897801000.0,-26293000.0,-184121000.0,-186630000.0,,500020000.0,0.0,0.0,2022,CBSH,4152000.0,0.0,,-12936000.0,,0.0,
1,2208328000.0,689000.0,1134533000.0,-122693000.0,-3179000.0,-55357000.0,,597722000.0,-3169434000.0,-129376000.0,-0.3313,-2082758000.0,2889389000.0,-122693000.0,-129376000.0,111800000.0,3573662000.0,-3169434000.0,-47857000.0,2088626000.0,-10486000.0,15415000.0,4296954000.0,49414000.0,936342000.0,-129376000.0,,540590000.0,0.0,-900000000.0,2021,CBSH,-29885000.0,0.0,,-5175000.0,,0.0,
2,907808000.0,44942000.0,-1643775000.0,-120818000.0,-9444000.0,121533000.0,,623992000.0,-3715473000.0,-204174000.0,-0.1203,-5390504000.0,6152779000.0,-127568000.0,-204174000.0,103632000.0,6067032000.0,-3715473000.0,-31256000.0,1300520000.0,88678000.0,14915000.0,2208328000.0,-45867000.0,245995000.0,-54174000.0,,353885000.0,0.0,0.0,2020,CBSH,-770000.0,-150000000.0,,12345000.0,,-6750000.0,
3,1209240000.0,-42083000.0,-647890000.0,-113466000.0,5586000.0,63389000.0,,512794000.0,-41733000.0,-284912000.0,-0.2172,-730165000.0,435328000.0,-122466000.0,-284912000.0,68776000.0,-84061000.0,108267000.0,-40542000.0,-301432000.0,-73363000.0,13854000.0,907808000.0,7366000.0,-112011000.0,-284912000.0,,422712000.0,0.0,-150000000.0,2019,CBSH,3863000.0,0.0,,14465000.0,,-9000000.0,
4,524352000.0,-11816000.0,-200673000.0,-100238000.0,2137000.0,61359000.0,,552660000.0,129516100.0,-75241000.0,-0.2787,-91024000.0,-48464000.0,-109238000.0,-75241000.0,64903000.0,223252000.0,129516100.0,-19867000.0,684888000.0,-5992000.0,12841000.0,1209240000.0,-5972000.0,456195000.0,-75241000.0,,438214000.0,0.0,0.0,2018,CBSH,-14277000.0,0.0,,12288000.0,,-9000000.0,
5,801641000.0,-14443000.0,-614849000.0,-91619000.0,38000.0,45915000.0,,426527000.0,863203000.0,-17779000.0,-0.1887,220720000.0,-489080000.0,-100619000.0,-17779000.0,75155000.0,-924536000.0,863203000.0,-27634000.0,-277289000.0,18777000.0,12105000.0,524352000.0,-13158000.0,-317058000.0,-17779000.0,,319900000.0,0.0,0.0,2017,CBSH,7585000.0,0.0,,-27685000.0,,-9000000.0,
6,502719000.0,59850000.0,-1009523000.0,-87070000.0,1107000.0,45837000.0,,454963000.0,218676000.0,-39387000.0,-0.2134,-805213000.0,1026045000.0,-96070000.0,-39387000.0,72422000.0,649172000.0,218676000.0,-14366000.0,298922000.0,-7460000.0,11525000.0,801641000.0,-12086000.0,-241416000.0,-39387000.0,,276854000.0,0.0,0.0,2016,CBSH,73780000.0,0.0,,4509000.0,,-9000000.0,
7,1100717000.0,-91187000.0,-1005657000.0,-84961000.0,336000.0,39986000.0,,291195000.0,-163393100.0,-121262000.0,-0.2538,-1195402000.0,420638000.0,-93961000.0,-121262000.0,75421000.0,306209000.0,-163393100.0,-26352000.0,-597998000.0,-3757000.0,10147000.0,502719000.0,-13454000.0,100794000.0,-121262000.0,,266975000.0,0.0,0.0,2015,CBSH,-86045000.0,0.0,,11733000.0,,-9000000.0,
8,1269514000.0,10692000.0,-560890000.0,-84241000.0,-230000.0,21846000.0,,360836000.0,-419543100.0,-117538000.0,-0.4022,-1062682000.0,226170000.0,-88291000.0,-117538000.0,65514000.0,533049000.0,-419543100.0,-38422000.0,-168797000.0,-3242000.0,8829000.0,1100717000.0,-2185000.0,512708000.0,-262322000.0,,262784000.0,-43827000.0,0.0,2014,CBSH,16005000.0,144784000.0,,344000.0,,-4050000.0,
9,779825000.0,-11134000.0,-938223000.0,-82104000.0,-1569000.0,39403000.0,,361749000.0,197269000.0,-59927000.0,-0.4517,-713660000.0,720201000.0,-82104000.0,-59927000.0,72363000.0,841600000.0,197269000.0,-20349000.0,489689000.0,-12494000.0,6427000.0,1269514000.0,3234000.0,263430000.0,-59927000.0,,261117000.0,47643000.0,0.0,2013,CBSH,1358000.0,0.0,,-1663000.0,,0.0,
0,377000000.0,323000000.0,0.0,-738000000.0,32000000.0,678000000.0,20000000.0,1107000000.0,,-56000000.0,1.6879,99000000.0,-21000000.0,-738000000.0,-56000000.0,14000000.0,-1233000000.0,,,-126000000.0,10000000.0,,251000000.0,281000000.0,-418000000.0,-56000000.0,,92000000.0,,,2022,FSK,,,,,,,
1,191000000.0,-35000000.0,0.0,-502000000.0,47000000.0,-2128000000.0,59000000.0,-639000000.0,,-12000000.0,2.0043,-1024000000.0,-28000000.0,-502000000.0,-12000000.0,9000000.0,825000000.0,,,186000000.0,393000000.0,,377000000.0,-475000000.0,1367000000.0,-12000000.0,,1515000000.0,,,2021,FSK,,,,,,,
2,106000000.0,478000000.0,0.0,-340000000.0,-13000000.0,590000000.0,-21000000.0,675000000.0,,-47000000.0,1.8535,-35000000.0,-40000000.0,-340000000.0,-47000000.0,12000000.0,-590000000.0,,,85000000.0,-3000000.0,,191000000.0,494000000.0,-163000000.0,-47000000.0,,-405000000.0,,,2020,FSK,,,,,,,
3,104000000.0,-543000000.0,0.0,-342000000.0,4000000.0,35000000.0,7000000.0,-256000000.0,,-153000000.0,1.2826,-53000000.0,-26000000.0,-342000000.0,-153000000.0,6000000.0,258000000.0,,,2000000.0,-12000000.0,,106000000.0,-535000000.0,779000000.0,-153000000.0,,246000000.0,,,2019,FSK,,,,,,,
4,139000000.0,-295000000.0,197000000.0,-207000000.0,9000000.0,717000000.0,11000000.0,280000000.0,,-50000000.0,2.5266,426000000.0,192000000.0,-207000000.0,-50000000.0,6000000.0,-315000000.0,,,-35000000.0,-134000000.0,,104000000.0,-170000000.0,-250000000.0,-50000000.0,,569000000.0,,,2018,FSK,,,,,,,
5,227328000.0,7485000.0,0.0,-268642000.0,9959000.0,-45866000.0,0.0,163714000.0,,-258903000.0,0.7159,0.0,43202000.0,-268642000.0,-258903000.0,7314000.0,-294198000.0,,,-130484000.0,-16028000.0,,96844000.0,13554000.0,190145000.0,-258903000.0,,194781000.0,,,2014,FSK,,,,,,,
6,338895000.0,-66166000.0,0.0,-210485000.0,-55676000.0,-202859100.0,0.0,-618000.0,,-33806000.0,0.5215,0.0,109373000.0,-210485000.0,-33806000.0,2567000.0,-110949000.0,,,-111567000.0,-1017000.0,,227328000.0,-9473000.0,23969000.0,-33806000.0,,265840000.0,,,2013,FSK,,,,,,,
7,265000000.0,72000000.0,0.0,-218000000.0,-1000000.0,-193000000.0,-6356000.0,66000000.0,,15908000.0,0.8516,-149319000.0,13000000.0,-218000000.0,0.0,5000000.0,-192000000.0,,,-126000000.0,-4000000.0,,139000000.0,77000000.0,13000000.0,0.0,,182000000.0,,,2017,FSK,,,,,,,
8,83000000.0,-74000000.0,0.0,-217000000.0,4000000.0,302000000.0,4866000.0,526000000.0,,11091000.0,0.5726,430671000.0,5000000.0,-217000000.0,0.0,4000000.0,-344000000.0,,,182000000.0,-504000.0,,265000000.0,-78000000.0,-132000000.0,0.0,,294000000.0,,,2016,FSK,,,,,,,
9,96844000.0,-26269000.0,0.0,-179398000.0,-21884000.0,159296000.0,0.0,175176000.0,,0.0,0.8009,0.0,14877000.0,-179398000.0,0.0,3764000.0,-190033000.0,,,-14857000.0,-21599000.0,,81987000.0,17214000.0,-25512000.0,0.0,,38385000.0,,,2015,FSK,,,,,,,
0,1228000000.0,-764000000.0,108000000.0,-217000000.0,-266000000.0,1058000000.0,,780000000.0,28000000.0,-439000000.0,0.3486,-395000000.0,449000000.0,-217000000.0,-439000000.0,186000000.0,-376000000.0,28000000.0,-253000000.0,-4000000.0,-451000000.0,67000000.0,1224000000.0,83000000.0,-169000000.0,-439000000.0,-13000000.0,265000000.0,-278000000.0,,2022,FAF,,,35000000.0,-130000000.0,,,
1,1275000000.0,-397000000.0,166000000.0,-213000000.0,115000000.0,200000000.0,,1220000000.0,-3229000000.0,-93000000.0,0.2585,-3393000000.0,1788000000.0,-213000000.0,-93000000.0,205000000.0,2126000000.0,-3229000000.0,-143000000.0,-47000000.0,-517000000.0,54000000.0,1228000000.0,-48000000.0,644000000.0,-93000000.0,0.0,1249000000.0,-187000000.0,,2021,FAF,,,-37000000.0,53000000.0,,,
2,1486000000.0,-339000000.0,-471000000.0,-199000000.0,130000000.0,576000000.0,,1085000000.0,-451000000.0,-140000000.0,0.3722,-1415000000.0,-63000000.0,-199000000.0,-140000000.0,188000000.0,113000000.0,-451000000.0,-100000000.0,-211000000.0,-445000000.0,52000000.0,1275000000.0,-53000000.0,515000000.0,-140000000.0,6000000.0,700000000.0,-393000000.0,,2020,FAF,,,-40000000.0,29000000.0,,,
3,1467000000.0,-364000000.0,-224000000.0,-188000000.0,46000000.0,419000000.0,,913000000.0,-102000000.0,-3000000.0,0.1771,-452000000.0,-450000000.0,-188000000.0,-3000000.0,156000000.0,-445000000.0,-102000000.0,-106000000.0,19000000.0,-399000000.0,42000000.0,1486000000.0,-27000000.0,196000000.0,-3000000.0,3000000.0,710000000.0,-20000000.0,,2019,FAF,,,-8000000.0,16000000.0,,,
4,1387226000.0,-380460000.0,-9980000.0,-178487000.0,15303000.0,547548000.0,,793165000.0,-1015933000.0,-22906000.0,-0.1462,-1220624000.0,714872000.0,-178487000.0,-22906000.0,152921000.0,514735000.0,-1015933000.0,-115540000.0,79903000.0,-443106000.0,41145000.0,1467129000.0,5264000.0,1256100.0,-22906000.0,-7373000.0,475898000.0,-79171000.0,,2018,FAF,,,-2742000.0,42079000.0,,,
5,1006138000.0,-413436000.0,-14556000.0,-159284000.0,127683000.0,472790000.0,,632134000.0,-165390000.0,2732000.0,-0.1049,-387168000.0,290119000.0,-159284000.0,2732000.0,159264000.0,128024000.0,-165390000.0,-124229000.0,381088000.0,-450726000.0,37399000.0,1387226000.0,12426000.0,-5543000.0,2732000.0,8098000.0,421863000.0,-82993000.0,,2017,FAF,,,-8347000.0,-102819000.0,,,
6,1027321000.0,-453197000.0,712000.0,-131541000.0,-29339000.0,488085000.0,,489416000.0,-381095900.0,650000.0,-0.0656,-610148000.0,82849000.0,-131541000.0,650000.0,127372000.0,106787000.0,-381095900.0,-123045000.0,-21183000.0,-431442000.0,34125000.0,1006138000.0,-10017000.0,154829000.0,650000.0,-7238000.0,343476000.0,-106719000.0,,2016,FAF,,,-16320000.0,17601000.0,,,
7,1190080000.0,-379627000.0,-4392000.0,-108524000.0,36679000.0,504652000.0,,551323000.0,-836747900.0,5042000.0,-0.1146,-974420000.0,375086000.0,-108524000.0,5042000.0,113999000.0,266360000.0,-836747900.0,-106598000.0,-162759000.0,-461372000.0,24339000.0,1027321000.0,-7477000.0,-5244000.0,5042000.0,-6022000.0,288870000.0,-26682000.0,,2015,FAF,,,23429000.0,52543000.0,,,
8,834837000.0,-433496000.0,70421000.0,-89939000.0,-15003000.0,448947100.0,,360637000.0,-658629000.0,3601000.0,-0.1663,-836692000.0,654031000.0,-89939000.0,3601000.0,110176000.0,837060000.0,-658629000.0,-85164000.0,355243000.0,-454415000.0,19302000.0,1190080000.0,-9950000.0,269367000.0,3601000.0,-5762000.0,234215000.0,-163320000.0,,2014,FAF,,,795000.0,45872000.0,,,
9,670529000.0,-416104000.0,38344000.0,-51324000.0,5318000.0,531928000.0,,378472000.0,-416328000.0,-62870000.0,-0.1739,-465156000.0,286047000.0,-51324000.0,-62870000.0,101698000.0,252792000.0,-416328000.0,-81335000.0,164308000.0,-447656000.0,22301000.0,834837000.0,23645000.0,80939000.0,-62870000.0,-1800000.0,187064000.0,-5837000.0,,2013,FAF,,,-26114000.0,2589000.0,,,
0,434200000.0,166800000.0,-442800000.0,0.0,,510500000.0,67900000.0,1238700000.0,-14700000.0,-769400000.0,0.6623,-460600000.0,3800000.0,,-769400000.0,25600000.0,-794600000.0,,-3100000.0,-16500000.0,-3900000.0,36500000.0,417700000.0,101000000.0,-28999600.0,-769400000.0,,535800000.0,,-14700000.0,2022,CACC,,,,102800000.0,,,
1,396200000.0,7300000.0,443200100.0,0.0,,77500000.0,-10700000.0,1069400000.0,1700000.0,-1460000000.0,0.3725,437300000.0,-17200000.0,,-1460000000.0,26300000.0,-1468700000.0,,-7600000.0,38000000.0,-19800000.0,24800000.0,434200000.0,38000000.0,8500000.0,-1460000000.0,,958300000.0,,1700000.0,2021,CACC,,,,37800000.0,,,
2,517700000.0,-97700000.0,-659600000.0,0.0,,638100000.0,-18400000.0,985200000.0,-5400000.0,-480800000.0,0.6707,-673500000.0,-19500000.0,,-480800000.0,23800000.0,-433200000.0,,-8500000.0,-121500000.0,1500000.0,6200000.0,396200000.0,-81000000.0,67099900.0,-480800000.0,,421000000.0,,-5400000.0,2020,CACC,,,,-80800000.0,,,
