,Book value per Share,Revenue per Share,Cash per Share,P/FCF ratio,Capex per Share,Intangible Assets out of Total Assets,Average Receivables,Capex/Depreciation,ROA,Cash ROIC,Shareholders Equity per Share,Depreciation/Fixed assets,Net Current Asset Value,P/S ratio,Free Cash Flow per Share,Average Common Equity,Average Days of Receivables,EV/FCF,EV/EBITDA,Quick Ratio,Capex to Sales,EV/Operating CF,ROIC,Average Days of Payables,Current Ratio,Graham Number,P/B ratio,Asset Turnover,Debt/Assets,Capital Expenditures,Interest Coverage,Average Assets,P/Operating CF,Average Payables,EV/Sales,Net Debt/EBITDA,Free Cash Flow,Working Capital,Operating CF/Net income,P/E ratio,Accounts Payable Turnover,ROE,EV/EBIT,Return on Tangible Assets,Interest Debt per Share,Research and Development Expense of Revenue,Share Based Compensation of Revenue,Accounts Receivable Turnover,Graham Net Nets,Price to Tangible BV,Operating CF per Share,Net Profit Margin,Free Cash Flow Yield,Earnings Yield,"Selling, General and Administrative Expense of Revenue",Debt/Equity,Days of Inventory on Hand,Inventory Turnover,year,ticker,Average Inventory
4,813.3453,110.4428,33.0042,0.0,0.0,0.1598,72600000.0,0.0,-0.0402,-0.0103,813.3453,0.0,-446700000.0,7.7659,-9.3058,3039500000.0,86.4292,-91.8629,0.0,0.6326,0.0,-94.8167,-0.0388,326.7963,0.6326,0.0,1.0545,0.1051,0.0573,0.0,0.0,3510900000.0,-4777.3333,195300000.0,7.9892,-0.6473,-31100000.0,-114800000.0,0.2203,0.0,1.448,-0.0465,0.0,1.23,57.6601,0.0,0.0,5.084,-0.1558,1.3144,-9.3058,-0.3826,-0.0112,-0.0492,0.6326,0.0709,0.0,0.0,2018,WTM,
5,792.8285,88.1812,22.9063,38.4069,0.0,0.017,41300000.0,0.0,0.1232,0.0272,792.8285,0.0,-143500000.0,9.6171,22.3166,3538400000.0,56.4393,37.6238,74.4521,0.7823,0.0,37.226,0.0019,345.869,0.7823,1623.1966,1.0697,0.0734,0.0065,0.0,0.0,5089700000.0,1797.442,110150000.0,9.421,-1.5497,94600000.0,-43100000.0,0.1508,5.7417,1.3164,0.1773,348.6717,-14.5522,5.6145,0.0,0.0,9.0508,-0.0399,1.0898,22.3166,1.6779,0.026,0.1742,0.5564,0.0071,0.0,0.0,2017,WTM,
6,750.7071,31.8586,16.202,0.0,0.0,0.0069,240250000.0,0.0,0.0478,-0.0407,750.7071,0.0,-2699200000.0,5.2126,-31.3333,4042000000.0,57.4001,-21.8978,0.0,0.5879,0.0,-24.5521,-0.0247,260.8491,0.5879,1217.035,1.0429,0.0188,0.0019,0.0,0.0,8401400000.0,-209.4884,1110500000.0,5.1218,0.6404,-155100000.0,-73600000.0,-0.386,10.5136,0.1045,0.0994,0.0,-5.4592,2.5657,0.0,0.0,0.6564,-0.6965,1.0558,-31.3333,2.5479,-0.0449,0.0951,1.1129,0.0034,0.0,0.0,2016,WTM,
7,751.6779,75.7185,29.7711,18.8737,0.0,0.0054,454250000.0,0.0,0.0285,0.0374,751.6779,0.0,-5285900000.0,2.4821,31.3887,4453200000.0,378.0239,19.6281,22.6726,0.2759,0.0,23.4805,0.018,7192.6866,0.2759,950.3431,0.9428,0.0424,0.0328,0.0,0.0,10369150000.0,43.3044,2110250000.0,2.5813,1.101,182400000.0,-1650100000.0,0.6179,13.9583,0.0514,0.0663,25.1636,-0.1789,58.0967,0.0,0.0,0.9686,-1.2835,0.9549,31.3887,0.6709,0.053,0.0716,0.4366,0.0773,0.0,0.0,2015,WTM,
8,753.1364,234.1686,43.4285,33.0766,-0.7468,0.0336,718650000.0,-0.1275,0.0276,0.0231,753.1364,0.0,-5202800000.0,1.9281,18.9678,4467900000.0,117.1228,33.7888,20.8873,0.3262,0.0032,32.5089,-0.0021,628.2658,0.3262,932.9264,0.833,0.1249,0.0328,-4500000.0,0.0,11300000000.0,-840.1467,3141300000.0,1.9696,4.0498,114300000.0,-1476000000.0,0.3805,12.3213,0.3851,0.0699,25.8159,-0.2115,56.9366,0.0,0.0,1.9635,-1.3762,0.9029,19.7146,0.2212,0.0302,0.0812,0.1534,0.0756,0.0,0.0,2014,WTM,
9,719.8232,222.8843,62.6616,0.0,-1.9152,0.0017,995850000.0,-0.4091,0.0257,-0.0185,719.8232,0.0,-6379600000.0,1.6072,-18.4482,4327800000.0,263.9119,-35.6541,10.3723,0.3094,0.0086,-39.7844,0.0233,1477.3759,0.3094,910.7866,0.847,0.1088,0.0557,-11700000.0,0.0,12519850000.0,-123.3319,4232400000.0,1.7339,1.4435,-112700000.0,-3051200000.0,-0.3141,11.647,0.2452,0.0743,10.3723,-0.1054,110.7219,0.0,0.0,1.3673,-1.7128,0.851,-16.533,0.2362,-0.0303,0.0859,0.1095,0.1538,0.0,0.0,2013,WTM,
0,8.8764,3.9589,2.319,15.7051,-0.1024,0.0243,,-0.1747,0.018,0.0764,8.8764,0.5462,-4999653000.0,8.606,2.1694,1512480500.0,0.0,16.7115,0.0,0.0284,0.0259,15.9584,0.1113,127767.5302,0.576,18.098,3.8383,0.0433,0.0495,-14598000.0,,13038265000.0,69.8688,10786000000.0,9.1575,0.0,309342000.0,-4939333000.0,1.3816,20.7744,0.0029,0.155,0.0,-0.049,4.5022,0.0,0.0,0.0,-1.0291,5.1129,2.2717,0.4154,0.0637,0.0481,0.4269,0.5072,0.0,0.0,2022,FFIN,
1,12.3635,3.6445,3.7148,21.6041,-0.1292,0.0242,,-0.2259,0.019,0.0688,12.3635,0.5433,-5451335000.0,13.9498,2.3533,1718707000.0,0.0,22.0294,0.0,0.047,0.0354,20.883,0.0894,638326.5227,0.5243,21.097,4.1121,0.0432,0.0512,-18382000.0,,12003480000.0,82.8072,9621153500.0,14.2245,0.0,334849000.0,-5345735000.0,1.5522,31.775,0.0006,0.1324,0.0,-0.0438,4.7157,0.0,0.0,0.0,-0.7536,5.0152,2.4824,0.4388,0.0463,0.0315,0.4393,0.3814,0.0,0.0,2021,FFIN,
2,11.8155,3.5489,5.1332,26.2544,-0.1056,0.0292,,-0.2739,0.0211,0.0241,11.8155,0.3848,-3308758000.0,10.1918,1.3777,1452693500.0,0.0,24.726,0.0,0.0801,0.0297,22.9661,0.1098,222331.8967,0.6499,19.4295,3.0612,0.0526,0.0394,-14994000.0,,9583363500.0,67.8077,7639811500.0,9.5985,0.0,195674000.0,-3188358000.0,1.0427,25.4718,0.0019,0.1391,0.0,-0.0663,3.0275,0.0,0.0,0.0,-0.6441,3.778,1.4832,0.4008,0.0381,0.0393,0.4694,0.2562,0.0,0.0,2020,FFIN,
3,9.047,3.1524,2.0834,24.2881,-0.0473,0.021,,-0.1715,0.0206,0.0378,9.047,0.2859,-2581728000.0,11.1342,1.4452,1140246000.0,0.0,24.7901,0.0,0.0405,0.015,24.0037,0.0934,80074.0545,0.6375,15.6941,3.8798,0.0535,0.0461,-6422000.0,,7997040500.0,81.9869,6392097500.0,11.3643,0.0,196031000.0,-2531860000.0,1.2284,29.0083,0.0047,0.1445,0.0,-0.0686,2.8088,0.0,0.0,0.0,-0.5422,4.5193,1.4925,0.3854,0.0412,0.0345,0.447,0.3105,0.0,0.0,2019,FFIN,
4,7.7896,2.9098,1.8496,23.0086,-0.1243,0.0226,,-0.4199,0.0201,0.0299,7.7896,0.2999,-2504348000.0,9.9149,1.2539,988031550.0,0.0,21.5335,0.0,0.0376,0.0427,19.5919,0.0875,119167.5639,0.6278,13.9793,3.7037,0.0525,0.0607,-16802000.0,,7493284500.0,142.1306,6071675000.0,9.2792,0.0,169548000.0,-2474884000.0,1.2371,25.8744,0.0031,0.1525,0.0,-0.0643,3.4685,0.0,0.0,0.0,-0.642,4.44,1.3781,0.3829,0.0435,0.0386,0.4805,0.4453,0.0,0.0,2018,FFIN,
5,6.9773,2.5481,2.8264,16.2816,-0.0611,0.0195,,-0.1869,0.0171,0.0407,6.9773,0.3485,-2505599000.0,8.8027,1.3776,880326550.0,0.0,14.2299,0.0,0.0594,0.024,13.6259,0.1045,234332.5544,0.6079,11.9524,3.2147,0.0479,0.0456,-8077000.0,,7032323000.0,84.4445,5720750000.0,7.6935,0.0,182197000.0,-2467613000.0,1.5807,24.6484,0.0016,0.1367,0.0,-0.0514,2.5028,0.0,0.0,0.0,-0.8446,3.7952,1.4387,0.3572,0.0614,0.0406,0.5133,0.3587,0.0,0.0,2017,FFIN,
6,6.3464,2.4042,1.9556,20.733,-0.1275,0.0211,,-0.4147,0.0156,0.0247,6.3464,0.3307,-2375427000.0,9.4001,1.0901,821435500.0,0.0,18.9389,0.0,0.0436,0.053,16.9563,0.0828,366844.0167,0.6071,10.6546,3.5611,0.0471,0.0655,-16827000.0,,6737500500.0,90.6541,5334354000.0,8.5867,0.0,143915000.0,-2327690000.0,1.5342,28.4277,0.001,0.1275,0.0,-0.0475,3.3781,0.0,0.0,0.0,-0.7961,4.2977,1.2175,0.3301,0.0482,0.0352,0.5523,0.5323,0.0,0.0,2016,FFIN,
7,6.2024,2.2734,2.1295,20.8206,-0.1158,0.0217,,-0.3868,0.016,-0.0061,6.2024,0.3357,-2274987000.0,6.6376,0.7248,743261500.0,0.0,17.8824,0.0,0.0476,0.0509,15.419,0.1559,463407.9464,0.6175,10.3661,2.4329,0.0472,0.0,-15028000.0,,6256636000.0,129.0844,4970212000.0,5.7009,0.0,94064000.0,-2220747000.0,1.0868,19.5974,0.0008,0.1351,0.0,-0.0477,0.0,0.0,0.0,0.0,-1.1616,2.965,0.8406,0.3402,0.048,0.051,0.5375,0.0,0.0,0.0,2015,FFIN,
8,5.3205,2.07,2.1115,16.1299,-0.0996,0.0166,,-0.4327,0.0162,0.0298,5.3205,0.2862,-1995025000.0,7.2173,0.9262,634592000.0,0.0,13.8502,0.0,0.0529,0.0481,12.5057,0.1803,414695.7845,0.6198,9.1541,2.808,0.0479,0.0,-12756000.0,,5535205000.0,60.1014,4442665000.0,6.1972,0.0,118646000.0,-1945725000.0,1.4672,21.3429,0.0009,0.1411,0.0,-0.0486,0.0,0.0,0.0,0.0,-1.0425,3.276,1.0258,0.3378,0.062,0.0469,0.536,0.0,0.0,0.0,2014,FFIN,
9,4.6216,1.8751,1.9184,20.3556,-0.0519,0.0187,,-0.2457,0.0162,0.0173,4.6216,0.2814,-1735084000.0,8.8156,0.8121,572305000.0,0.0,17.9932,0.0,0.053,0.0277,16.9118,0.1901,369203.125,0.6305,8.0294,3.5767,0.049,0.0,-6603000.0,,4862110000.0,134.7926,3883829500.0,7.7925,0.0,103255000.0,-1699486000.0,1.3929,26.6613,0.0011,0.1378,0.0,-0.0492,0.0,0.0,0.0,0.0,-0.8255,4.288,0.864,0.3308,0.0491,0.0375,0.5434,0.0,0.0,0.0,2013,FFIN,
0,65.4113,37.4212,25.2658,0.5149,-1.5658,0.3539,,-1.1966,0.0267,0.4501,65.4113,0.7387,-12010810000.0,1.543,112.1294,3444687000.0,0.0,1.6986,12.2254,0.5504,0.0418,1.6752,0.045,410.5495,0.5504,113.9982,0.8827,0.1116,0.4984,-83087000.0,0.0,17799595000.0,6.2606,310885500.0,5.0898,8.5193,5950148000.0,-1095384000.0,12.688,6.5391,0.7503,0.138,13.3464,-0.4748,157.9929,0.0705,0.0214,0.0,-3.92,0.0,113.6952,0.2395,1.942,0.1529,0.4307,2.4154,0.0,0.0,2022,PFSI,
1,53.5796,49.6459,5.438,1.7214,0.3759,0.2065,,0.3566,0.0398,0.1157,53.5796,0.5559,-15011348000.0,1.4056,40.5499,3403856500.0,0.0,8.2952,14.1731,0.1808,-0.0076,8.3703,0.0443,297.7279,0.1808,136.8726,1.3024,0.1258,0.9239,23983000.0,0.0,25187200000.0,-21.5044,333905500.0,6.7733,11.232,2587044000.0,-1572131000.0,2.5541,4.4903,1.3196,0.2948,14.8322,-0.6915,271.9261,0.0447,0.0119,0.0,-3.3719,0.0,40.174,0.3168,0.5809,0.2227,0.3596,5.0752,0.0,0.0,2021,PFSI,
2,45.095,49.3021,7.2901,0.0,-0.7661,0.0817,,-1.0119,0.0788,-0.2522,45.095,0.5318,-27660477000.0,1.331,-83.2416,2725447500.0,0.0,-4.0674,10.7739,0.3058,0.0155,-4.1051,0.0603,236.1443,0.3058,149.8125,1.4551,0.1773,0.6666,-57584000.0,0.0,20900905000.0,-2.1676,241835500.0,6.8673,8.6858,-6256522000.0,-1243640000.0,-3.764,2.9665,1.9711,0.6043,11.0399,-1.4489,280.244,0.0304,0.0122,0.0,-5.6083,6.1024,-82.4755,0.4444,-1.2685,0.3371,0.2189,6.2145,0.0,0.0,2020,PFSI,
3,26.36,18.8912,3.3617,0.0,-3.0617,0.2868,,-11.3592,0.0444,-0.2015,26.36,0.2027,-7879608000.0,1.8019,-31.7695,1857649000.0,0.0,-4.7217,19.3262,0.1633,0.1621,-5.2253,0.0329,226.8323,0.1633,54.5652,1.2914,0.1671,0.9146,-239441000.0,0.0,8841296500.0,-4.7968,165742500.0,7.9405,14.9406,-2484564000.0,-1346689000.0,-5.7133,6.7809,1.7016,0.2115,20.0214,-0.3162,119.3277,0.046,0.0168,0.0,-2.9599,0.0,-28.7078,0.266,-0.9333,0.1475,0.3665,4.5269,0.0,0.0,2019,PFSI,
4,49.3316,29.3709,8.1468,2.1798,-7.3209,0.3772,,15.1078,0.0118,0.0784,49.3316,-0.4868,-5551669000.0,0.7238,9.7533,1686732500.0,0.0,8.9134,9.3143,0.17,0.2493,5.0916,0.0325,346.606,0.17,54.1322,0.431,0.1326,0.6615,-245426000.0,0.0,7423333000.0,-4.4493,132677500.0,2.9599,14.9369,326970000.0,-1333163000.0,6.5272,8.053,1.2399,0.052,8.8546,-0.0675,147.5597,0.061,0.0256,0.0,-7.7894,0.0,17.0742,0.0891,0.4588,0.1242,0.4376,2.9912,0.0,0.0,2018,PFSI,
5,74.1271,41.1855,8.9575,0.0,-8.4677,0.2877,,-0.6821,0.0161,-0.1174,74.1271,9.7776,-5440614000.0,0.5645,-46.5474,1559515000.0,0.0,-3.0139,4.8093,0.1728,0.2056,-3.6842,0.033,288.4141,0.1728,84.9814,0.3137,0.1528,0.7934,-196442000.0,0.0,6250997500.0,-2.2745,121877000.0,3.4063,8.3315,-1079854000.0,-994823000.0,-8.7677,5.3695,1.1333,0.0646,8.3718,-0.1044,251.9959,0.0544,0.0217,0.0,-10.0869,0.0,-38.0797,0.1055,-2.002,0.1862,0.3941,3.3995,0.0,0.0,2017,PFSI,
6,63.145,42.0508,8.3629,0.0,-1.3779,0.317,,-0.0963,0.0153,-0.1475,63.145,10.1266,-3549215000.0,0.3983,-43.7191,1230853000.0,0.0,-2.6914,3.5244,0.3221,0.0328,-2.779,0.0426,453.3193,0.3221,65.1773,0.2653,0.2157,0.9719,-30535000.0,0.0,4319598000.0,0.3796,112263000.0,2.7982,6.4937,-968860000.0,-390029000.0,-14.2,5.602,0.9655,0.0537,6.1691,-0.1842,225.1583,0.0379,0.0174,0.0,-9.5615,0.0,-42.3413,0.0709,-2.6101,0.1785,0.3922,3.5657,0.0,0.0,2016,PFSI,
7,48.8325,32.7791,6.9773,0.0,-18.1442,0.4028,,-2.4168,0.0157,0.0141,48.8325,10.0133,-2291153000.0,0.4686,-15.7014,934808000.0,0.0,-4.6412,3.3703,0.3516,0.5535,29.8315,0.083,383.933,0.3516,48.8287,0.3145,0.2372,0.4003,-394728000.0,0.0,3005990000.0,0.5839,76315000.0,2.2232,2.6599,-341584000.0,-279962000.0,1.1253,7.0783,1.1201,0.0505,5.163,-0.1791,64.491,0.0353,0.0246,0.0,-6.8565,0.0,2.4428,0.0662,-1.0222,0.1413,0.4142,1.3207,0.0,0.0,2015,PFSI,
8,37.989,24.3895,4.6091,0.0,-6.5984,0.2916,,-2.87,0.018,-0.3144,37.989,4.3087,-1601477000.0,0.7093,-33.8433,718235000.0,0.0,-1.7267,4.2543,0.2207,0.2705,-2.1449,0.0903,394.7809,0.2207,38.4541,0.4554,0.2534,0.3878,-140216000.0,0.0,2045580500.0,3.1657,54551000.0,2.396,2.9949,-719170000.0,-345874000.0,-15.7145,10.0,1.0629,0.0513,5.1095,-0.1101,45.7471,0.0298,0.0199,0.0,-4.3563,4.8095,-27.2449,0.0711,-1.9563,0.1,0.3894,1.2042,0.0,0.0,2014,PFSI,
9,36.3471,22.3303,10.0064,0.0,-11.7168,0.3053,,-5.7477,0.0119,-0.0849,36.3471,3.5874,-782050000.0,0.7859,-17.4004,445477000.0,0.0,-1.9991,2.5459,0.6021,0.5247,-6.1203,0.1356,997.6581,0.6021,0.0,0.4828,0.3199,0.2976,-202829000.0,0.0,1208319000.0,-10.032,41333000.0,1.5578,1.2615,-301219000.0,-114487000.0,-6.8326,20.8929,0.4106,0.0323,2.9924,-0.1376,27.2423,0.0238,0.0102,0.0,-2.5742,2.0875,-5.6837,0.0373,-0.9915,0.0479,0.4117,0.7495,0.0,0.0,2013,PFSI,
0,25.6716,8.5807,3.6295,12.1545,-0.2098,0.0386,,-0.2718,0.0115,0.0091,25.6716,0.2148,-8229690000.0,5.7221,4.0397,3010463500.0,0.0,21.9016,0.0,0.0186,0.0245,20.8202,0.0321,182288.1353,0.7219,39.7826,1.9126,0.0362,0.1788,-23238000.0,,26288010000.0,45.351,20971900000.0,10.311,0.0,447422000.0,-5994420000.0,1.5523,17.9197,0.002,0.1007,0.0,-0.0542,43.0047,0.0,0.0056,0.0,-1.5133,2.9941,4.2495,0.319,0.0823,0.0558,0.5558,1.6752,0.0,0.0,2022,GBCI,
1,31.996,8.3161,4.4071,10.0087,-0.095,0.04,,-0.126,0.0128,0.0414,31.996,0.2011,-8928500000.0,6.8181,5.665,2742331500.0,0.0,11.3685,0.0,0.0196,0.0114,11.181,0.0554,419662.4771,0.6187,45.7705,1.7721,0.0372,0.0464,-9436000.0,,22222425000.0,36.3906,18067390000.0,7.7444,0.0,562613000.0,-8525930000.0,2.0089,19.4845,0.001,0.1038,0.0,-0.0349,12.1103,0.0,0.0053,0.0,-1.5856,2.6314,5.7601,0.3448,0.0999,0.0513,0.542,0.3785,0.0,0.0,2021,GBCI,
2,24.3143,8.4306,6.6728,24.5496,-0.1235,0.0308,,-8.7571,0.0166,-0.0329,24.3143,0.0041,-4357510000.0,5.4575,1.8742,2133887000.0,0.0,27.6362,0.0,0.0401,0.0146,25.9279,0.0718,197733.7891,0.7491,39.1383,1.8923,0.0497,0.0639,-11717000.0,,16094105000.0,57.603,12786995000.0,6.1437,0.0,177828000.0,-3965760000.0,0.7115,16.4321,0.0021,0.1248,0.0,-0.0732,12.4576,0.0,0.0045,0.0,-0.9981,2.5126,1.9976,0.333,0.0407,0.0609,0.5428,0.5124,0.0,0.0,2020,GBCI,
3,22.2167,7.6704,3.7501,19.3048,-0.1858,0.038,,-0.3236,0.0163,-0.027,22.2167,0.1633,-1878748000.0,5.9958,2.3823,1738293500.0,0.0,21.5896,0.0,0.0292,0.0242,20.0276,0.0664,91960.0659,0.8673,34.4921,2.0701,0.0525,0.0593,-16398000.0,,12899740000.0,36.1722,10135113500.0,6.7054,0.0,210251000.0,-1506448000.0,1.0765,19.3235,0.0042,0.1211,0.0,-0.176,9.1932,0.0,0.011,0.0,-0.4629,2.8166,2.5681,0.311,0.0518,0.0518,0.5414,0.4138,0.0,0.0,2019,GBCI,
4,18.1314,7.031,2.4376,12.6391,-0.2229,0.028,,-0.4578,0.0167,0.0131,18.1314,0.1685,-2151966000.0,5.635,3.1347,1357455500.0,0.0,14.1087,0.0,0.0206,0.0317,13.172,0.0545,97526.8063,0.8538,29.8219,2.1852,0.0539,0.1049,-18637000.0,,10910914500.0,29.2617,8536757000.0,6.2902,0.0,262074000.0,-1446506000.0,1.5434,18.1743,0.0042,0.134,0.0,-0.1509,15.2018,0.0,0.0053,0.0,-0.6497,2.8142,3.3576,0.3094,0.0791,0.055,0.5454,0.8384,0.0,0.0,2018,GBCI,
5,15.4641,6.2842,2.5794,12.3623,-0.1306,0.0198,,-0.2715,0.0121,0.0316,15.4641,0.2104,-1775737000.0,6.2061,3.1547,1157963000.0,0.0,13.5411,0.0,0.0252,0.0208,13.0027,0.0557,92640.2242,0.8472,22.8454,2.522,0.0509,0.1084,-10128000.0,,9578474500.0,39.638,7476013000.0,6.7979,0.0,244613000.0,-1214216000.0,2.1889,26.0,0.004,0.1005,0.0,-0.1122,13.5721,0.0,0.0061,0.0,-0.5872,3.0028,3.2854,0.2388,0.0809,0.0385,0.5582,0.8777,0.0,0.0,2017,GBCI,
6,14.6421,5.9188,1.9998,15.0095,-0.1089,0.0169,,-0.1765,0.0131,0.0078,14.6421,0.267,-2507540000.0,6.1432,2.4225,1096759500.0,0.0,16.2523,0.0,0.0194,0.0184,15.5531,0.055,90813.0618,0.7422,22.8871,2.4833,0.0487,0.0949,-8306000.0,,9269916000.0,42.9575,7158643500.0,6.6518,0.0,184781000.0,-2023322000.0,1.594,22.8679,0.0041,0.1104,0.0,-0.0656,11.762,0.0,0.0041,0.0,-0.9041,2.8967,2.5314,0.2683,0.0666,0.0437,0.5652,0.8033,0.0,0.0,2016,GBCI,
7,14.2523,5.5392,2.5582,12.6406,-0.2412,0.0171,,-0.375,0.0134,-0.0096,14.2523,0.2505,-2769307000.0,4.7895,2.0988,1052348500.0,0.0,14.743,0.0,0.0262,0.0436,13.2231,0.0682,86590.1937,0.7112,22.2226,1.8614,0.0481,0.0579,-18224000.0,,8697869500.0,46.6695,6645110000.0,5.5861,0.0,158547000.0,-2128664000.0,1.5222,17.2273,0.0044,0.1104,0.0,-0.06,6.9707,0.0,0.0041,0.0,-1.3818,2.175,2.34,0.2775,0.0791,0.058,0.5554,0.4891,0.0,0.0,2015,GBCI,
8,13.773,5.2279,5.9271,12.3129,-0.1928,0.0169,,-0.3157,0.0139,0.0019,13.773,0.2543,-2390396000.0,5.3119,2.2554,995648550.0,0.0,12.2389,0.0,0.0656,0.0369,11.2752,0.0931,85886.0187,0.7245,21.6319,2.0163,0.0482,0.0518,-14389000.0,,8095428500.0,33.4669,5962589500.0,5.28,0.0,168345000.0,-1858410000.0,1.6206,18.3907,0.0045,0.1132,0.0,-0.0671,5.7603,0.0,0.0022,0.0,-1.1532,2.3357,2.4481,0.289,0.0812,0.0544,0.5361,0.4182,0.0,0.0,2014,GBCI,
9,13.1606,4.8725,2.1267,6.7064,-0.1227,0.0177,,-0.1167,0.0122,0.0795,13.1606,0.4589,-2744320000.0,6.114,4.442,932099550.0,0.0,9.2239,0.0,0.0264,0.0252,8.9761,0.0441,70821.6133,0.7083,19.6954,2.2636,0.0456,0.1236,-8977000.0,,7815895000.0,35.458,5472214000.0,8.409,0.0,325118000.0,-1720086000.0,3.4931,22.7405,0.0053,0.1026,0.0,-0.0616,13.3093,0.0,0.0028,0.0,-1.2586,2.646,4.5647,0.2682,0.1491,0.044,0.5603,1.0113,0.0,0.0,2013,GBCI,
0,6.6494,1.5616,1.3324,98.4713,-0.0083,0.0005,,-0.0855,0.0049,0.0005,6.6494,0.7829,731010000.0,8.3249,0.132,1788309500.0,0.0,280.1759,0.0,0.041,0.0053,263.5434,0.0068,22940.9612,1.6298,6.3557,1.9551,0.029,0.4448,-2311000.0,,14923665000.0,-295.9474,8957311000.0,23.6865,0.0,36618000.0,5671395000.0,0.5329,48.1481,0.0158,0.0409,0.0,0.0128,25.3207,0.0,0.0254,0.0,0.2027,1.9635,0.1403,0.1687,0.0102,0.0208,0.4598,3.808,0.0,0.0,2022,TFSL,
1,6.2606,1.607,1.7649,64.4578,-0.0048,0.0006,,-0.0411,0.0055,0.0059,6.2606,0.8703,712150000.0,11.8606,0.2957,1702066500.0,0.0,126.2839,0.0,0.0538,0.003,124.2535,0.0092,20813.1183,1.4355,6.3914,3.0444,0.031,0.3946,-1337000.0,,14349835000.0,-138.0289,9109579500.0,23.2369,0.0,81818000.0,3955074000.0,1.0466,65.7241,0.0173,0.0467,0.0,0.0199,20.0467,0.0,0.0308,0.0,0.135,3.0602,0.3005,0.1787,0.0155,0.0152,0.4202,3.202,0.0,0.0,2021,TFSL,
2,6.0605,1.8435,1.8054,28.4356,0.0751,0.0005,,0.6311,0.0056,0.0092,6.0605,0.7891,704230000.0,7.9685,0.5166,1684303500.0,0.0,70.5636,0.0,0.0536,-0.0407,82.5637,0.0082,15806.8216,1.4718,6.396,2.4239,0.0349,0.444,20713000.0,,14592290000.0,133.2977,8995969000.0,19.7741,0.0,142511000.0,4383409000.0,1.4901,48.9667,0.0237,0.0485,0.0,0.0185,23.569,0.0,0.0238,0.0,0.1738,2.4353,0.4415,0.1607,0.0352,0.0204,0.384,3.8889,0.0,0.0,2020,TFSL,
3,6.1611,1.8248,0.9991,50.015,-0.0137,0.0006,,-0.1646,0.0055,0.0044,6.1611,0.3727,669780000.0,9.8749,0.3603,1727579000.0,0.0,86.5774,0.0,0.0312,0.0075,83.4018,0.0072,14768.0308,1.5347,6.2302,2.9248,0.035,0.5146,-3778000.0,,14339845000.0,163.4059,8628983500.0,17.0937,0.0,99223000.0,4708996000.0,1.3085,64.3571,0.0251,0.0456,0.0,0.0165,27.1717,0.0,0.0234,0.0,0.135,2.9388,0.374,0.1566,0.02,0.0155,0.3655,4.4102,0.0,0.0,2019,TFSL,
4,6.3805,1.6858,0.9789,48.6401,-0.0304,0.0006,,-0.3324,0.0061,0.0032,6.3805,0.3973,801490000.0,8.7675,0.3039,1724181500.0,0.0,89.8611,0.0,0.0317,0.018,81.6929,0.0089,19119.9958,1.5465,6.5627,2.3164,0.0334,0.4994,-8373000.0,,13914945000.0,169.4069,8321604000.0,16.1977,0.0,83742000.0,4657687000.0,1.0941,49.2667,0.0195,0.0488,0.0,0.0178,25.6203,0.0,0.0244,0.0,0.1968,2.3281,0.3342,0.1812,0.0206,0.0203,0.3903,4.0154,0.0,0.0,2018,TFSL,
5,6.0962,1.547,0.9676,45.7174,-0.015,0.0006,,-0.1987,0.0066,0.0047,6.0962,0.3431,720750000.0,10.3427,0.35,1675208500.0,0.0,80.795,0.0,0.0327,0.0097,77.4807,0.0104,22869.8385,1.5526,6.5208,2.6246,0.0322,0.4788,-4150000.0,,13299310000.0,223.8522,8241496500.0,18.2784,0.0,97018000.0,4528335000.0,1.1499,51.6129,0.0158,0.0525,0.0,0.0192,23.6474,0.0,0.0262,0.0,0.1625,2.6376,0.3649,0.2051,0.0219,0.0194,0.3857,3.879,0.0,0.0,2017,TFSL,
6,5.8972,1.4682,0.8213,66.1667,-0.0324,0.0007,,-0.4711,0.0063,0.0038,5.8972,0.3175,731950000.0,12.1306,0.2692,1694914000.0,0.0,98.9888,0.0,0.0276,0.0221,88.3513,0.0132,25765.0799,1.4284,6.0953,3.0201,0.0327,0.3385,-9125000.0,,12637475000.0,167.4304,8308613000.0,18.148,0.0,75789000.0,3592455000.0,1.0642,63.6071,0.0142,0.0471,0.0,0.0218,15.516,0.0,0.0325,0.0,0.146,3.0363,0.3016,0.193,0.0151,0.0157,0.4185,2.6311,0.0,0.0,2016,TFSL,
7,5.9647,1.4063,0.5359,51.785,-0.019,0.0008,,-0.3164,0.006,0.0111,5.9647,0.3052,736040000.0,12.2662,0.3331,1784413500.0,0.0,72.6305,0.0,0.0186,0.0135,68.7024,0.0183,26681.4131,1.3648,5.7923,2.892,0.0337,0.1753,-5522000.0,,12086045000.0,192.8509,8469868000.0,17.2039,0.0,96580000.0,3040456000.0,1.4188,69.0,0.0134,0.0403,0.0,0.0232,7.4797,0.0,0.0343,0.0,0.1472,2.9088,0.3522,0.1765,0.0193,0.0145,0.4537,1.254,0.0,0.0,2015,TFSL,
