,Book value per Share,Revenue per Share,Cash per Share,P/FCF ratio,Capex per Share,Intangible Assets out of Total Assets,Average Receivables,Capex/Depreciation,ROA,Cash ROIC,Shareholders Equity per Share,Depreciation/Fixed assets,Net Current Asset Value,P/S ratio,Free Cash Flow per Share,Average Common Equity,Average Days of Receivables,EV/FCF,EV/EBITDA,Quick Ratio,Capex to Sales,EV/Operating CF,ROIC,Average Days of Payables,Current Ratio,Graham Number,P/B ratio,Asset Turnover,Debt/Assets,Capital Expenditures,Interest Coverage,Average Assets,P/Operating CF,Average Payables,EV/Sales,Net Debt/EBITDA,Free Cash Flow,Working Capital,Operating CF/Net income,P/E ratio,Accounts Payable Turnover,ROE,EV/EBIT,Return on Tangible Assets,Interest Debt per Share,Research and Development Expense of Revenue,Share Based Compensation of Revenue,Accounts Receivable Turnover,Graham Net Nets,Price to Tangible BV,Operating CF per Share,Net Profit Margin,Free Cash Flow Yield,Earnings Yield,"Selling, General and Administrative Expense of Revenue",Debt/Equity,Days of Inventory on Hand,Inventory Turnover,year,ticker,Average Inventory
0,20.6797,17.4335,11.6882,21.8166,-0.5654,0.4873,4213000000.0,-1.123,0.1963,0.2137,20.6797,0.2753,-18234000000.0,13.1596,10.5158,35146000000.0,50.011,21.8583,20.0625,1.1415,0.0324,20.743,0.3518,0.0,1.4517,0.0,11.6025,0.3711,0.2261,-1059000000.0,0.0,88000000000.0,62.0326,357500000.0,13.1847,-0.0651,19696000000.0,10434000000.0,1.2016,29.3118,0.0,0.4915,20.501,1.2463,10.9253,0.0,0.0234,7.7505,-0.0424,0.0,11.0812,0.529,0.0458,0.0341,0.2771,0.5283,0.0,0.0,2023,V,
1,18.6679,15.3778,10.478,18.9385,-0.5089,0.5012,3839000000.0,-1.1266,0.1776,0.2003,18.6679,0.2671,-19715000000.0,11.5524,9.3804,33883000000.0,49.2146,19.0771,17.3366,1.1472,0.0331,18.0954,0.3089,18.8201,1.4485,52.4228,10.1813,0.3481,0.2626,-970000000.0,0.0,84198500000.0,57.6244,303000000.0,11.637,0.126,17879000000.0,9352000000.0,1.2602,25.3786,21.7624,0.4414,18.13,1.1894,11.7786,0.0,0.0205,7.6348,-0.0582,0.0,9.8893,0.5103,0.0528,0.0394,0.2738,0.631,0.0,0.0,2022,V,
2,19.316,12.3869,9.9723,29.8493,-0.3623,0.5262,3304000000.0,-0.8769,0.1503,0.1605,19.316,0.2961,-17700000000.0,17.9826,7.4625,32816500000.0,56.4194,29.9575,26.1948,1.4697,0.0292,28.5705,0.2522,16.815,1.7541,47.3958,12.5611,0.2943,0.2531,-705000000.0,0.0,81907500000.0,109.1593,220000000.0,18.0478,0.0946,14522000000.0,11868000000.0,1.2369,39.5648,26.2455,0.3751,27.5274,0.8442,10.7795,0.0,0.0225,7.2957,-0.0408,0.0,7.8248,0.5107,0.0335,0.0253,0.2806,0.5581,0.0,0.0,2021,V,
3,18.5407,11.1859,10.723,40.2454,-0.3769,0.5403,3736000000.0,-0.9596,0.1416,0.0948,18.5407,0.2802,-17064000000.0,17.877,4.9688,30173000000.0,48.1521,40.5677,26.5133,1.6419,0.0337,37.7078,0.2237,12.0307,1.9052,41.8738,12.5479,0.2847,0.2975,-736000000.0,0.0,76746500000.0,186.327,165000000.0,18.0202,0.2107,9704000000.0,13135000000.0,0.9608,40.8937,31.9939,0.3601,27.9575,0.6846,12.3246,0.0,0.019,5.8474,-0.0437,0.0,5.3456,0.4974,0.0248,0.0245,0.2866,0.6647,0.0,0.0,2020,V,
4,17.3507,11.4942,6.6428,28.5873,-0.3782,0.5847,3690000000.0,-1.1524,0.1704,0.156,17.3507,0.2434,-16920000000.0,14.9649,6.017,28879000000.0,72.9142,29.0195,22.2934,1.332,0.0329,27.3034,0.2459,11.8108,1.5632,41.8307,11.7668,0.3241,0.2305,-756000000.0,0.0,70899500000.0,85.0688,169500000.0,15.1911,0.2203,12028000000.0,7555000000.0,1.0583,32.3327,28.4425,0.4183,23.2682,1.1785,8.3687,0.0,0.0177,6.2268,-0.0492,0.0,6.3952,0.5257,0.035,0.0309,0.2698,0.4823,0.0,0.0,2019,V,
5,16.5964,10.0581,6.4422,25.2776,-0.3504,0.6176,2672000000.0,-1.1927,0.1502,0.164,16.5964,0.2435,-17003000000.0,14.9919,5.9653,27885000000.0,49.4129,25.7014,23.1741,1.4144,0.0348,24.2754,0.2163,14.9463,1.6113,37.2579,10.8273,0.3004,0.2402,-718000000.0,0.0,68601000000.0,88.8863,181000000.0,15.2432,0.253,12223000000.0,6911000000.0,1.2563,34.0384,24.6906,0.3694,24.251,1.0978,8.1162,0.0,0.0159,7.7129,-0.055,0.0,6.3158,0.4998,0.0396,0.0294,0.279,0.489,0.0,0.0,2018,V,
6,15.5703,8.7253,6.8769,25.7302,-0.3303,0.6319,2531000000.0,-1.25,0.1015,0.1077,15.5703,0.2468,-16194000000.0,12.0844,4.0979,27214500000.0,50.7795,26.1823,17.7751,1.7033,0.0379,24.2292,0.207,17.1753,1.9034,28.6582,8.1459,0.2781,0.2702,-695000000.0,0.0,66006000000.0,77.1369,191000000.0,12.2968,0.3069,8622000000.0,9029000000.0,1.3908,37.3901,19.9162,0.2462,18.5889,0.5938,8.7296,0.0,0.0128,7.2533,-0.073,0.0,4.4282,0.3649,0.0389,0.0267,0.2734,0.5607,0.0,0.0,2017,V,
7,15.1668,6.9502,4.5922,35.5294,-0.241,0.6606,1881500000.0,-1.0418,0.1159,0.0583,15.1668,0.2335,-16810000000.0,11.8989,2.3276,28518500000.0,60.6962,36.7034,22.1096,1.5502,0.0347,33.2596,0.1269,22.6868,1.7789,26.3909,6.599,0.2917,0.248,-523000000.0,0.0,51701000000.0,73.1888,165000000.0,12.2921,0.7057,5051000000.0,6267000000.0,0.9304,33.4818,19.7939,0.2101,23.5176,0.7118,7.3189,0.0,0.0147,8.0159,-0.0937,0.0,2.5687,0.3972,0.0281,0.0299,0.2838,0.4826,0.0,0.0,2016,V,
8,13.4363,6.2494,3.1909,25.0348,-0.1819,0.589,1431500000.0,-0.8178,0.1624,0.1272,13.4363,0.2617,496000000.0,11.1466,2.7825,28627500000.0,33.0025,23.8937,15.4491,1.5578,0.0291,22.4275,0.249,0.0,1.8713,27.901,5.1845,0.3562,0.0,-404000000.0,0.0,38968000000.0,89.2243,137000000.0,10.6385,-0.7415,6180000000.0,4666000000.0,1.0405,27.0524,0.0,0.221,16.2911,0.9655,0.0,0.0,0.0135,9.6961,0.0032,23.2444,2.9644,0.4559,0.0399,0.037,0.2762,0.0,0.0,0.0,2015,V,
9,12.1082,5.6104,2.4064,18.1542,-0.2443,0.6006,1655000000.0,-0.1827,0.1459,0.1617,12.1082,1.5999,-1594000000.0,9.5073,2.9382,27141500000.0,46.2069,17.3405,10.7561,1.1748,0.0435,16.0095,0.219,0.0,1.5921,24.2441,4.4053,0.3409,0.0,-553000000.0,0.0,37262500000.0,67.3518,165500000.0,9.0811,-0.508,6652000000.0,3556000000.0,1.3249,24.7231,0.0,0.2004,14.9862,0.9982,0.0,0.0,0.0135,7.6749,-0.0132,28.4212,3.1824,0.4281,0.0551,0.0404,0.2842,0.0,0.0,0.0,2014,V,
0,98.5677,52.1923,450.6794,3.7411,0.0,0.0166,,0.0,0.0097,0.036,98.5677,0.2542,-795676000000.0001,2.5889,36.1181,262108500000.0,0.0,-3.3574,0.0,0.4361,0.0,-3.3574,0.0,36928.26,0.841,156.0758,1.5126,0.0418,0.1572,,,3704655000000.0,3.959,2682689000000.0,-2.3234,0.0,107119000000.0,-487201000000.0001,2.9845,11.1485,0.0097,0.1369,0.0,-0.0781,194.295,0.0,0.0,0.0,-1.9855,1.9637,36.1181,0.2319,0.2673,0.0897,0.5332,1.9712,0.0,0.0,2022,JPM,
1,97.3447,42.099,475.296,6.1274,0.0,0.0151,,0.0,0.013,0.0221,97.3447,0.293,-849435000000.0001,3.7614,25.8428,254290000000.0,0.0,-4.9225,0.0,0.4577,0.0,-4.9225,0.0,179118.7052,0.8286,172.2697,1.8453,0.0357,0.1531,,,3564162000000.0,5.6226,2550300000000.0,-3.0217,0.0,78084000000.0,-537680000000.0001,1.6791,10.3025,0.0022,0.1829,0.0,-0.0911,189.7359,0.0,0.0,0.0,-1.7754,2.3616,25.8428,0.3656,0.1632,0.0971,0.4881,1.9491,0.0,0.0,2021,JPM,
2,90.6287,42.1461,430.5149,0.0,0.0,0.0158,,0.0,0.009,-0.0498,90.6287,0.3178,-703356000000.0001,3.015,-25.9246,241814000000.0,0.0,4.5638,0.0,0.4729,0.0,4.5638,0.0,87055.505,0.856,127.3324,1.5712,0.0428,0.1602,,,3036068000000.0,-13.9627,2074190000000.0,-2.8073,0.0,-79910000000.0,-404093000000.0,-2.9154,14.2615,0.0048,0.1134,0.0,-0.0727,175.8701,0.0,0.0,0.0,-1.7957,1.9998,-25.9246,0.211,-0.204,0.0701,0.6476,1.9406,0.0,0.0,2020,JPM,
3,81.1206,44.2387,273.933,109.7451,0.0,0.0198,,0.0,0.013,-0.0128,81.1206,0.3242,-486216000000.0001,3.1511,1.2702,232392000000.0,0.0,-34.6774,0.0,0.4169,0.0,-34.6774,0.0,24149.5007,0.9164,132.6438,1.9164,0.0537,0.2069,,,2654955500000.0,5.4229,1720107000000.0,-0.9957,0.0,4092000000.0,-176877000000.0,0.1181,12.9674,0.0156,0.1491,0.0,-0.2293,172.5842,0.0,0.0,0.0,-1.0827,2.4811,1.2702,0.2431,0.0091,0.0771,0.4972,2.1275,0.0,0.0,2019,JPM,
4,75.5256,38.224,298.5794,21.2346,0.0,0.0207,,0.0,0.0119,0.0004,75.5256,0.5217,-307613000000.0,2.5539,4.5972,230036000000.0,0.0,-25.6505,0.0,0.4914,0.0,-25.6505,0.0,28924.112,0.9974,117.4117,1.4388,0.0504,0.2035,,,2578066000000.0,179.3167,1650370500000.0,-3.085,0.0,15614000000.0,-5341000000.0,0.5085,10.8106,0.0127,0.1335,0.0,3.2012,157.1155,0.0,0.0,0.0,-0.9278,1.8828,4.5972,0.2365,0.0471,0.0925,0.5239,2.0803,0.0,0.0,2018,JPM,
5,71.9937,32.2612,284.8209,0.0,0.0,0.0215,,0.0,0.009,-0.0142,71.9937,0.4364,-281515000000.0,3.3461,-3.0485,228873500000.0,0.0,31.7812,0.0,0.5141,0.0,31.7812,0.0,42970.897,1.0146,96.0359,1.6697,0.0456,0.1953,,,2512286000000.0,30.5397,1599543500000.0,-3.0031,0.0,-10827000000.0,28646000000.0,-0.4798,17.0268,0.0087,0.0986,0.0,0.5272,139.3169,0.0,0.0,0.0,-0.7343,2.1879,-3.0485,0.197,-0.0282,0.0587,0.5656,1.9351,0.0,0.0,2017,JPM,
6,69.4736,29.077,271.0539,14.584,0.0,0.0218,,0.0,0.0094,0.0045,69.4736,0.3877,-311731000000.0,3.0,5.9812,224813500000.0,0.0,-17.2423,0.0,0.5213,0.0,-17.2423,0.0,58208.243,1.0119,93.6366,1.3991,0.0439,0.1989,,,2421335000000.0,7.8612,1511537500000.0,-3.5468,0.0,21884000000.0,22561000000.0,0.9584,13.9568,0.0065,0.1016,0.0,0.6223,135.387,0.0,0.0,0.0,-0.9767,1.8355,5.9812,0.2146,0.0686,0.0716,0.5831,1.9488,0.0,0.0,2016,JPM,
7,66.1748,26.9983,245.0869,3.3625,0.0,0.0234,,0.0,0.0092,0.0401,66.1748,0.344,-316857000000.0,2.4457,19.637,216584500000.0,0.0,-4.902,0.0,0.5232,0.0,-4.902,0.0,71276.1416,1.0198,89.8491,1.1152,0.041,0.1317,,,2461986000000.0,15.28,1513859500000.0,-3.5654,0.0,73466000000.0,34778000000.0,3.2434,10.896,0.0049,0.1046,0.0,0.4609,82.7959,0.0,0.0,0.0,-1.2827,1.4832,19.637,0.2243,0.2974,0.0918,0.6222,1.2512,0.0,0.0,2015,JPM,
8,61.5722,27.3705,299.4816,6.4362,0.0,0.0219,,0.0,0.0081,0.0129,61.5722,0.3145,-400218000000.0,2.2864,9.7231,205842000000.0,0.0,-15.9861,0.0,0.5688,0.0,-15.9861,0.0,72582.4478,0.9792,82.1263,1.1127,0.0413,0.1192,,,2493981500000.0,8.1931,1526311000000.0,-5.6789,0.0,36593000000.0,-41297000000.0,1.8226,11.7411,0.0052,0.0975,0.0,-0.7674,81.467,0.0,0.0,0.0,-1.6993,1.5157,9.7231,0.1949,0.1554,0.0852,0.6253,1.3231,0.0,0.0,2014,JPM,
9,55.8317,28.2141,258.7251,2.049,0.0,0.0246,,0.0,0.0069,0.0626,55.8317,0.3563,-438595000000.0,2.0727,28.5409,197515500000.0,0.0,-4.2752,0.0,0.5264,0.0,-4.2752,0.0,57863.4695,0.9499,72.0257,1.1059,0.0447,0.1225,,,2387415000000.0,-31.9923,1435544500000.0,-4.3247,0.0,107953000000.0,-93095000000.0,6.5201,13.4128,0.0065,0.0838,0.0,-0.2117,78.2263,0.0,0.0,0.0,-1.9828,1.572,28.5409,0.1551,0.488,0.0746,0.6624,1.4011,0.0,0.0,2013,JPM,
0,6.5661,22.9721,8.2614,33.2444,-1.1333,0.2939,3215500000.0,-0.4696,0.26,0.3238,6.5661,1.1645,-15762000000.0,15.0966,10.4318,6869500000.0,56.2182,33.8412,23.4061,0.806,0.0493,30.5251,0.619,381.0485,1.1718,38.9141,52.8166,0.5822,0.3621,-1097000000.0,0.0,38196500000.0,108.2911,832000000.0,15.3676,0.4127,10098000000.0,2435000000.0,1.1274,33.8341,1.0661,1.4455,27.8644,2.236,14.4866,0.0,0.0133,6.9156,-0.047,0.0,11.5651,0.4466,0.0301,0.0296,0.3987,2.2063,0.0,0.0,2022,MA,
1,7.4727,19.1134,8.583,41.0462,-0.8239,0.3009,2826000000.0,-0.3882,0.2438,0.2539,7.4727,1.0996,-13337000000.0,18.7994,8.754,6935500000.0,58.1016,41.6729,29.5943,0.8727,0.0431,38.0883,0.4921,0.0,1.2877,38.4654,48.0845,0.5301,0.369,-814000000.0,0.0,35626500000.0,111.3227,632500000.0,19.0865,0.4451,8649000000.0,3787000000.0,1.0893,40.8318,0.0,1.2525,35.7498,1.5256,14.0698,0.0,0.0145,6.6822,-0.0376,0.0,9.5779,0.46,0.0244,0.0245,0.4227,1.8828,0.0,0.0,2021,MA,
2,6.475,15.2705,11.1597,54.8886,-0.7066,0.1999,2580000000.0,-0.4286,0.2041,0.1754,6.475,0.8686,-7983000000.0,23.3745,6.503,6202500000.0,63.1194,55.1172,36.8996,1.1672,0.0463,49.7154,0.6331,0.0,1.6133,30.5115,55.1254,0.4871,0.3773,-708000000.0,0.0,31410000000.0,158.7456,508000000.0,23.4719,0.1531,6516000000.0,7266000000.0,1.1268,55.8592,0.0,1.0336,44.443,0.6993,12.6467,0.0,0.0166,5.9306,-0.0223,0.0,7.2096,0.419,0.0182,0.0179,0.4292,1.9531,0.0,0.0,2020,MA,
3,5.8181,16.6008,8.1219,40.7332,-0.7158,0.186,2395000000.0,-0.4378,0.3001,0.2786,5.8181,0.9097,-6417000000.0,17.9865,7.3304,5667500000.0,54.3511,40.7832,26.842,0.9051,0.0431,37.155,0.9603,0.0,1.4199,32.3209,51.3209,0.6242,0.2953,-728000000.0,0.0,27048000000.0,101.9014,513000000.0,18.0086,0.0329,7455000000.0,4998000000.0,1.008,37.4173,0.0,1.4324,31.461,1.1893,8.4887,0.0,0.0148,7.0493,-0.0211,633.9583,8.0462,0.4808,0.0245,0.0267,0.3967,1.459,0.0,0.0,2019,MA,
4,5.2046,14.3612,8.5793,34.339,-0.4841,0.1567,2122500000.0,-0.2975,0.2537,0.2563,5.2046,1.8393,-3271000000.0,13.1361,5.4938,5457500000.0,55.5679,33.8849,21.5895,0.9667,0.0337,31.1406,1.6133,0.0,1.3949,25.6539,36.2467,0.6473,0.2548,-504000000.0,0.0,23094500000.0,147.4359,735000000.0,12.9624,-0.2893,5719000000.0,4578000000.0,1.0621,33.5676,0.0,1.0736,26.6119,1.0655,6.0845,0.0,0.0131,7.0436,-0.0167,128.9459,5.9779,0.3919,0.0291,0.0298,0.4068,1.1691,0.0,0.0,2018,MA,
5,5.1518,11.7123,7.8051,30.9269,-0.3964,0.1948,1692500000.0,-0.2942,0.1957,0.2512,5.1518,1.7346,-2035000000.0,12.9702,4.9119,5590500000.0,57.5086,30.3728,19.7499,1.171,0.0338,28.1045,1.5961,0.0,1.5691,20.5692,29.4866,0.6248,0.2543,-423000000.0,0.0,20002000000.0,88.9128,771000000.0,12.7378,-0.3603,5241000000.0,5004000000.0,1.4467,41.6192,0.0,0.7003,24.0387,0.6712,5.0834,0.0,0.0141,7.3838,-0.0126,120.7809,5.3083,0.3133,0.0323,0.024,0.434,0.9867,0.0,0.0,2017,MA,
6,5.1767,9.8142,8.0856,27.1958,-0.3479,0.1327,1247500000.0,-0.3098,0.2324,0.1978,5.1767,1.6821,237000000.0,10.7385,3.8752,5873000000.0,47.9621,26.3267,16.0166,1.4285,0.0354,24.1579,1.813,0.0,1.8357,20.7315,20.3586,0.6171,0.2774,-382000000.0,0.0,17462500000.0,105.7753,540500000.0,10.3953,-0.5287,4255000000.0,6022000000.0,1.1424,28.561,0.0,0.6911,19.4446,0.6009,4.7177,0.0,0.0138,8.6381,0.002,36.0943,4.2231,0.3767,0.0368,0.035,0.4199,0.9113,0.0,0.0,2016,MA,
7,5.3457,8.5247,6.4189,29.3712,-0.3016,0.1658,1094000000.0,-0.3027,0.2412,0.2063,5.3457,1.6741,796000000.0,11.4209,3.3148,6443000000.0,40.7401,28.3041,17.1384,1.3332,0.0354,25.9437,1.5474,0.0,1.7521,20.0731,18.2128,0.6122,0.2011,-342000000.0,0.0,15789500000.0,100.6438,445500000.0,11.006,-0.6461,3759000000.0,4715000000.0,1.0769,29.0627,0.0,0.591,20.9522,0.7065,2.8818,0.0,0.0126,8.8364,0.0072,32.781,3.6164,0.3939,0.034,0.0344,0.4305,0.5391,0.0,0.0,2015,MA,
8,5.8575,8.1039,5.9356,32.664,-0.2867,0.1459,1037500000.0,-0.33,0.2446,0.1833,5.8575,1.6455,2492000000.0,10.632,2.6378,7159500000.0,42.8752,30.8999,15.5207,1.2896,0.0354,27.8707,2.2746,0.0,1.7674,20.2455,14.7093,0.6385,0.0975,-334000000.0,0.0,14785500000.0,138.4502,378500000.0,10.0578,-0.8861,3073000000.0,4775000000.0,0.9419,27.7042,0.0,0.5052,18.5968,0.6711,1.2824,0.0,-0.0016,9.0998,0.0248,21.878,2.9245,0.3831,0.0306,0.0361,0.4252,0.2189,0.0,0.0,2014,MA,
9,6.1891,6.8637,5.7952,26.3762,-0.2469,0.126,945500000.0,-0.3473,0.2334,0.2487,6.1891,1.6369,4203000000.0,12.1726,3.1676,7212000000.0,42.4194,24.5467,17.5543,1.3236,0.036,22.7717,5.9002,0.0,1.8153,18.9215,13.4995,0.6225,0.0,-299000000.0,0.0,13352000000.0,84.3862,347500000.0,11.3283,-1.3084,3836000000.0,4918000000.0,1.327,32.4971,0.0,0.4321,20.9107,0.5724,0.0,0.0,0.0076,8.7911,0.0415,17.7476,3.4145,0.3749,0.0379,0.0308,0.4158,0.0,0.0,0.0,2013,MA,
0,33.6711,14.1801,98.7397,0.0,0.0,0.0226,,0.0,0.0084,-0.0112,33.6711,0.3519,-869555000000.0001,2.3632,-0.7798,245079000000.0,0.0,1.7088,0.0,0.326,0.0,1.9624,0.0,35048.2249,0.7767,46.6082,1.1107,0.037,0.1694,,,3110435000000.0,8.7712,1997393500000.0,-0.1079,0.0,-6327000000.0,-548757000000.0001,-0.2432,10.4719,0.0101,0.1061,0.0,-0.0484,63.6994,0.0,0.0249,0.0,-3.1982,1.5468,-0.7798,0.2261,-0.0267,0.0955,0.5561,1.8918,0.0,0.0,2022,BAC,
1,31.7975,11.05,100.4515,0.0,0.0,0.0218,,0.0,0.0102,-0.011,31.7975,0.714,-991629000000.0,4.0262,-0.8469,246886000000.0,0.0,-4.2699,0.0,0.3305,0.0,-4.8273,0.0,159038.1575,0.739,48.3059,1.5401,0.0313,0.1609,,,2994561000000.0,8.4627,1929963000000.0,0.37,0.0,-7193000000.0,-673837000000.0001,-0.2354,12.3928,0.0025,0.1238,0.0,-0.0461,60.0498,0.0,0.0295,0.0,-2.6243,2.1429,-0.8469,0.3256,-0.0215,0.0807,0.5875,1.8885,0.0,0.0,2021,BAC,
2,31.1799,10.7107,101.6681,7.1601,0.0,0.0245,,0.0,0.0063,0.0165,31.1799,0.5404,-674259000000.0001,2.8299,4.3405,244911500000.0,0.0,-4.0415,0.0,0.3976,0.0,-3.9416,0.0,79677.8359,0.8366,34.7398,1.068,0.0357,0.1684,,,2626853000000.0,4.8597,1615141500000.0,-1.5973,0.0,37993000000.0,-365799000000.0,2.3064,16.037,0.0051,0.0673,0.0,-0.0464,54.2495,0.0,0.0217,0.0,-2.5414,1.4784,4.3405,0.1757,0.1397,0.0624,0.7097,1.7399,0.0,0.0,2020,BAC,
3,28.1998,12.0962,71.6778,5.4363,0.0,0.0283,,0.0,0.0109,0.0367,28.1998,0.3593,-457074000000.0001,2.9117,6.5787,242204000000.0,0.0,1.8727,0.0,0.3561,0.0,1.8442,0.4264,23437.149,0.9058,40.1002,1.37,0.0474,0.1875,,,2394293000000.0,5.5959,1408139500000.0,1.003,0.0,61777000000.0,-177989000000.0,2.3762,12.6691,0.0159,0.1073,0.0,-0.1553,48.5902,0.0,0.0174,0.0,-1.382,1.9178,6.5787,0.2289,0.1839,0.0789,0.5149,1.7231,0.0,0.0,2019,BAC,
4,26.2789,10.8579,65.4065,6.4482,0.0,0.0293,,0.0,0.0115,0.0211,26.2789,0.3924,-415330000000.0,2.2693,3.9142,243911000000.0,0.0,-4.7227,0.0,0.3625,0.0,-4.6105,0.2719,27099.411,0.9187,37.8818,1.0238,0.0473,0.2015,,,2317870500000.0,-17.8694,1345510500000.0,-1.6621,0.0,39520000000.0,-148047000000.0,1.4804,9.2981,0.0138,0.1094,0.0,-0.1933,47.0008,0.0,0.0158,0.0,-1.6695,1.4294,3.9142,0.2435,0.1551,0.1075,0.5148,1.7885,0.0,0.0,2018,BAC,
5,26.2021,9.7558,57.936,34.1567,0.0,0.0302,,0.0,0.0074,0.0005,26.2021,0.4709,-423987000000.0,3.0649,0.9675,242899000000.0,0.0,-6.5481,0.0,0.3371,0.0,-5.9247,0.161,38734.5158,0.9074,29.5848,1.2452,0.0445,0.1915,,,2234650500000.0,-42.9364,1285239500000.0,-0.5876,0.0,9864000000.0,-162285000000.0,0.5936,18.4568,0.0096,0.0684,0.0,-0.1086,42.8551,0.0,0.0166,0.0,-1.3908,1.7334,0.9675,0.1671,0.0293,0.0542,0.5822,1.6356,0.0,0.0,2017,BAC,
6,25.8841,9.1075,52.1224,14.1817,0.0,0.0328,,0.0,0.0075,0.0067,25.8841,0.5881,-422569000000.0,2.4738,1.68,237439000000.0,0.0,-5.3561,0.0,0.3218,0.0,-5.065,0.1107,46204.2877,0.9002,27.6489,0.9615,0.0432,0.1879,,,2166177000000.0,-24.5446,1229096500000.0,-0.9343,0.0,17277000000.0,-166266000000.0,1.0704,15.5379,0.0081,0.068,0.0,-0.1027,39.9702,0.0,0.0146,0.0,-1.8238,1.3689,1.68,0.1723,0.0705,0.0644,0.6265,1.5442,0.0,0.0,2016,BAC,
7,24.4857,8.9382,51.2418,6.4127,0.0,0.0357,,0.0,0.0068,0.0184,24.4857,0.5274,-401491000000.0,1.8829,2.7142,229032500000.0,0.0,-4.4891,0.0,0.3324,0.0,-4.3407,0.0,41425.6835,0.9217,26.9139,0.7528,0.044,0.1104,,,2124410500000.0,30.9564,1158097500000.0,-1.3181,0.0,28397000000.0,-126277000000.0,1.9683,11.6875,0.0091,0.063,0.0,-0.1235,22.6302,0.0,-0.001,0.0,-2.2802,1.1195,2.7142,0.1543,0.1559,0.0856,0.6499,0.9242,0.0,0.0,2015,BAC,
8,23.1264,9.1974,50.315,6.3084,0.0,0.037,,0.0,0.0021,0.0204,23.1264,0.42,-389703000000.0,1.9451,2.9251,221747500000.0,0.0,-3.29,0.0,0.3372,0.0,-3.1897,0.0,37349.0297,0.9366,13.669,0.8402,0.046,0.1155,,,2103403500000.0,541.2147,1119103500000.0,-1.0144,0.0,30795000000.0,-99655000000.0,6.88,45.8718,0.0098,0.0202,0.0,-0.05,23.0949,0.0,0.0008,0.0,-2.0691,1.2879,2.9251,0.0462,0.1585,0.0218,0.7952,0.9986,0.0,0.0,2014,BAC,
9,21.6831,9.4768,49.7786,1.8041,0.0,0.0383,,0.0,0.0047,0.081,21.6831,0.4067,-353790000000.0,1.643,8.6493,218760500000.0,0.0,-1.2679,0.0,0.3376,0.0,-1.2651,0.0,32029.3152,0.9578,21.9743,0.7618,0.0472,0.1188,,,2156123500000.0,13.9307,1112266000000.0,-1.1547,0.0,92817000000.0,-66709000000.0,9.2062,14.8286,0.0115,0.0461,0.0,-0.1793,23.2662,0.0,0.0,0.0,-2.1174,1.2032,8.6493,0.0991,0.5543,0.0674,0.7049,1.073,0.0,0.0,2013,BAC,
0,47.7964,21.7752,82.3473,5.9104,0.0,0.019,,0.0,0.0063,0.0252,47.7964,0.8182,-435803000000.0,1.9192,7.1082,166240000000.0,0.0,3.4594,0.0,0.2083,0.0,3.4412,0.0807,55670.545,0.8399,55.3218,0.977,0.0433,0.1315,0.0,,1914542000000.0,21.9488,1433232000000.0,1.1233,0.0,27048000000.0,-240848000000.0,2.2415,13.1415,0.0063,0.0726,0.0,-0.0519,65.0176,0.0,0.0,0.0,-2.7385,1.251,7.1082,0.1456,0.1692,0.0761,0.7098,1.3603,0.0,0.0,2022,WFC,
1,46.8032,20.2878,95.6986,0.0,0.0,0.0171,,0.0,0.0104,-0.0254,46.8032,0.9205,-462719000000.0001,2.365,-2.8373,167314500000.0,0.0,-1.5417,0.0,0.2448,0.0,-1.5609,1.3671,138213.2401,0.8157,68.697,1.1461,0.0422,0.1087,0.0,,1950489500000.0,40.4588,1443430000000.0,0.2183,0.0,-11525000000.0,-292606000000.0,-0.569,9.5768,0.0027,0.1211,0.0,-0.0713,52.1473,0.0,0.0,0.0,-2.3743,1.4258,-2.8373,0.2458,-0.0599,0.1044,0.6019,1.1142,0.0,0.0,2021,WFC,
2,45.0976,19.9677,98.4407,65.1369,0.0,0.0173,,0.0,0.0009,-0.0079,45.0976,0.924,-456315000000.0001,1.5114,0.4981,165505500000.0,0.0,12.1186,0.0,0.2636,0.0,11.2736,0.0479,64372.6064,0.8525,19.201,0.7552,0.0424,0.1393,0.0,,1940233000000.0,-5.4593,1363503500000.0,0.2812,0.0,2051000000.0,-226856000000.0,1.1484,73.6098,0.0058,0.0108,0.0,-0.0082,66.0391,0.0,0.0215,0.0,-3.6716,0.9505,0.4981,0.0217,0.0154,0.0136,0.8545,1.4644,0.0,0.0,2020,WFC,
3,42.7907,24.0568,73.5524,35.8811,0.0,0.0204,,0.0,0.0095,-0.0029,42.7907,0.7061,-439415000000.0,2.2364,1.5319,170143500000.0,0.0,21.4691,0.0,0.2151,0.0,21.0129,0.0681,25607.813,0.8654,58.8289,1.4201,0.0553,0.1937,0.0,,1911719000000.0,19.0251,1304398000000.0,1.3381,0.0,6730000000.0,-202145000000.0,0.3718,13.2512,0.0145,0.1064,0.0,-0.0939,84.9867,0.0,0.0215,0.0,-1.8592,1.8596,1.5319,0.1713,0.0279,0.0755,0.5759,1.9861,0.0,0.0,2019,WFC,
