,Net Aquisitions,Dividends Paid (Total),Change in other assets and liabilities,Other financial activities,Repayment/Issuance of Debt (Net),Capital Stock Change,Financing cash flow,Beginning Cash,Investments Change (Net),Net Income,Change in inventories,Stock Based Compensation,Dividends Paid (Common),Ending Cash,Issuance/Purchase of Shares,Assets Liabilities Change (Total),Accounts Receivable Change,Change in Cash,Non Cash Items (Other),Operating Cash Flow,Other investing activities,"Equity Repurchase (Common, Net)",Net Cash/Marketcap,Change in payables and accrued liability,Depreciation & Amortization,Short Term Investments Change (Net),Investing cash flow,Accounts Payable Change,Capital expenditures,Long-Term Investments Change (Net),Change in intangibles (net),year,ticker,Income tax paid,Exchange Rate Adjustment,Other operating activities,Discontinued Operations and Adjustments,"Equity Repurchase (Preffered, Net)",Dividends Paid (Preffered)
5,-526658000.0,-41815000.0,100454000.0,5546000.0,680558600.0,-5635000.0,638654000.0,387167000.0,-32317000.0,300240000.0,-261423000.0,17368000.0,-41815000.0,556742000.0,-5635000.0,-278855000.0,-459848000.0,169575000.0,-4507000.0,176764000.0,2264000.0,-5635000.0,0.5121,341962000.0,159886000.0,-2317000.0,-654257000.0,341962000.0,-97546000.0,-30000000.0,,2017,SNX,,8414000.0,,,,
6,-414801000.0,-33724000.0,19780000.0,6971000.0,215330100.0,-8425000.0,180152000.0,424630000.0,285000.0,235005000.0,-410162000.0,13971000.0,-33724000.0,387167000.0,-8425000.0,-29729000.0,95044000.0,-37463000.0,-1865000.0,324704000.0,5869000.0,-8425000.0,0.2488,265609000.0,121293000.0,285000.0,-531880000.0,265609000.0,-123233000.0,0.0,,2016,SNX,,-10439000.0,,,,
7,37299000.0,-22591000.0,4494000.0,7610000.0,-327481100.0,-12605000.0,-355067000.0,214412000.0,1632000.0,208607000.0,40121000.0,13644000.0,-22591000.0,424630000.0,-12605000.0,312339000.0,291206000.0,210218000.0,16888000.0,641344000.0,1726000.0,-12605000.0,0.1633,0.0,103510000.0,1632000.0,-59449000.0,-23482000.0,-100106000.0,0.0,,2015,SNX,,-16610000.0,,,,
8,-384867000.0,-4927000.0,162602000.0,-1993000.0,706517900.0,2327000.0,701925000.0,151622000.0,8935000.0,180150000.0,-330153000.0,14076000.0,-4927000.0,180143000.0,2327000.0,-489321000.0,-528133000.0,28521000.0,-17300000.0,-234772000.0,-8342000.0,2327000.0,0.5547,0.0,91699000.0,8935000.0,-441651000.0,206363000.0,-57377000.0,0.0,,2014,SNX,,3019000.0,,,,
9,-28828000.0,0.0,-11387000.0,-5955000.0,-5159100.0,2748000.0,-8366000.0,163699000.0,7000000.0,152322000.0,-155221000.0,9174000.0,0.0,151622000.0,2748000.0,-156830000.0,-187350000.0,-12077000.0,13439000.0,35707000.0,7009000.0,2748000.0,0.1258,10939000.0,26776000.0,7264000.0,-43784000.0,186189000.0,-28965000.0,-264000.0,,2013,SNX,,4366000.0,,,,
0,,,-13508000.0,311287000.0,-786000.0,83027000.0,82241000.0,1376682000.0,-851350000.0,-452551000.0,,277656000.0,0.0,435781000.0,83027000.0,-32060000.0,-42080000.0,-940901000.0,287411000.0,-157333000.0,0.0,83027000.0,-0.1398,9948000.0,39867000.0,-851350000.0,-865805000.0,13580000.0,-14455000.0,,,2022,CFLT,,-4000.0,0.0,,0.0,
1,,,-12871000.0,-3125000.0,990330100.0,857309000.0,1844514000.0,37806000.0,-391653000.0,-342801000.0,,155624000.0,0.0,1376682000.0,857309000.0,21888000.0,-32516000.0,1338876000.0,183067000.0,-105060000.0,12000.0,857309000.0,-0.0644,61132000.0,32786000.0,-391653000.0,-400583000.0,6143000.0,-8942000.0,,,2021,CFLT,,5000.0,0.0,,0.0,
2,,,356000.0,-111000.0,-11224000.0,276869000.0,276758000.0,19971000.0,-172209000.0,-229828000.0,,143341000.0,0.0,37806000.0,276869000.0,-25746000.0,-41612000.0,17835000.0,154627000.0,-82057000.0,0.0,17054000.0,-0.0474,15837000.0,18890000.0,-172209000.0,-176859000.0,-327000.0,-4650000.0,,,2020,CFLT,,-7000.0,0.0,,259815000.0,
3,,,15386000.0,27016000.0,0.0,13432000.0,13432000.0,39817000.0,38270000.0,-95042000.0,,18617000.0,0.0,19971000.0,13432000.0,-1616000.0,-27117000.0,-19846000.0,18545000.0,-68834000.0,300000.0,13432000.0,-0.0474,8604000.0,9279000.0,38270000.0,35641000.0,1511000.0,-2929000.0,,,2019,CFLT,,-85000.0,0.0,,0.0,
4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017,CFLT,,0.0,0.0,,0.0,
0,89100000.0,-270400000.0,-406400000.0,166000000.0,0.0,-258000000.0,-528400000.0,942700000.0,435600000.0,471000000.0,0.0,209300000.0,-270400000.0,897700000.0,-258000000.0,-574600000.0,-232000000.0,-45000000.0,-16500000.0,97600000.0,-12100000.0,-258000000.0,0.0532,-24700000.0,217700000.0,14100000.0,407500000.0,67400000.0,-105100000.0,421500000.0,0.0,2022,JNPR,21100000.0,-21700000.0,,,,
1,-182600000.0,-259100000.0,-181300000.0,-61700000.0,-423800000.0,-387100000.0,-1131700000.0,1383000000.0,305800000.0,252700000.0,0.0,222600000.0,-259100000.0,942700000.0,-387100000.0,-199100000.0,-31800000.0,-440300000.0,398700000.0,689700000.0,-9400000.0,-387100000.0,0.0428,-10500000.0,237400000.0,-103700000.0,13800000.0,200000.0,-100000000.0,409500000.0,0.0,2021,JNPR,24300000.0,-12100000.0,,,,
2,-438100000.0,-264100000.0,-56300000.0,-48100000.0,416200000.0,-326400000.0,-222400000.0,1276500000.0,250700000.0,257800000.0,222000000.0,190200000.0,-264100000.0,1383000000.0,-326400000.0,-90500000.0,-76100000.0,106500000.0,232300000.0,612000000.0,-1100000.0,-326400000.0,0.0475,43100000.0,212400000.0,-606600000.0,-288900000.0,56000000.0,-100400000.0,857300000.0,0.0,2020,JNPR,-57200000.0,5800000.0,,,,
3,-270900000.0,-260100000.0,-99800000.0,-14600000.0,-454800000.0,-499300000.0,-1228800000.0,2505800000.0,-140400000.0,345000000.0,94000000.0,202200000.0,-260100000.0,1276500000.0,-499300000.0,-292300000.0,-118100000.0,-1229300000.0,265900000.0,528900000.0,-7300000.0,-499300000.0,-0.027,-40300000.0,210300000.0,-47500000.0,-528200000.0,6400000.0,-109600000.0,-92900000.0,0.0,2019,JNPR,-40500000.0,-1200000.0,,,,
4,-16400000.0,-249300000.0,-46200000.0,-19600000.0,0.0,-699700000.0,-968600000.0,2059100000.0,771300000.0,566900000.0,82000000.0,217100000.0,-249300000.0,2505800000.0,-699700000.0,-185600000.0,96300000.0,446700000.0,269300000.0,861100000.0,-42700000.0,-699700000.0,-0.1512,30000000.0,210500000.0,751900000.0,564800000.0,3500000.0,-147400000.0,19400000.0,0.0,2018,JNPR,-269200000.0,-10600000.0,,,,
5,-27000000.0,-150400000.0,98000000.0,16900000.0,0.0,-661300000.0,-794800000.0,1880600000.0,-199800000.0,306200000.0,98000000.0,187500000.0,-150400000.0,2059100000.0,-661300000.0,694100000.0,203800000.0,178500000.0,33400000.0,1259300000.0,75000000.0,-661300000.0,-0.055,-44900000.0,225600000.0,-197300000.0,-303000000.0,-10100000.0,-151200000.0,-2500000.0,0.0,2017,JNPR,447300000.0,17000000.0,,,,
6,-113000000.0,-152500000.0,258100000.0,-15500000.0,194000000.0,-262300000.0,-236300000.0,1421300000.0,-89300000.0,592700000.0,91000000.0,224600000.0,-152500000.0,1880600000.0,-262300000.0,43200000.0,-263500000.0,459300000.0,284000000.0,1126600000.0,7000000.0,-262300000.0,-0.0139,-21100000.0,206700000.0,-73600000.0,-417000000.0,66600000.0,-214700000.0,-15700000.0,0.0,2016,JNPR,3100000.0,-14000000.0,,,,
7,-3500000.0,-156300000.0,48800000.0,-400000.0,594600000.0,-1031600000.0,-593700000.0,1639600000.0,-301300000.0,633700000.0,0.0,217300000.0,-156300000.0,1420900000.0,-1031600000.0,-103500000.0,-218900000.0,-218700000.0,192800000.0,899500000.0,11700000.0,-1031600000.0,-0.001,42500000.0,176500000.0,-309400000.0,-503400000.0,-80200000.0,-210300000.0,8100000.0,0.0,2015,JNPR,104300000.0,-21100000.0,,,,
8,78600000.0,-86000000.0,35000000.0,18400000.0,346100000.0,-2102700000.0,-1824200000.0,2284000000.0,503700200.0,-334300000.0,0.0,240000000.0,-86000000.0,1639600000.0,-2102700000.0,15600000.0,-16800000.0,-644400000.0,46000000.0,763400000.0,44600000.0,-2102700000.0,-0.061,-91900000.0,1036100000.0,520500200.0,434000000.0,38300000.0,-192900000.0,-16800000.0,0.0,2014,JNPR,51000000.0,-17600000.0,,,,
9,-10000000.0,0.0,19900000.0,35800000.0,-1400000.0,-436100000.0,-401700000.0,2407800000.0,-309800000.0,439800000.0,0.0,244600000.0,0.0,2284000000.0,-436100000.0,-136300000.0,-139900000.0,-123800000.0,352500000.0,845900000.0,-1200000.0,-436100000.0,-0.163,31100000.0,189900000.0,-277900000.0,-561000000.0,-8900000.0,-230000000.0,-31900000.0,-10000000.0,2013,JNPR,-38500000.0,-7000000.0,,,,
0,0.0,,-158859000.0,-84403000.0,-16000.0,-13837000.0,-98256000.0,509679000.0,-113543000.0,-97454000.0,,538726000.0,0.0,723201000.0,-13837000.0,-255704000.0,-75964000.0,213522000.0,583647000.0,506759000.0,-84403000.0,-13837000.0,-0.0118,5559000.0,276270000.0,-109793000.0,-191197000.0,-26440000.0,-77654000.0,-3750000.0,,2023,DOCU,,-3784000.0,,,,
1,-6388000.0,,-8335000.0,-386521000.0,-77906000.0,69806000.0,-394621000.0,566336000.0,-95125000.0,-69976000.0,,408542000.0,0.0,509679000.0,69806000.0,-101611000.0,-117380000.0,-56657000.0,446601000.0,506467000.0,-386521000.0,69806000.0,-0.0019,11956000.0,231453000.0,-93375000.0,-162909000.0,12148000.0,-61396000.0,-1750000.0,,2022,DOCU,,-5594000.0,,,,
2,-180370000.0,,32218000.0,-372463000.0,259323000.0,54164000.0,-58976000.0,241483000.0,343994000.0,-243267000.0,,286877000.0,0.0,566336000.0,54164000.0,72174000.0,-73913000.0,324853000.0,269572000.0,296954000.0,-372463000.0,54164000.0,-0.0006,101741000.0,198475000.0,352535000.0,81229000.0,12128000.0,-82395000.0,-8541000.0,,2021,DOCU,,5646000.0,,,,
3,0.0,,-3193000.0,-166504000.0,-14624000.0,96049000.0,-70455000.0,518178000.0,-249443000.0,-208359000.0,,206404000.0,0.0,241483000.0,96049000.0,-47648000.0,-63293000.0,-276695000.0,225385000.0,115696000.0,-166504000.0,96049000.0,-0.0122,14989000.0,146318000.0,-233943000.0,-321489000.0,3849000.0,-72046000.0,-15500000.0,,2020,DOCU,,-447000.0,,,,
4,-218779000.0,,23584000.0,-219593000.0,493193000.0,579516000.0,853116000.0,257436000.0,-415132000.0,-426458000.0,,410978000.0,0.0,518178000.0,579516000.0,6121000.0,-42571000.0,260742000.0,406777000.0,76086000.0,-215582000.0,579516000.0,-0.0494,32488000.0,89646000.0,-415132000.0,-664324000.0,-7380000.0,-30413000.0,0.0,,2019,DOCU,,-4136000.0,,,,
5,168000.0,,24751000.0,-705000.0,0.0,26433000.0,25728000.0,191244000.0,0.0,-52276000.0,,29747000.0,0.0,257436000.0,26433000.0,18254000.0,-28077000.0,66192000.0,26874000.0,54979000.0,-390000.0,26433000.0,-0.2006,18716000.0,62127000.0,0.0,-18761000.0,2864000.0,-18929000.0,0.0,,2018,DOCU,,4246000.0,,,,
6,665000.0,,31722000.0,-85000.0,0.0,8122000.0,8037000.0,229211000.0,1785000.0,-115412000.0,,35443000.0,0.0,191244000.0,8122000.0,26094000.0,-17454000.0,-37967000.0,33688000.0,-4790000.0,0.0,8122000.0,-0.2006,6936000.0,50840000.0,1785000.0,-40880000.0,4890000.0,-43330000.0,0.0,,2017,DOCU,,-334000.0,,,,
0,-38171000.0,-100067000.0,-5085000.0,-37853000.0,-15399000.0,-472638000.0,-610558000.0,1233032000.0,-198308000.0,183898000.0,-11759000.0,114925000.0,-100067000.0,628371000.0,-472638000.0,-56254000.0,-14314000.0,-604661000.0,85883000.0,318576000.0,-37853000.0,-472638000.0,-0.1177,-33542000.0,105049000.0,,-295935000.0,,-47928000.0,-198308000.0,-11528000.0,2022,DLB,8446000.0,-16744000.0,,,,
1,0.0,-88581000.0,4247000.0,-28110000.0,15618000.0,-91084000.0,-207775000.0,805593000.0,203361000.0,231619000.0,-11784000.0,86628000.0,-88581000.0,1079979000.0,-91084000.0,-100417000.0,1251000.0,274386000.0,99963000.0,343849000.0,-28110000.0,-91084000.0,-0.1569,-43545000.0,112684000.0,,134374000.0,,-66347000.0,203361000.0,-2640000.0,2020,DLB,-50586000.0,3938000.0,,,,
2,-14919000.0,-77496000.0,-48820000.0,-24546000.0,0.0,-283239000.0,-385281000.0,925250000.0,72226000.0,255505000.0,-16098000.0,76580000.0,-77496000.0,805593000.0,-283239000.0,-61176000.0,-27492000.0,-119657000.0,47864000.0,327674000.0,-24546000.0,-283239000.0,-0.1408,33420000.0,85481000.0,,-56229000.0,,-96281000.0,72226000.0,-17255000.0,2019,DLB,-2186000.0,-5821000.0,,,,
3,-22852000.0,-66155000.0,-20396000.0,-23166000.0,0.0,-44308000.0,-133629000.0,634368000.0,186295000.0,42305000.0,-6602000.0,71249000.0,-66155000.0,925250000.0,-44308000.0,83850000.0,100129000.0,290882000.0,142291000.0,352202000.0,-23166000.0,-44308000.0,-0.154,-29019000.0,83756000.0,,78086000.0,,-72814000.0,186295000.0,-12543000.0,2018,DLB,39738000.0,-5777000.0,,,,
4,0.0,-57059000.0,-12460000.0,-19770000.0,0.0,-30002000.0,-106831000.0,519757000.0,-53159000.0,207106000.0,-11922000.0,65343000.0,-57059000.0,634368000.0,-30002000.0,49514000.0,-56559000.0,114611000.0,34107000.0,377793000.0,-13028000.0,-30002000.0,-0.1498,103505000.0,87066000.0,,-158026000.0,,-99617000.0,-53159000.0,-5250000.0,2017,DLB,26950000.0,1675000.0,,,,
5,0.0,-48397000.0,-4333000.0,-13846000.0,0.0,-29743000.0,-91986000.0,531926000.0,-60006000.0,186402000.0,-2949000.0,66985000.0,-48397000.0,516112000.0,-29743000.0,37703000.0,24886000.0,-15814000.0,46983000.0,360064000.0,-709000.0,-29743000.0,-0.1173,2834000.0,88976000.0,,-282497000.0,,-100762000.0,-60006000.0,-121020000.0,2016,DLB,17265000.0,-1395000.0,,,,
6,-93516000.0,-41018000.0,5654000.0,-18779000.0,0.0,-78722000.0,-138519000.0,568472000.0,58441000.0,183240000.0,5835000.0,67069000.0,-41018000.0,531926000.0,-78722000.0,18864000.0,-7008000.0,-36546000.0,28978000.0,309377000.0,26422000.0,-78722000.0,-0.2019,-7384000.0,78295000.0,,-203595000.0,,-157526000.0,58441000.0,-37416000.0,2015,DLB,21767000.0,-3809000.0,,,,
7,0.0,0.0,-8397000.0,-17925000.0,0.0,-22655000.0,-40580000.0,454397000.0,-92664000.0,208720000.0,3818000.0,65680000.0,0.0,568472000.0,-22655000.0,30661000.0,10165000.0,114075000.0,59490000.0,361547000.0,1033000.0,-22655000.0,-0.1878,24124000.0,62676000.0,,-204944000.0,,-75363000.0,-92664000.0,-37950000.0,2014,DLB,951000.0,-1948000.0,,,,
8,-4500000.0,-89172000.0,-34013000.0,-39567000.0,-11369000.0,-123776000.0,-252515000.0,1079979000.0,-2316000.0,317823000.0,17154000.0,99698000.0,-89172000.0,1233032000.0,-123776000.0,-24638000.0,-49034000.0,153053000.0,40438000.0,447753000.0,-39567000.0,-123776000.0,-0.1347,44230000.0,114130000.0,,-44905000.0,,-38089000.0,-2316000.0,0.0,2021,DLB,-2975000.0,2720000.0,,,,
0,-14462000.0,,-105533000.0,-14473000.0,-38625000.0,-263010000.0,-316108000.0,114804000.0,0.0,384735000.0,0.0,39643000.0,0.0,115776000.0,-263010000.0,-103506000.0,32081000.0,972000.0,-36970000.0,388056000.0,2462000.0,-263010000.0,0.1999,-41051000.0,143797000.0,,-75717000.0,,-63717000.0,0.0,,2023,CACI,10997000.0,4741000.0,,,,
1,-615508000.0,,-79000000.0,-21205000.0,53000.0,-57000.0,-21209000.0,88031000.0,0.0,366794000.0,0.0,31732000.0,0.0,114804000.0,-57000.0,130228000.0,-4463000.0,26773000.0,111575000.0,745554000.0,923000.0,-57000.0,0.2449,25837000.0,136957000.0,,-689149000.0,,-74564000.0,0.0,,2022,CACI,187854000.0,-8423000.0,,,,
2,-356261000.0,,-57916000.0,-19720000.0,329080100.0,-499956000.0,-190596000.0,107236000.0,0.0,457443000.0,0.0,30463000.0,0.0,88031000.0,-499956000.0,-209495000.0,-38162000.0,-19205000.0,216584000.0,592215000.0,2744000.0,-499956000.0,0.2614,118554000.0,127683000.0,,-426646000.0,,-73129000.0,0.0,,2021,CACI,-231971000.0,5822000.0,,,,
3,-106226000.0,,-68028000.0,-40100000.0,-262920000.0,-374000.0,-303394000.0,72028000.0,0.0,321480000.0,65000000.0,29302000.0,0.0,107236000.0,-374000.0,-36233000.0,34550000.0,35208000.0,120424000.0,518705000.0,-40100000.0,-374000.0,0.239,22363000.0,113034000.0,,-178529000.0,,-72303000.0,0.0,,2020,CACI,-25118000.0,-1574000.0,,,,
4,-1082809000.0,,-238000.0,-23388000.0,603080000.0,-136000.0,579556000.0,66194000.0,0.0,265604000.0,47000000.0,25272000.0,0.0,72028000.0,-136000.0,176714000.0,96754000.0,5834000.0,24696000.0,555297000.0,2729000.0,-136000.0,0.3066,79079000.0,88283000.0,,-1127982000.0,,-47902000.0,0.0,,2019,CACI,1119000.0,-1037000.0,,,,
5,-76910000.0,,18479000.0,-35833000.0,-170474000.0,-209000.0,-206516000.0,65539000.0,0.0,301171000.0,0.0,23628000.0,0.0,66194000.0,-209000.0,-3365000.0,-42575000.0,655000.0,-52603000.0,321460000.0,3898000.0,-209000.0,0.2371,14641000.0,76257000.0,,-114606000.0,,-41594000.0,0.0,,2018,CACI,6090000.0,317000.0,,,,
6,-7276000.0,,3502000.0,-10951000.0,-228965000.0,-70000.0,-239986000.0,49082000.0,4681000.0,163671000.0,0.0,21945000.0,0.0,65539000.0,-70000.0,4929000.0,46158000.0,16457000.0,36406000.0,281250000.0,21059000.0,-70000.0,0.3821,-34777000.0,76244000.0,,-24804000.0,,-43268000.0,4681000.0,,2017,CACI,-9954000.0,-3000.0,,,,
7,-587821000.0,,-21001000.0,-16884000.0,398535000.0,-144000.0,381507000.0,35364000.0,0.0,142799000.0,0.0,17919000.0,0.0,49082000.0,-144000.0,509000.0,-105000.0,13718000.0,31283000.0,242577000.0,1069000.0,-144000.0,0.6414,6747000.0,67986000.0,,-607587000.0,,-20835000.0,0.0,,2016,CACI,14868000.0,-2779000.0,,,,
8,-14972000.0,,-8846000.0,-11914000.0,-211172000.0,578000.0,-222508000.0,64461000.0,391000.0,126296000.0,0.0,14072000.0,0.0,35364000.0,578000.0,-8648000.0,18889000.0,-29097000.0,40492000.0,226862000.0,629000.0,578000.0,0.5308,-18708000.0,68722000.0,,-31396000.0,,-17444000.0,391000.0,,2015,CACI,17000.0,-2055000.0,,,,
9,-839050000.0,,-3701000.0,-27418000.0,674219000.0,-126000.0,646675000.0,64337000.0,3550000.0,135919000.0,0.0,11557000.0,0.0,64461000.0,-126000.0,-41567000.0,91010000.0,124000.0,40997000.0,203470000.0,-876000.0,-126000.0,0.7391,-140413000.0,68121000.0,,-851655000.0,,-15279000.0,3550000.0,,2014,CACI,11537000.0,1634000.0,,,,
0,0.0,,4676000.0,220070000.0,-11405000.0,17471000.0,17471000.0,863637000.0,-270268000.0,-236161000.0,,204039000.0,0.0,646640000.0,17471000.0,-35373000.0,-46353000.0,-216997000.0,217768000.0,35662000.0,0.0,17471000.0,-0.0624,6304000.0,89384000.0,-270268000.0,-272952000.0,6304000.0,-2684000.0,,,2023,ESTC,,2822000.0,44000.0,,0.0,
1,-119854000.0,,20502000.0,-9283000.0,575000000.0,36410000.0,602127000.0,403708000.0,0.0,-203848000.0,,140612000.0,0.0,863637000.0,36410000.0,-20649000.0,-62187000.0,459929000.0,148802000.0,5672000.0,0.0,36410000.0,-0.04,21036000.0,81269000.0,0.0,-127271000.0,21036000.0,-7417000.0,,,2022,ESTC,,-20599000.0,98000.0,,0.0,
2,0.0,,30572000.0,91958000.0,-7914000.0,77258000.0,77258000.0,299389000.0,0.0,-129434000.0,,93680000.0,0.0,403708000.0,77258000.0,1760000.0,-24037000.0,104319000.0,92133000.0,22545000.0,2711000.0,77258000.0,-0.0356,-4775000.0,58228000.0,0.0,-1518000.0,-4775000.0,-4229000.0,,,2021,ESTC,,6034000.0,-142000.0,,0.0,
3,-24373000.0,,60375000.0,-2834000.0,-90000.0,61463000.0,58539000.0,300280000.0,0.0,-167174000.0,,60007000.0,0.0,299389000.0,61463000.0,19590000.0,-46753000.0,-891000.0,74724000.0,-30564000.0,249000.0,61463000.0,-0.0522,5968000.0,41173000.0,0.0,-29187000.0,5968000.0,-5063000.0,,,2020,ESTC,,321000.0,1123000.0,,0.0,
4,-1986000.0,,35243000.0,-5672000.0,-106000.0,287566000.0,281788000.0,51609000.0,0.0,-102303000.0,,39942000.0,0.0,300280000.0,287566000.0,7665000.0,-29804000.0,248671000.0,43563000.0,-23937000.0,-2850000.0,287566000.0,-0.0639,2226000.0,27069000.0,0.0,-8283000.0,2226000.0,-3447000.0,,,2019,ESTC,,-897000.0,69000.0,,0.0,
5,-3702000.0,,23320000.0,12743000.0,-132000.0,3559000.0,3427000.0,59890000.0,15000000.0,-52727000.0,,12742000.0,0.0,51609000.0,3559000.0,1691000.0,-21606000.0,-8281000.0,12419000.0,-20819000.0,0.0,3559000.0,0.0,-23000.0,17797000.0,15000000.0,8330000.0,-23000.0,-2968000.0,,,2018,ESTC,,781000.0,1000.0,,0.0,
6,-4488000.0,,16084000.0,18916000.0,-106000.0,59867000.0,59761000.0,37202000.0,-15000000.0,-51968000.0,,18886000.0,0.0,59890000.0,59867000.0,4715000.0,-11128000.0,22688000.0,19549000.0,-16107000.0,0.0,2061000.0,0.0,-241000.0,11567000.0,-15000000.0,-20331000.0,-241000.0,-843000.0,,,2017,ESTC,,-635000.0,30000.0,,57806000.0,
0,-11104000.0,,-251332000.0,-63333000.0,-1305000.0,-128219000.0,-192857000.0,632664000.0,332790100.0,59720000.0,,133279000.0,0.0,756984000.0,-128219000.0,-246499000.0,2040000.0,124320000.0,171722000.0,-2248000.0,-370000.0,-128219000.0,-0.4031,-212100.0,12809000.0,332790100.0,309000000.0,-207000.0,-12316000.0,0.0,,2022,YMM,3000000.0,10425000.0,0.0,,0.0,
1,-38039300.0,,-101870000.0,-52497000.0,0.0,1449339000.0,1396842000.0,1594352000.0,-2221748000.0,-573476000.0,,569407000.0,0.0,684746000.0,1449339000.0,-97205000.0,2950000.0,-909606000.0,626925000.0,-33176000.0,5933000.0,1388800000.0,-0.4404,824000.0,10580000.0,-2221748000.0,-2259513000.0,834000.0,-5659000.0,0.0,,2021,YMM,881000.0,-13759000.0,0.0,,60539000.0,
2,-2717000.0,,55343000.0,-59571000.0,-277416000.0,1612764000.0,1275777000.0,625233000.0,-444111000.0,-531874000.0,,498749000.0,0.0,1557114000.0,1612764000.0,56098000.0,-2513000.0,931881000.0,554102000.0,88084000.0,39281000.0,-85479000.0,-0.1195,848900.0,9758000.0,-428785000.0,-412399000.0,898000.0,-4852000.0,-15326000.0,,2020,YMM,2370000.0,-19581000.0,0.0,,1698243000.0,
3,0.0,,29687900.0,257344500.0,-2085400.0,186333200.0,245045000.0,0.0,0.0,-223110300.0,,0.0,0.0,0.0,0.0,0.0,-126232600.0,-376571600.0,0.0,-133717000.0,67238500.0,0.0,-0.1195,-2671500.0,10232900.0,0.0,-490777200.0,0.0,0.0,0.0,,2019,YMM,0.0,0.0,0.0,,0.0,
4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2017,YMM,0.0,0.0,0.0,,0.0,
0,-151931000.0,,-30437000.0,-23198000.0,-45655000.0,3173000.0,-65680000.0,427804000.0,-29306000.0,149479000.0,,60251000.0,0.0,292457000.0,3173000.0,-123741000.0,-104315000.0,-135347000.0,123550000.0,197524000.0,7363000.0,3173000.0,-0.0476,-2651000.0,107933000.0,13883000.0,-269304000.0,-2651000.0,-47063000.0,-43189000.0,-48367000.0,2022,GLOB,13662000.0,2113000.0,-59697000.0,,,
1,-158037000.0,,-22487000.0,-832000.0,-43085000.0,287903000.0,243986000.0,278939000.0,-36619000.0,96355000.0,,37031000.0,0.0,427804000.0,287903000.0,-33371000.0,-93019000.0,148865000.0,86225000.0,178974000.0,-1839000.0,287903000.0,-0.0349,10870000.0,80286000.0,708000.0,-272880000.0,10870000.0,-41517000.0,-37327000.0,-34868000.0,2021,GLOB,71265000.0,-1215000.0,-50521000.0,,,
2,-75059000.0,,-4752000.0,-794000.0,-64365000.0,306705000.0,241546000.0,62721000.0,6389000.0,54217000.0,,22423000.0,0.0,278939000.0,306705000.0,-29597000.0,-33926000.0,216218000.0,56630000.0,99872000.0,-2834000.0,306705000.0,-0.0325,-2770000.0,48480000.0,0.0,-124015000.0,-2770000.0,-28343000.0,6389000.0,-24168000.0,2020,GLOB,11851000.0,-1185000.0,-29858000.0,,,
3,-106279000.0,,-18399000.0,7006000.0,33884000.0,15822000.0,56712000.0,77606000.0,-11700000.0,54015000.0,,15357000.0,0.0,62721000.0,15822000.0,-56319000.0,-38945000.0,-14885000.0,41602000.0,79735000.0,-1715000.0,15822000.0,0.0347,7235000.0,38839000.0,0.0,-151584000.0,7235000.0,-20273000.0,-11700000.0,-11617000.0,2019,GLOB,-6210000.0,252000.0,1598000.0,,,
4,-4137000.0,,-10559000.0,3058000.0,-6004000.0,7040000.0,4094000.0,52525000.0,-1021000.0,51596000.0,,10551000.0,0.0,77606000.0,7040000.0,-21612000.0,-36356000.0,25081000.0,29625000.0,67197000.0,-12226000.0,7040000.0,-0.0398,2479000.0,20543000.0,-527000.0,-46117000.0,2479000.0,-19022000.0,-494000.0,-9711000.0,2018,GLOB,22824000.0,-93000.0,-12955000.0,,,
5,-19149000.0,,1240000.0,5600000.0,5702000.0,5296000.0,16598000.0,50532000.0,1708000.0,30463000.0,,12865000.0,0.0,52525000.0,5296000.0,-13142000.0,-25599000.0,1993000.0,20487000.0,42989000.0,-12509000.0,5296000.0,-0.0347,4341000.0,16128000.0,0.0,-57534000.0,4341000.0,-19137000.0,1708000.0,-8447000.0,2017,GLOB,6876000.0,-60000.0,-10947000.0,,,
6,-16584000.0,,-17076000.0,6379000.0,-543000.0,1863000.0,7699000.0,36720000.0,20361000.0,35862000.0,,3620000.0,0.0,50532000.0,1863000.0,-15074000.0,-5847000.0,13812000.0,-226000.0,31480000.0,-7792000.0,1863000.0,-0.0525,757000.0,10918000.0,0.0,-27999000.0,-1219000.0,-17610000.0,20361000.0,-6374000.0,2016,GLOB,8311000.0,2632000.0,0.0,,,
7,-10569000.0,,-32358000.0,267000.0,-505000.0,2236000.0,1998000.0,34195000.0,27392000.0,31620000.0,,2382000.0,0.0,36720000.0,2236000.0,-18062000.0,-6525000.0,2525000.0,-28174000.0,-5315000.0,6437000.0,2236000.0,-0.0482,880000.0,9301000.0,0.0,5531000.0,1386000.0,-13507000.0,27392000.0,-4222000.0,2015,GLOB,18555000.0,311000.0,0.0,,,
